#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov om translatører og tolke, jf. lovbekendtgørelse nr. 181 af 25. marts 1988, som ændret bl.a. ved § 10 i lov nr. 377 af 22. maj 1996 og § 1 i lov nr. 1463 af 22. december 2004 og senest ved § 35 i lov nr. 718 af 25. juni 2010, foretages følgende ændringer:";"181";"1988";"lov om translatører og tolke";"lovbekendtgørelse"
"I lov om dispachører, jf. lovbekendtgørelse nr. 184 af 25. marts 1988, som ændret bl.a. ved § 9 i lov nr. 377 af 22. maj 1996 og § 2 i lov nr. 1463 af 22. december 2004 og senest ved § 36 i lov nr. 718 af 25. juni 2010, foretages følgende ændringer:";"184";"1988";"lov om dispachører";"lovbekendtgørelse"
"I lov om restaurationsvirksomhed og alkoholbevilling m.v., jf. lovbekendtgørelse nr. 135 af 18. januar 2010, som ændret ved § 34 i lov nr. 718 af 25. juni 2010 og § 2 i lov nr. 249 af 30. marts 2011, foretages følgende ændring:";"135";"2010";"lov om restaurationsvirksomhed og alkoholbevilling m.v.";"lovbekendtgørelse"
"I lov om hjemmeservice, jf. lovbekendtgørelse nr. 39 af 23. januar 2004, som ændret ved § 119 i lov nr. 428 af 6. juni 2005, § 18 i lov nr. 1587 af 20. december 2006, § 28 i lov nr. 521 af 12. juni 2009 og § 3 i lov nr. 572 af 7. juni 2011, foretages følgende ændring:";"39";"2004";"lov om hjemmeservice";"lovbekendtgørelse"
"I lov om omsætning af fast ejendom, jf. lovbekendtgørelse nr. 1717 af 16. december 2010, som ændret ved § 33 i lov nr. 718 af 25. juni 2010 og § 3 i lov nr. 609 af 14. juni 2011, foretages følgende ændringer:";"1717";"2010";"lov om omsætning af fast ejendom";"lovbekendtgørelse"
"I lov om erhvervsfremme, jf. lovbekendtgørelse nr. 1715 af 16. december 2010, foretages følgende ændring:";"1715";"2010";"lov om erhvervsfremme";"lovbekendtgørelse"
"I lov om anvendelsen af visse af Den Europæiske Unions retsakter om økonomiske forbindelser til tredjelande m.v., jf. lovbekendtgørelse nr. 635 af 9. juni 2011, foretages følgende ændringer:";"635";"2011";"lov om anvendelsen af visse af Den Europæiske Unions retsakter om økonomiske forbindelser til tredjelande m.v.";"lovbekendtgørelse"
"I lov om radio- og teleterminaludstyr og elektromagnetiske forhold, jf. lovbekendtgørelse nr. 823 af 3. juli 2007, foretages følgende ændringer:";"823";"2007";"lov om radio- og teleterminaludstyr og elektromagnetiske forhold";"lovbekendtgørelse"
"I lov om graveadgang og ekspropriation m.v. til telekommunikationsformål, jf. lovbekendtgørelse nr. 662 af 10. juli 2003, foretages følgende ændringer:";"662";"2003";"lov om graveadgang og ekspropriation m.v. til telekommunikationsformål";"lovbekendtgørelse"
"I lov om etablering og fælles udnyttelse af master til radiokommunikationsformål m.v., jf. lovbekendtgørelse nr. 681 af 23. juni 2004, som ændret ved § 35 i lov nr. 542 af 24. juni 2005 og § 26 i lov nr. 484 af 11. maj 2010, foretages følgende ændringer:";"681";"2004";"lov om etablering og fælles udnyttelse af master til radiokommunikationsformål m.v.";"lovbekendtgørelse"
"I lov om standarder for transmission af tv-signaler m.v., jf. lovbekendtgørelse nr. 664 af 10. juli 2003, foretages følgende ændringer:";"664";"2003";"lov om standarder for transmission af tv-signaler m.v.";"lovbekendtgørelse"
"I konkurrenceloven, jf. lovbekendtgørelse nr. 972 af 13. august 2010, foretages følgende ændring:";"972";"2010";"konkurrenceloven";"lovbekendtgørelse"
"I forbrugerklageloven, jf. lovbekendtgørelse nr. 1095 af 8. september 2010, som ændret ved § 3 i lov nr. 341 af 27. april 2011, foretages følgende ændringer:";"1095";"2010";"forbrugerklageloven";"lovbekendtgørelse"
"I lov om markedsføring, jf. lovbekendtgørelse nr. 58 af 20. januar 2012, foretages følgende ændring:";"58";"2012";"lov om markedsføring";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 705 af 25. juni 2012, som ændret ved § 2 i lov nr. 512 af 17. juni 2008 og § 2 i lov nr. 557 af 18. juni 2012, foretages følgende ændringer:";"705";"2012";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om investeringsforeninger m.v., jf. lovbekendtgørelse nr. 935 af 17. september 2012, foretages følgende ændringer:";"935";"2012";"lov om investeringsforeninger m.v.";"lovbekendtgørelse"
"I lov om værdipapirhandel m.v., jf. lovbekendtgørelse nr. 855 af 17. august 2012, som ændret ved § 2 i lov nr. 155 af 28. februar 2012, foretages følgende ændringer:";"855";"2012";"lov om værdipapirhandel m.v.";"lovbekendtgørelse"
"I lov om betalingstjenester og elektroniske penge, jf. lovbekendtgørelse nr. 365 af 26. april 2011, som ændret ved lov nr. 1369 af 28. december 2011, foretages følgende ændring:";"365";"2011";"lov om betalingstjenester og elektroniske penge";"lovbekendtgørelse"
"I lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme, jf. lovbekendtgørelse nr. 353 af 20. april 2012, foretages følgende ændring:";"353";"2012";"lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme";"lovbekendtgørelse"
"I lov om realkreditlån og realkreditobligationer m.v., jf. lovbekendtgørelse nr. 1261 af 15. november 2010, som ændret ved § 31 i lov nr. 718 af 25. juni 2010, § 17 i lov nr. 1556 af 21. december 2010 og § 5 i lov nr. 155 af 28. februar 2012, foretages følgende ændring:";"1261";"2010";"lov om realkreditlån og realkreditobligationer m.v.";"lovbekendtgørelse"
"I lov om et skibsfinansieringsinstitut, jf. lovbekendtgørelse nr. 886 af 8. august 2011, foretages følgende ændringer:";"886";"2011";"lov om et skibsfinansieringsinstitut";"lovbekendtgørelse"
"I lov om forsikringsformidling, jf. lovbekendtgørelse nr. 930 af 18. september 2008, som ændret ved § 9 i lov nr. 392 af 25. maj 2009, § 7 i lov nr. 579 af 1. juni 2010, § 27 i lov nr. 718 af 25. juni 2010 og § 6 i lov nr. 1556 af 21. december 2010, foretages følgende ændring:";"930";"2008";"lov om forsikringsformidling";"lovbekendtgørelse"
"I lov om tilsyn med firmapensionskasser, jf. lovbekendtgørelse nr. 1561 af 19. december 2007, som ændret bl.a. ved § 10 i lov nr. 392 af 25. maj 2009 og senest ved § 4 i lov nr. 155 af 28. februar 2012, foretages følgende ændringer:";"1561";"2007";"lov om tilsyn med firmapensionskasser";"lovbekendtgørelse"
"I lov om Arbejdsmarkedets Tillægspension, jf. lovbekendtgørelse nr. 942 af 2. oktober 2009, som ændret senest ved § 17 i lov nr. 326 af 11. april 2012, foretages følgende ændringer:";"942";"2009";"lov om Arbejdsmarkedets Tillægspension";"lovbekendtgørelse"
"I lov om Lønmodtagernes Dyrtidsfond, jf. lovbekendtgørelse nr. 1156 af 3. oktober 2007, som ændret bl.a. ved § 8 i lov nr. 515 af 17. juni 2008 og senest ved § 2 i lov nr. 599 af 14. juni 2011, foretages følgende ændringer:";"1156";"2007";"lov om Lønmodtagernes Dyrtidsfond";"lovbekendtgørelse"
"I lov om arbejdsskadesikring, jf. lovbekendtgørelse nr. 848 af 7. september 2009, som ændret senest ved lov nr. 443 af 23. maj 2012, foretages følgende ændringer:";"848";"2009";"lov om arbejdsskadesikring";"lovbekendtgørelse"
"I lov om en garantifond for indskydere og investorer, jf. lovbekendtgørelse nr. 133 af 22. februar 2011, som ændret senest ved § 1 i lov nr. 273 af 27. marts 2012, foretages følgende ændring:";"133";"2011";"lov om en garantifond for indskydere og investorer";"lovbekendtgørelse"
"I lov om en garantifond for skadesforsikringsselskaber, jf. lovbekendtgørelse nr. 419 af 1. maj 2007, som ændret ved § 15 i lov nr. 1556 af 21. december 2010, foretages følgende ændring:";"419";"2007";"lov om en garantifond for skadesforsikringsselskaber";"lovbekendtgørelse"
"I lov om finansiel stabilitet, jf. lovbekendtgørelse nr. 875 af 15. september 2009, som ændret senest ved § 4 i lov nr. 273 af 27. marts 2012, foretages følgende ændring:";"875";"2009";"lov om finansiel stabilitet";"lovbekendtgørelse"
"I lov om statsligt kapitalindskud i kreditinstitutter, jf. lovbekendtgørelse nr. 876 af 15. september 2009, som ændret ved § 24 i lov nr. 516 af 12. juni 2009, § 9 i lov nr. 1273 af 16. december 2009 og § 21 i lov nr. 1556 af 21. december 2010, foretages følgende ændring:";"876";"2009";"lov om statsligt kapitalindskud i kreditinstitutter";"lovbekendtgørelse"
"I lov om elektriske stærkstrømsanlæg og elektrisk materiel, jf. lovbekendtgørelse nr. 990 af 8. december 2003, som ændret ved § 15 i lov nr. 442 af 9. juni 2004 og § 1 i lov nr. 375 af 27. maj 2008, foretages følgende ændring:";"990";"2003";"lov om elektriske stærkstrømsanlæg og elektrisk materiel";"lovbekendtgørelse"
"I lov om autorisation af elinstallatører m.v., jf. lovbekendtgørelse nr. 989 af 8. december 2003, som ændret bl.a. ved § 2 i lov nr. 1601 af 20. december 2006 og senest ved § 2 i lov nr. 609 af 14. juni 2011, foretages følgende ændringer:";"989";"2003";"lov om autorisation af elinstallatører m.v.";"lovbekendtgørelse"
"I lov om gasinstallationer og installationer i forbindelse med vand- og afløbsledninger, jf. lovbekendtgørelse nr. 988 af 8. december 2003, som ændret ved § 2 i lov nr. 1382 af 20. december 2004, § 1 i lov nr. 1601 af 20. december 2006, § 2 i lov nr. 375 af 27. maj 2008 og § 3 i lov nr. 364 af 13. maj 2009, foretages følgende ændringer:";"988";"2003";"lov om gasinstallationer og installationer i forbindelse med vand- og afløbsledninger";"lovbekendtgørelse"
"I lov om sikkerhed til søs, jf. lovbekendtgørelse nr. 654 af 15. juni 2010, som ændret ved § 2 i lov nr. 251 af 30. marts 2011, § 16 i lov nr. 457 af 18. maj 2011, § 5 i lov nr. 622 af 14. juni 2011 og § 2 i lov nr. 249 af 21. marts 2012, foretages følgende ændringer:";"654";"2010";"lov om sikkerhed til søs";"lovbekendtgørelse"
"I lov om skibes besætning, jf. lovbekendtgørelse nr. 168 af 27. februar 2012, som ændret ved § 3 i lov nr. 493 af 12. maj 2010 og § 1 i lov nr. 478 af 30. maj 2012, foretages følgende ændringer:";"168";"2012";"lov om skibes besætning";"lovbekendtgørelse"
"I søloven, jf. lovbekendtgørelse nr. 856 af 1. juli 2010, som ændret bl.a. ved lov nr. 599 af 24. juni 2005 og senest ved § 1 i lov nr. 249 af 21. marts 2012, foretages følgende ændring:";"856";"2010";"søloven";"lovbekendtgørelse"
"I lov om dykkerarbejde og dykkermateriel m.v., jf. lovbekendtgørelse nr. 936 af 20. juli 2010, foretages følgende ændring:";"936";"2010";"lov om dykkerarbejde og dykkermateriel m.v.";"lovbekendtgørelse"
"I lov om skibsmåling, jf. lovbekendtgørelse nr. 43 af 2. februar 1993, som ændret ved § 6 i lov nr. 1173 af 19. december 2003 og § 4 i lov nr. 493 af 12. maj 2010, foretages følgende ændring:";"43";"1993";"lov om skibsmåling";"lovbekendtgørelse"
"I lodsloven, jf. lov nr. 567 af 9. juni 2006, som ændret ved § 3 i lov nr. 478 af 30. maj 2012, foretages følgende ændring:";"567";"2006";"lodsloven";"lov"
"I sømandsloven, jf. lovbekendtgørelse nr. 742 af 18. juli 2005, som ændret bl.a. ved § 2 i lov nr. 493 af 12. maj 2010 og senest ved § 3 i lov nr. 622 af 14. juni 2011, foretages følgende ændring:";"742";"2005";"sømandsloven";"lovbekendtgørelse"
"I lov om Danmarks Statistik, jf. lovbekendtgørelse nr. 599 af 22. juni 2000, som ændret ved § 81 i lov nr. 431 af 6. juni 2005, § 155 i lov nr. 1336 af 19. december 2008, § 1 i lov nr. 1272 af 16. december 2009 og § 17 i lov nr. 579 af 1. juni 2010, foretages følgende ændringer:";"599";"2000";"lov om Danmarks Statistik";"lovbekendtgørelse"
"I årsregnskabsloven, jf. lovbekendtgørelse nr. 323 af 11. april 2011, som ændret ved § 1 i lov nr. 516 af 12. juni 2009, § 1 i lov nr. 341 af 27. april 2011, § 2 i lov nr. 477 af 30. maj 2012 og § 11 i lov nr. 546 af 18. juni 2012, foretages følgende ændringer:";"323";"2011";"årsregnskabsloven";"lovbekendtgørelse"
"I revisorloven, lov nr. 468 af 17. juni 2008, som ændret ved § 6 i lov nr. 133 af 24. februar 2009, § 3 i lov nr. 516 af 12. juni 2009 og § 24 i lov nr. 718 af 25. juni 2010, foretages følgende ændringer:";"468";"2008";"revisorloven";"lov"
"I lov om VækstFonden, jf. lovbekendtgørelse nr. 549 af 1. juli 2002, som ændret ved § 31 i lov nr. 451 af 7. juni 2001, § 12 i lov nr. 394 af 28. maj 2003, § 27 i lov nr. 1414 af 21. december 2005, lov nr. 525 af 7. juni 2006, § 9 i lov nr. 576 af 6. juni 2007, § 19 i lov nr. 462 af 12. juni 2009, § 9 i lov nr. 1272 af 16. december 2009, lov nr. 617 af 14. juni 2011 og lov nr. 479 af 30. maj 2012, foretages følgende ændringer:";"549";"2002";"lov om VækstFonden";"lovbekendtgørelse"
"I lov om indhentning af tilbud på visse offentlige og offentligt støttede kontrakter, jf. lovbekendtgørelse nr. 1410 af 7. december 2007, som ændret ved § 2 i lov nr. 618 af 14. juni 2011, foretages følgende ændringer:";"1410";"2007";"lov om indhentning af tilbud på visse offentlige og offentligt støttede kontrakter";"lovbekendtgørelse"
"I lov om erhvervsakademiuddannelser og professionsbacheloruddannelser, jf. lovbekendtgørelse nr. 882 af 8. august 2011, som ændret ved § 1 i lov nr. 1372 af 28. december 2011 og § 4 i lov nr. 1373 af 28. december 2011, foretages følgende ændringer:";"882";"2011";"lov om erhvervsakademiuddannelser og professionsbacheloruddannelser";"lovbekendtgørelse"
"I lov om professionshøjskoler for videregående uddannelser, jf. lovbekendtgørelse nr. 849 af 8. september 2009, som ændret ved § 8 i lov nr. 1373 af 28. december 2011, foretages følgende ændring:";"849";"2009";"lov om professionshøjskoler for videregående uddannelser";"lovbekendtgørelse"
"I lov om Danmarks Evalueringsinstitut, jf. lovbekendtgørelse nr. 1073 af 15. september 2010, foretages følgende ændringer:";"1073";"2010";"lov om Danmarks Evalueringsinstitut";"lovbekendtgørelse"
"I universitetsloven, jf. lovbekendtgørelse nr. 652 af 24. juni 2012, foretages følgende ændringer:";"652";"2012";"universitetsloven";"lovbekendtgørelse"
"I lov om professionshøjskoler for videregående uddannelser, jf. lovbekendtgørelse nr. 849 af 8. september 2009, som ændret ved § 8 i lov nr. 1373 af 28. december 2011, foretages følgende ændringer:";"849";"2009";"lov om professionshøjskoler for videregående uddannelser";"lovbekendtgørelse"
"I lov om erhvervsakademier for videregående uddannelser, jf. lovbekendtgørelse nr. 850 af 8. september 2009, som ændret ved § 7 i lov nr. 1373 af 28. december 2011, foretages følgende ændringer:";"850";"2009";"lov om erhvervsakademier for videregående uddannelser";"lovbekendtgørelse"
"I lov om videregående kunstneriske ud­dan­nelses­insti­tutio­ner, jf. lovbekendtgørelse nr. 868 af 26. august 2012, foretages følgende ændring:";"868";"2012";"lov om videregående kunstneriske ud­dan­nelses­insti­tutio­ner";"lovbekendtgørelse"
"I lov om maritime uddannelser, jf. lovbekendtgørelse nr. 207 af 4. marts 2011, som ændret ved § 1 i lov nr. 1373 af 28. december 2011 og § 2 i lov nr. 478 af 30. maj 2012, foretages følgende ændringer:";"207";"2011";"lov om maritime uddannelser";"lovbekendtgørelse"
"I lov om medie- og journalisthøjskolen, jf. lovbekendtgørelse nr. 851 af 8. september 2009, som ændret ved § 6 i lov nr. 1373 af 28. december 2011, foretages følgende ændringer:";"851";"2009";"lov om medie- og journalisthøjskolen";"lovbekendtgørelse"
"I lov om offentlige forskningsinstitutioners kommercielle aktiviteter og samarbejde med fonde, jf. lovbekendtgørelse nr. 696 af 22. juni 2011, foretages følgende ændringer:";"696";"2011";"lov om offentlige forskningsinstitutioners kommercielle aktiviteter og samarbejde med fonde";"lovbekendtgørelse"
"I lov om fødevarer, jf. lovbekendtgørelse nr. 820 af 1. juli 2011, foretages følgende ændringer:";"820";"2011";"lov om fødevarer";"lovbekendtgørelse"
"I lov om hold af dyr, jf. lovbekendtgørelse nr. 814 af 14. juli 2012, foretages følgende ændring:";"814";"2012";"lov om hold af dyr";"lovbekendtgørelse"
"I lov om journal over brug af plantebeskyttelsesmidler og eftersyn af udstyr til udbringning af plante­beskyt­telsesmidler i jordbruget, jf. lovbekendtgørelse nr. 19 af 8. januar 2010, foretages følgende ændringer:";"19";"2010";"lov om journal over brug af plantebeskyttelsesmidler og eftersyn af udstyr til udbringning af plante­beskyt­telsesmidler i jordbruget";"lovbekendtgørelse"
"I lov om landbrugsejendomme, jf. lovbekendtgørelse nr. 616 af 1. juni 2010, foretages følgende ændringer:";"616";"2010";"lov om landbrugsejendomme";"lovbekendtgørelse"
"I jordfordelingsloven, jf. lovbekendtgørelse nr. 1275 af 2. november 2010, foretages følgende ændringer:";"1275";"2010";"jordfordelingsloven";"lovbekendtgørelse"
"I færdselsloven, jf. lovbekendtgørelse nr. 1055 af 9. november 2012, som ændret senest ved § 1 i lov nr. 565 af 18. juni 2012, foretages følgende ændring:";"1055";"2012";"færdselsloven";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1008 af 24. oktober 2012, foretages følgende ændringer:";"1008";"2012";"retsplejeloven";"lovbekendtgørelse"
"I straffeloven, jf. lovbekendtgørelse nr. 1007 af 24. oktober 2012, foretages følgende ændring:";"1007";"2012";"straffeloven";"lovbekendtgørelse"
"I lov om kreditaftaler, jf. lovbekendtgørelse nr. 761 af 11. juni 2011, foretages følgende ændringer:";"761";"2011";"lov om kreditaftaler";"lovbekendtgørelse"
"I lov om renter ved forsinket betaling m.v., jf. lovbekendtgørelse nr. 743 af 4. september 2002, som ændret ved § 3 i lov nr. 554 af 24. juni 2005 og § 14 i lov nr. 523 af 6. juni 2007, foretages følgende ændringer:";"743";"2002";"lov om renter ved forsinket betaling m.v.";"lovbekendtgørelse"
"I lov om erstatningsansvar, jf. lovbekendtgørelse nr. 885 af 20. september 2005, som ændret ved § 6 i lov nr. 1545 af 20. december 2006, § 8 i lov nr. 523 af 6. juni 2007 og § 1 i lov nr. 610 af 14. juni 2011, foretages følgende ændring:";"885";"2005";"lov om erstatningsansvar";"lovbekendtgørelse"
"I lov om forsikringsaftaler, jf. lovbekendtgørelse nr. 999 af 5. oktober 2006, som ændret ved § 5 i lov nr. 539 af 8. juni 2006, § 1 i lov nr. 516 af 6. juni 2007, § 2 i lov nr. 523 af 6. juni 2007 og § 8 i lov nr. 718 af 25. juni 2010, foretages følgende ændring:";"999";"2006";"lov om forsikringsaftaler";"lovbekendtgørelse"
"I lov om udgivelsen af en Lovtidende og en Ministerialtidende, jf. lovbekendtgørelse nr. 608 af 24. juni 2008, foretages følgende ændringer:";"608";"2008";"lov om udgivelsen af en Lovtidende og en Ministerialtidende";"lovbekendtgørelse"
"I lov om hittegods, jf. lovbekendtgørelse nr. 733 af 9. juli 2009, foretages følgende ændringer:";"733";"2009";"lov om hittegods";"lovbekendtgørelse"
"I færdselsloven, jf. lovbekendtgørelse nr. 1055 af 9. november 2012, som ændret ved § 1 i lov nr. 716 af 25. juni 2010 og § 1 i lov nr. 565 af 18. juni 2012, foretages følgende ændringer:";"1055";"2012";"færdselsloven";"lovbekendtgørelse"
"I lov om fragtaftaler ved international vejtransport, jf. lovbekendtgørelse nr. 602 af 9. september 1986, foretages følgende ændringer:";"602";"1986";"lov om fragtaftaler ved international vejtransport";"lovbekendtgørelse"
"I lov om bygningsfredning og bevaring af bygninger og bymiljøer, jf. lovbekendtgørelse nr. 685 af 9. juni 2011, foretages følgende ændringer:";"685";"2011";"lov om bygningsfredning og bevaring af bygninger og bymiljøer";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret senest ved § 4 i lov nr. 580 af 18. juni 2012, foretages følgende ændring:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret bl.a. ved § 6 i lov nr. 553 af 1. juni 2011 og senest ved lov nr. 580 af 18. juni 2012, foretages følgende ændringer:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om ansættelse i stillinger i folkekirken m.v., jf. lovbekendtgørelse nr. 472 af 13. maj 2011, foretages følgende ændringer:";"472";"2011";"lov om ansættelse i stillinger i folkekirken m.v.";"lovbekendtgørelse"
"I lov om folkekirkens økonomi, jf. lovbekendtgørelse nr. 782 af 6. juli 2012, foretages følgende ændringer:";"782";"2012";"lov om folkekirkens økonomi";"lovbekendtgørelse"
"I lov om Det Centrale Personregister, jf. lovbekendtgørelse nr. 878 af 14. september 2009, som ændret ved § 35 i lov nr. 1536 af 21. december 2010, § 1 i lov nr. 558 af 18. juni 2012 og § 3 i lov nr. 600 af 18. juni 2012, foretages følgende ændringer:";"878";"2009";"lov om Det Centrale Personregister";"lovbekendtgørelse"
"I sundhedsloven, jf. lovbekendtgørelse nr. 913 af 13. juli 2010, som ændret bl.a. ved § 4 i lov nr. 558 af 18. juni 2012 og senest ved lov nr. 603 af 18. juni 2012, foretages følgende ændring:";"913";"2010";"sundhedsloven";"lovbekendtgørelse"
"I lov om kommunernes styrelse, jf. lovbekendtgørelse nr. 885 af 29. august 2012, foretages følgende ændringer:";"885";"2012";"lov om kommunernes styrelse";"lovbekendtgørelse"
"I regionsloven, jf. lovbekendtgørelse nr. 900 af 30. august 2012, foretages følgende ændringer:";"900";"2012";"regionsloven";"lovbekendtgørelse"
"I lov om valg til Folketinget, jf. lovbekendtgørelse nr. 107 af 8. februar 2011, som ændret ved lov nr. 251 af 21. marts 2012 og lov nr. 589 af 18. juni 2012, foretages følgende ændringer:";"107";"2011";"lov om valg til Folketinget";"lovbekendtgørelse"
"I lov om valg af danske medlemmer til Europa-Parlamentet, jf. lovbekendtgørelse nr. 106 af 8. februar 2011, foretages følgende ændringer:";"106";"2011";"lov om valg af danske medlemmer til Europa-Parlamentet";"lovbekendtgørelse"
"I lov om kommunale og regionale valg, jf. lovbekendtgørelse nr. 105 af 8. februar 2011, som ændret ved § 2 i lov nr. 571 af 18. juni 2012, foretages følgende ændringer:";"105";"2011";"lov om kommunale og regionale valg";"lovbekendtgørelse"
"I lov om kommunernes styrelse, jf. lovbekendtgørelse nr. 885 af 29. august 2012, foretages følgende ændring:";"885";"2012";"lov om kommunernes styrelse";"lovbekendtgørelse"
"I regionsloven, jf. lovbekendtgørelse nr. 900 af 30. august 2012, foretages følgende ændring:";"900";"2012";"regionsloven";"lovbekendtgørelse"
