#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret bl.a. ved § 1 i lov nr. 1490 af 23. december 2014, § 1 i lov nr. 308 af 28. marts 2015, § 1 i lov nr. 334 af 31. marts 2015, § 2 i lov nr. 532 af 29. april 2015, § 1 i lov nr. 1563 af 15. december 2015 og § 7 i lov nr. 631 af 8. juni 2016 og senest ved § 2 i lov nr. 632 af 8. juni 2016, foretages følgende ændringer:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om investeringsforeninger m.v., jf. lovbekendtgørelse nr. 1051 af 25. august 2015, som ændret ved § 8 i lov nr. 532 af 29. april 2015, § 2 i lov nr. 1563 af 15. december 2015, § 10 i lov nr. 262 af 16. marts 2016 og § 10 i lov nr. 631 af 8. juni 2016, foretages følgende ændringer:";"1051";"2015";"lov om investeringsforeninger m.v.";"lovbekendtgørelse"
"I lov om værdipapirhandel m.v., jf. lovbekendtgørelse nr. 1229 af 7. september 2016, som ændret ved § 2 i lov nr. 1490 af 23. december 2014 og § 1 i lov nr. 532 af 29. april 2015, foretages følgende ændringer:";"1229";"2016";"lov om værdipapirhandel m.v.";"lovbekendtgørelse"
"I lov om forvaltere af alternative investeringsfonde m.v., jf. lovbekendtgørelse nr. 1074 af 6. juli 2016, som ændret ved § 9 i lov nr. 262 af 16. marts 2016, foretages følgende ændringer:";"1074";"2016";"lov om forvaltere af alternative investeringsfonde m.v.";"lovbekendtgørelse"
"I lov om finansielle rådgivere og boligkreditformidlere, jf. lovbekendtgørelse nr. 1079 af 5. juli 2016, foretages følgende ændringer:";"1079";"2016";"lov om finansielle rådgivere og boligkreditformidlere";"lovbekendtgørelse"
"I lov om forsikringsformidling, jf. lovbekendtgørelse nr. 1065 af 22. august 2013, som ændret ved § 10 i lov nr. 268 af 25. marts 2014, § 11 i lov nr. 403 af 28. april 2014 og § 10 i lov nr. 532 af 29. april 2015, foretages følgende ændring:";"1065";"2013";"lov om forsikringsformidling";"lovbekendtgørelse"
"I lov om betalingstjenester og elektroniske penge, jf. lovbekendtgørelse nr. 613 af 24. april 2015, som ændret ved lov nr. 1410 af 4. december 2015 og § 27 i lov nr. 375 af 27. april 2016, foretages følgende ændring:";"613";"2015";"lov om betalingstjenester og elektroniske penge";"lovbekendtgørelse"
"I lov om tilsyn med firmapensionskasser, jf. lovbekendtgørelse nr. 953 af 14. august 2015, som ændret ved § 8 i lov nr. 262 af 16. marts 2016, § 8 i lov nr. 631 af 8. juni 2016 og § 2 i lov nr. 638 af 8. juni 2016, foretages følgende ændringer:";"953";"2015";"lov om tilsyn med firmapensionskasser";"lovbekendtgørelse"
"I lov om ejendomskreditselskaber, jf. lovbekendtgørelse nr. 1078 af 5. juli 2016, foretages følgende ændring:";"1078";"2016";"lov om ejendomskreditselskaber";"lovbekendtgørelse"
"I lov om Arbejdsmarkedets Tillægspension, jf. lovbekendtgørelse nr. 1110 af 10. oktober 2014, som ændret ved § 9 i lov nr. 1490 af 23. december 2014, § 1 i lov nr. 1569 af 15. december 2015, § 11 i lov nr. 395 af 2. maj 2016 og § 3 i lov nr. 626 af 8. juni 2016, foretages følgende ændring:";"1110";"2014";"lov om Arbejdsmarkedets Tillægspension";"lovbekendtgørelse"
"I lov om arbejdsskadesikring, jf. lovbekendtgørelse nr. 278 af 14. marts 2013, som ændret bl.a. ved § 5 i lov nr. 639 af 12. juni 2013 og § 16 i lov nr. 268 af 25. marts 2014 og senest ved § 1 i lov nr. 395 af 2. maj 2016, foretages følgende ændring:";"278";"2013";"lov om arbejdsskadesikring";"lovbekendtgørelse"
"I lov om Lønmodtagernes Dyrtidsfond, jf. lovbekendtgørelse nr. 1109 af 9. oktober 2014, som ændret ved § 7 i lov nr. 1490 af 23. december 2014, § 3 i lov nr. 1531 af 27. december 2014, § 2 i lov nr. 1569 af 15. december 2015 og § 12 i lov nr. 395 af 2. maj 2016, foretages følgende ændring:";"1109";"2014";"lov om Lønmodtagernes Dyrtidsfond";"lovbekendtgørelse"
"I revisorloven, jf. lovbekendtgørelse nr. 1167 af 9. september 2016, foretages følgende ændringer:";"1167";"2016";"revisorloven";"lovbekendtgørelse"
"I lov om Vækstfonden, jf. lovbekendtgørelse nr. 549 af 1. juli 2002, som ændret senest ved § 11 i lov nr. 532 af 29. april 2015, foretages følgende ændring:";"549";"2002";"lov om Vækstfonden";"lovbekendtgørelse"
"I lov om leje af erhvervslokaler m.v., jf. lovbekendtgørelse nr. 1714 af 16. december 2010, som ændret ved § 3 i lov nr. 270 af 19. marts 2013, § 5 i lov nr. 439 af 6. maj 2014 og lov nr. 269 af 25. marts 2015, foretages følgende ændringer:";"1714";"2010";"lov om leje af erhvervslokaler m.v.";"lovbekendtgørelse"
"I lov om tjenestemænd, jf. lovbekendtgørelse nr. 488 af 6. maj 2010, som ændret ved § 4 i lov nr. 1365 af 28. december 2011 og § 16 i lov nr. 628 af 8. juni 2016, foretages følgende ændring:";"488";"2010";"lov om tjenestemænd";"lovbekendtgørelse"
"I lov om tjenestemandspension, jf. lovbekendtgørelse nr. 489 af 6. maj 2010, som ændret ved § 3 i lov nr. 1365 af 28. december 2011, § 1 i lov nr. 1371 af 28. december 2011 og § 11 i lov nr. 628 af 8. juni 2016, foretages følgende ændringer:";"489";"2010";"lov om tjenestemandspension";"lovbekendtgørelse"
"I lov om hjemmeværnet, jf. lovbekendtgørelse nr. 198 af 9. februar 2007, foretages følgende ændring:";"198";"2007";"lov om hjemmeværnet";"lovbekendtgørelse"
"I folkeoplysningsloven, jf. lovbekendtgørelse nr. 854 af 11. juli 2011, som ændret ved § 2 i lov nr. 444 af 23. maj 2012, § 8 i lov nr. 310 af 29. marts 2014 og § 3 i lov nr. 552 af 2. juni 2014, foretages følgende ændringer:";"854";"2011";"folkeoplysningsloven";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1162 af 1. september 2016, foretages følgende ændringer:";"1162";"2016";"ligningsloven";"lovbekendtgørelse"
"I chokoladeafgiftsloven, jf. lovbekendtgørelse nr. 1163 af 5. september 2016, foretages følgende ændring:";"1163";"2016";"chokoladeafgiftsloven";"lovbekendtgørelse"
"I spiritusafgiftsloven, jf. lovbekendtgørelse nr. 82 af 21. januar 2016, som ændret ved § 2 i lov nr. 947 af 20. december 1999, foretages følgende ændring:";"82";"2016";"spiritusafgiftsloven";"lovbekendtgørelse"
"I tobaksafgiftsloven, jf. lovbekendtgørelse nr. 379 af 1. april 2014, som ændret ved § 9 i lov nr. 1174 af 5. november 2014, § 28 i lov nr. 1532 af 27. december 2014 og § 13 i lov nr. 1888 af 29. december 2015, foretages følgende ændring:";"379";"2014";"tobaksafgiftsloven";"lovbekendtgørelse"
"I kildeskatteloven, jf. lovbekendtgørelse nr. 117 af 29. januar 2016, som ændret ved § 3 i lov nr. 1884 af 29. december 2015, § 2 i lov nr. 428 af 18. maj 2016 og § 8 i lov nr. 652 af 8. juni 2016, foretages følgende ændringer:";"117";"2016";"kildeskatteloven";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1162 af 1. september 2016, foretages følgende ændringer:";"1162";"2016";"ligningsloven";"lovbekendtgørelse"
"I pensionsbeskatningsloven, jf. lovbekendtgørelse nr. 1088 af 3. september 2015, som ændret ved § 4 i lov nr. 1883 af 29. december 2015, § 5 i lov nr. 1884 af 29. december 2015 og § 9 i lov nr. 1888 af 29. december 2015, foretages følgende ændring:";"1088";"2015";"pensionsbeskatningsloven";"lovbekendtgørelse"
"I skattekontrolloven, jf. lovbekendtgørelse nr. 1264 af 31. oktober 2013, som ændret bl.a. ved § 8 i lov nr. 118 af 7. februar 2012 og § 1 i lov nr. 1884 af 29. december 2015 og senest ved § 10 i lov nr. 624 af 8. juni 2016, foretages følgende ændringer:";"1264";"2013";"skattekontrolloven";"lovbekendtgørelse"
"I lov om lån til betaling af ejendomsskatter, jf. lovbekendtgørelse nr. 1112 af 30. august 2013, foretages følgende ændringer:";"1112";"2013";"lov om lån til betaling af ejendomsskatter";"lovbekendtgørelse"
"I lov om afgift af elektricitet, jf. lovbekendtgørelse nr. 1165 af 1. september 2016, som ændret senest ved § 1 i lov nr. 578 af 4. maj 2015, foretages følgende ændring:";"1165";"2016";"lov om afgift af elektricitet";"lovbekendtgørelse"
"I fusionsskatteloven, jf. lovbekendtgørelse nr. 1017 af 24. august 2015, som ændret ved § 5 i lov nr. 652 af 8. juni 2016, foretages følgende ændringer:";"1017";"2015";"fusionsskatteloven";"lovbekendtgørelse"
"I selskabsskatteloven, jf. lovbekendtgørelse nr. 1164 af 6. september 2016, foretages følgende ændringer:";"1164";"2016";"selskabsskatteloven";"lovbekendtgørelse"
"I lov om kuldioxidafgift af visse energiprodukter, jf. lovbekendtgørelse nr. 321 af 4. april 2011, som ændret bl.a. ved § 5 i lov nr. 1564 af 21. december 2010 og § 2 i lov nr. 903 af 4. juli 2013 og senest ved § 3 i lov nr. 1893 af 29. december 2015, foretages følgende ændringer:";"321";"2011";"lov om kuldioxidafgift af visse energiprodukter";"lovbekendtgørelse"
"I lov om afgift af elektricitet, jf. lovbekendtgørelse nr. 1165 af 1. september 2016, som ændret ved § 1 i lov nr. 722 af 25. juni 2010, § 1 i lov nr. 1564 af 21. december 2010, § 3 i lov nr. 903 af 4. juli 2013 og § 1 i lov nr. 578 af 4. maj 2015, foretages følgende ændringer:";"1165";"2016";"lov om afgift af elektricitet";"lovbekendtgørelse"
"I lov om afgift af naturgas og bygas m.v., jf. lovbekendtgørelse nr. 312 af 1. april 2011, som ændret bl.a. ved § 2 i lov nr. 1564 af 21. december 2010 og § 2 i lov nr. 555 af 2. juni 2014 og senest ved § 12 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"312";"2011";"lov om afgift af naturgas og bygas m.v.";"lovbekendtgørelse"
"I lov om afgift af kvælstofoxider, jf. lovbekendtgørelse nr. 1072 af 26. august 2013, som ændret ved § 1 i lov nr. 1385 af 28. december 2011, § 6 i lov nr. 555 af 2. juni 2014, § 16 i lov nr. 1532 af 27. december 2014 og § 1 i lov nr. 1893 af 29. december 2015, foretages følgende ændringer:";"1072";"2013";"lov om afgift af kvælstofoxider";"lovbekendtgørelse"
"I lov om afgift af lønsum m.v., jf. lovbekendtgørelse nr. 1079 af 31. august 2013, som ændret ved § 8 i lov nr. 792 af 28. juni 2013, § 10 i lov nr. 1539 af 27. december 2014 og § 17 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"1079";"2013";"lov om afgift af lønsum m.v.";"lovbekendtgørelse"
"I lov om energiafgift af mineralolieprodukter m.v., jf. lovbekendtgørelse nr. 1118 af 26. september 2014, som ændret bl.a. ved § 4 i lov nr. 1564 af 21. december 2010 og senest ved § 5 i lov nr. 1893 af 29. december 2015, foretages følgende ændringer:";"1118";"2014";"lov om energiafgift af mineralolieprodukter m.v.";"lovbekendtgørelse"
"I lov om afgift af spildevand, jf. lovbekendtgørelse nr. 1323 af 11. november 2016, foretages følgende ændring:";"1323";"2016";"lov om afgift af spildevand";"lovbekendtgørelse"
"I lov om afgift af svovl, jf. lovbekendtgørelse nr. 335 af 18. marts 2015, som ændret ved § 8 i lov nr. 1893 af 29. december 2015, foretages følgende ændring:";"335";"2015";"lov om afgift af svovl";"lovbekendtgørelse"
"I lov om registrering af køretøjer, jf. lovbekendtgørelse nr. 16 af 9. januar 2013, som ændret ved lov nr. 1872 af 29. december 2015, § 4 i lov nr. 1888 af 29. december 2015 og § 3 i lov nr. 650 af 8. juni 2016, foretages følgende ændringer:";"16";"2013";"lov om registrering af køretøjer";"lovbekendtgørelse"
"I lov om vægtafgift af motorkøretøjer m.v., jf. lovbekendtgørelse nr. 185 af 18. februar 2014, som ændret ved § 2 i lov nr. 745 af 25. juni 2014, § 3 i lov nr. 1503 af 23. december 2014, § 30 i lov nr. 1532 af 27. december 2014, § 6 i lov nr. 540 af 29. april 2015 og § 3 i lov nr. 1889 af 29. december 2015, foretages følgende ændring:";"185";"2014";"lov om vægtafgift af motorkøretøjer m.v.";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1103 af 15. august 2016, som ændret ved § 45 i lov nr. 628 af 8. juni 2016, foretages følgende ændringer:";"1103";"2016";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om leje af almene boliger, jf. lovbekendtgørelse nr. 228 af 9. marts 2016, som ændret ved § 3 i lov nr. 643 af 8. juni 2016, § 2 i lov nr. 662 af 8. juni 2016 og § 4 i lov nr. 665 af 8. juni 2016, foretages følgende ændring:";"228";"2016";"lov om leje af almene boliger";"lovbekendtgørelse"
"I lov om friplejeboliger, jf. lovbekendtgørelse nr. 1058 af 31. august 2015, som ændret ved § 2 i lov nr. 299 af 22. marts 2016, § 6 i lov nr. 380 af 27. april 2016 og § 52 i lov nr. 628 af 8. juni 2016, foretages følgende ændring:";"1058";"2015";"lov om friplejeboliger";"lovbekendtgørelse"
"I postloven, lov nr. 1536 af 21. december 2010, som ændret ved lov nr. 172 af 26. februar 2014 og § 46 i lov nr. 524 af 29. april 2015, foretages følgende ændringer:";"1536";"2010";"postloven";"lov"
"I udlændingeloven, jf. lovbekendtgørelse nr. 412 af 9. maj 2016, som ændret senest ved § 10 i lov nr. 665 af 8. juni 2016, foretages følgende ændringer:";"412";"2016";"udlændingeloven";"lovbekendtgørelse"
"I lov om dansk indfødsret, jf. lovbekendtgørelse nr. 422 af 7. juni 2004, som ændret bl.a. ved lov nr. 730 af 25. juni 2014 og senest ved lov nr. 110 af 8. februar 2016, foretages følgende ændringer:";"422";"2004";"lov om dansk indfødsret";"lovbekendtgørelse"
"I lov om friskoler og private grundskoler m.v., jf. lovbekendtgørelse nr. 1075 af 8. juli 2016, foretages følgende ændringer:";"1075";"2016";"lov om friskoler og private grundskoler m.v.";"lovbekendtgørelse"
"I lov om efterskoler og frie fagskoler, jf. lovbekendtgørelse nr. 1076 af 8. juli 2016, foretages følgende ændringer:";"1076";"2016";"lov om efterskoler og frie fagskoler";"lovbekendtgørelse"
"I lov om Det Centrale Personregister, jf. lovbekendtgørelse nr. 5 af 9. januar 2013, som ændret bl.a. ved § 1 i lov nr. 622 af 12. juni 2013, lov nr. 311 af 29. marts 2014 og § 15 i lov nr. 552 af 2. juni 2014 og senest ved § 12 i lov nr. 742 af 1. juni 2015, foretages følgende ændringer:";"5";"2013";"lov om Det Centrale Personregister";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 1529 af 23. november 2015, som ændret senest ved § 25 i lov nr. 615 af 8. juni 2016, foretages følgende ændringer:";"1529";"2015";"lov om planlægning";"lovbekendtgørelse"
"I lov om sommerhuse og campering m.v., jf. lovbekendtgørelse nr. 949 af 3. juli 2013, som ændret ved § 21 i lov nr. 86 af 28. januar 2014, foretages følgende ændringer:";"949";"2013";"lov om sommerhuse og campering m.v.";"lovbekendtgørelse"
"I lov om kolonihaver, jf. lovbekendtgørelse nr. 790 af 21. juni 2007, som ændret senest ved § 20 i lov nr. 86 af 28. januar 2014, foretages følgende ændringer:";"790";"2007";"lov om kolonihaver";"lovbekendtgørelse"
"I lov om etablering og fælles udnyttelse af master til radiokommunikationsformål m.v., jf. lovbekendtgørelse nr. 681 af 23. juni 2004, som ændret ved § 35 i lov nr. 542 af 24. juni 2005, § 26 i lov nr. 484 af 11. maj 2010 og § 26 i lov nr. 1231 af 18. december 2012, foretages følgende ændring:";"681";"2004";"lov om etablering og fælles udnyttelse af master til radiokommunikationsformål m.v.";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1255 af 16. november 2015, som ændret ved § 10 i lov nr. 1741 af 22. december 2015 og § 1 i lov nr. 1867 af 29. december 2015, foretages følgende ændringer:";"1255";"2015";"retsplejeloven";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 1270 af 24. oktober 2016, som ændret ved § 1 i lov nr. 647 af 8. juni 2016, § 1 i lov nr. 1543 af 13. december 2016 og § 2 i lov nr. 1544 af 13. december 2016, foretages følgende ændringer:";"1270";"2016";"lov om social service";"lovbekendtgørelse"
"I skatteforvaltningsloven, jf. lovbekendtgørelse nr. 1267 af 12. november 2015, foretages følgende ændringer:";"1267";"2015";"skatteforvaltningsloven";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1162 af 1. september 2016, som ændret ved § 2 i lov nr. 1553 af 13. december 2016 og § 5 i lov nr. 1554 af 13. december 2016, foretages følgende ændring:";"1162";"2016";"ligningsloven";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1255 af 16. november 2015, som ændret ved § 10 i lov nr. 1741 af 22. december 2015 og § 1 i lov nr. 1867 af 29. december 2015, foretages følgende ændringer:";"1255";"2015";"retsplejeloven";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1255 af 16. november 2015, som ændret ved § 10 i lov nr. 1741 af 22. december 2015 og § 1 i lov nr. 1867 af 29. december 2015, foretages følgende ændring:";"1255";"2015";"retsplejeloven";"lovbekendtgørelse"
