#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov nr. 314 af 28. april 2009 om ændring af lov om social service (Markedsføring af leverandører af samt servicebevis til personlig og praktisk hjælp) foretages følgende ændring:";"314";"2009";"Lov om ændring af lov om social service (Markedsføring af leverandører af samt servicebevis til personlig og praktisk hjælp)";"lov"
"I lov nr. 204 af 24. maj 1972 om valgmenigheder foretages følgende ændringer:";"204";"1972";"Lov om valgmenigheder";"lov"
"I lov nr. 1046 af 17. december 2002 om medicinsk udstyr, som ændret ved § 109 i lov nr. 1180 af 12. december 2005 og § 2 i lov nr. 464 af 18. maj 2011, foretages følgende ændringer:";"1046";"2002";"Lov om medicinsk udstyr";"lov"
"I lov nr. 326 af 6. maj 2003 om markedsføring af sundhedsydelser foretages følgende ændringer:";"326";"2003";"Lov om markedsføring af sundhedsydelser";"lov"
"I lov nr. 219 af 14. april 1999 om virksomhedsansvarlige læger, som ændret ved § 15 i lov nr. 69 af 4. februar 2004 og § 5 i lov nr. 706 af 25. juni 2010, foretages følgende ændringer:";"219";"1999";"Lov om virksomhedsansvarlige læger";"lov"
"I lov nr. 1438 af 22. december 2004 om fremme af dopingfri idræt, som ændret ved lov nr. 430 af 29. maj 2008 og § 19 i lov nr. 1531 af 21. december 2010, foretages følgende ændring:";"1438";"2004";"Lov om fremme af dopingfri idræt";"lov"
"I lov nr. 112 af 3. februar 2012 om tilhold, opholdsforbud og bortvisning foretages følgende ændringer:";"112";"2012";"Lov om tilhold, opholdsforbud og bortvisning";"lov"
"I lov nr. 106 af 26. februar 2008 om Arbejdsretten og faglige voldgiftsretter, som ændret ved lov nr. 343 af 17. april 2012, foretages følgende ændring:";"106";"2008";"Lov om Arbejdsretten og faglige voldgiftsretter";"lov"
"I lov nr. 286 af 24. april 1996 om brug af helbredsoplysninger m.v. på arbejdsmarkedet foretages følgende ændring:";"286";"1996";"Lov om brug af helbredsoplysninger m.v. på arbejdsmarkedet";"lov"
"I lov nr. 473 af 30. maj 2012 om en 2-årig forsøgsordning om jobpræmie til kontanthjælpsmodtagere med langvarig ledighed m.v., som ændret ved § 10 i lov nr. 1380 af 23. december 2012, foretages følgende ændring:";"473";"2012";"Lov om en 2-årig forsøgsordning om jobpræmie til kontanthjælpsmodtagere med langvarig ledighed m.v.";"lov"
"I lov nr. 1374 af 23. december 2012 om uddannelsesordning for ledige, som har opbrugt deres dagpengeret, foretages følgende ændring:";"1374";"2012";"Lov om uddannelsesordning for ledige, som har opbrugt deres dagpengeret,";"lov"
"I lov nr. 1543 af 20. december 2006 om seniorjob, som ændret bl.a. ved § 4 i lov nr. 483 af 12. juni 2009 og senest ved § 1 i lov nr. 1379 af 23. december 2012, foretages følgende ændringer:";"1543";"2006";"Lov om seniorjob, som ændret bl.a. ved § 4 i lov nr. 483 af 12. juni 2009 og senest ved § 1 i lov nr. 1379 af 23. december 2012,";"lov"
"I lov nr. 324 af 11. april 2012 om Udbetaling Danmark foretages følgende ændringer:";"324";"2012";"Lov om Udbetaling Danmark";"lov"
"I lov nr. 218 af 5. marts 2013 om ændring af lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om social pension og lov om individuel boligstøtte (Frivillig overgang til førtidspension efter lov om social pension) foretages følgende ændring:";"218";"2013";"Lov om ændring af lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om social pension og lov om individuel boligstøtte (Frivillig overgang til førtidspension efter lov om social pension)";"lov"
"I lov nr. 492 af 12. maj 2010 om håndhævelse af udbudsreglerne m.v., som ændret ved § 13 i lov nr. 1556 af 21. december 2010, § 1 i lov nr. 618 af 14. juni 2011 og § 31 i lov nr. 1231 af 18. december 2012, foretages følgende ændringer:";"492";"2010";"Lov om håndhævelse af udbudsreglerne m.v.";"lov"
"I lov nr. 28 af 29. januar 1964 om en investeringsfond for Færøerne m.v., som ændret ved lov nr. 217 af 27. maj 1970, lov nr. 153 af 31. marts 1976, § 1 i lov nr. 566 af 16. november 1977 og lov nr. 350 af 18. april 2007, foretages følgende ændring:";"28";"1964";"Lov om en investeringsfond for Færøerne m.v.";"lov"
"I lov nr. 438 af 10. juni 2003 om TV 2/DANMARK A/S foretages følgende ændring:";"438";"2003";"Lov om TV 2/DANMARK A/S";"lov"
"I lov nr. 1563 af 20. december 2006 om Bruxelles I-forordningen m.v. foretages følgende ændringer:";"1563";"2006";"Lov om Bruxelles I-forordningen m.v.";"lov"
"I lov nr. 552 af 6. juni 2007 om en Cityring foretages følgende ændringer:";"552";"2007";"Lov om en Cityring";"lov"
"I lov nr. 551 af 6. juni 2007 om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S, som ændret ved § 1 i lov nr. 632 af 14. juni 2011, foretages følgende ændring:";"551";"2007";"Lov om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S";"lov"
"I lov nr. 173 af 19. marts 2001 om udendørs hold af svin, som ændret ved § 1 i lov nr. 1562 af 20. december 2006, lov nr. 496 af 12. juni 2009, § 6 i lov nr. 500 af 12. juni 2009, lov nr. 649 af 15. juni 2010 og lov nr. 561 af 18. juni 2012, foretages følgende ændringer:";"173";"2001";"Lov om udendørs hold af svin";"lov"
"I lov nr. 564 af 6. juni 2007 om ungdomsuddannelse for unge med særlige behov, som ændret ved lov nr. 468 af 29. maj 2012, foretages følgende ændringer:";"564";"2007";"Lov om ungdomsuddannelse for unge med særlige behov";"lov"
"I lov nr. 493 af 12. maj 2010 om ændring af lov om sikkerhed til søs, sømandsloven og forskellige andre love og om ophævelse lov om forhyring af skibsmandskab (Gennemførelse af konventionen om søfarendes arbejdsforhold, modernisering af bestemmelser om tilsyn, forbud mod spiritussejlads i grønlandsk farvand m.v.), som ændret ved § 4 i lov nr. 251 af 30. marts 2011 og § 4 i lov nr. 478 af 30. maj 2012, foretages følgende ændring:";"493";"2010";"Lov om ændring af lov om sikkerhed til søs, sømandsloven og forskellige andre love og om ophævelse lov om forhyring af skibsmandskab (Gennemførelse af konventionen om søfarendes arbejdsforhold, modernisering af bestemmelser om tilsyn, forbud mod spiritussejlads i grønlandsk farvand m.v.)";"lov"
"I lov nr. 251 af 30. marts 2011 om ændring af søloven, lov om sikkerhed til søs og sømandsloven (Pligt til forsikring for søretlige krav, gennemførelse af konventionen om arbejdsforhold i fiskerisektoren m.v.), som ændret ved § 3 i lov nr. 249 af 21. marts 2012, foretages følgende ændring:";"251";"2011";"Lov om ændring af søloven, lov om sikkerhed til søs og sømandsloven (Pligt til forsikring for søretlige krav, gennemførelse af konventionen om arbejdsforhold i fiskerisektoren m.v.)";"lov"
"I lov nr. 1384 af 23. december 2012 om ændring af søloven, lov om tillæg til strandingsloven af 10. april 1895, lov om skibes besætning og forskellige andre love samt ophævelse af lov om registreringsafgift for fritidsfartøjer (Gennemførelse af vragfjernelseskonventionen, tilpasninger som følge af passagerrettighedsforordningen, gebyr for sønærings- og kvalifikationsbeviser, indførelse af en årlig afgift for skibe optaget i skibsregistrene og sanktionering af skibsførerens forpligtigelse til at redde de ombordværende m.v.) foretages følgende ændring:";"1384";"2012";"Lov om ændring af søloven, lov om tillæg til strandingsloven af 10. april 1895, lov om skibes besætning og forskellige andre love samt ophævelse af lov om registreringsafgift for fritidsfartøjer (Gennemførelse af vragfjernelseskonventionen, tilpasninger som følge af passagerrettighedsforordningen, gebyr for sønærings- og kvalifikationsbeviser, indførelse af en årlig afgift for skibe optaget i skibsregistrene og sanktionering af skibsførerens forpligtigelse til at redde de ombordværende m.v.)";"lov"
"I lov nr. 599 af 24. juni 2005 om ændring af søloven (Ansvar for forureningsskade forvoldt af bunkerolie og ansvar for skade opstået i forbindelse med søtransport af farlige og forurenende stoffer) foretages følgende ændring:";"599";"2005";"Lov om ændring af søloven (Ansvar for forureningsskade forvoldt af bunkerolie og ansvar for skade opstået i forbindelse med søtransport af farlige og forurenende stoffer)";"lov"
"I lov nr. 419 af 31. maj 2000 om Statstidende foretages følgende ændring:";"419";"2000";"Lov om Statstidende";"lov"
"I lov nr. 122 af 27. februar 2001 om forsvarets formål, opgaver og organisation m.v., som ændret ved lov nr. 568 af 9. juni 2006, foretages følgende ændring:";"122";"2001";"Lov om forsvarets formål, opgaver og organisation m.v.";"lov"
"I lov nr. 122 af 27. februar 2001 om forsvarets formål, opgaver og organisation m.v., som ændret ved lov nr. 568 af 9. juni 2006, foretages følgende ændring:";"122";"2001";"Lov om forsvarets formål, opgaver og organisation m.v.";"lov"
"I lov nr. 565 af 18. juni 2012 om ændring af færdselsloven og lov om ungdomsskoler (Aldersgrænsen for førere af lille knallert) foretages følgende ændringer:";"565";"2012";"Lov om ændring af færdselsloven og lov om ungdomsskoler (Aldersgrænsen for førere af lille knallert)";"lov"
"I lov nr. 1180 af 12. december 2005 om lægemidler, som ændret senest ved § 1 i lov nr. 1258 af 18. december 2012, foretages følgende ændring:";"1180";"2005";"Lov om lægemidler, som ændret senest ved § 1 i lov nr. 1258 af 18. december 2012,";"lov"
"I lov nr. 378 af 6. juli 1988 om etablering af et udvalg om forsvarets og politiets efterretningstjenester foretages følgende ændringer:";"378";"1988";"Lov om etablering af et udvalg om forsvarets og politiets efterretningstjenester";"lov"
"I lov nr. 112 af 3. februar 2012 om tilhold, opholdsforbud og bortvisning, som ændret ved § 3 i lov nr. 434 af 1. maj 2013, foretages følgende ændring:";"112";"2012";"Lov om tilhold, opholdsforbud og bortvisning";"lov"
"I lov nr. 378 af 6. juni 2002 om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige (Gennemførelse af FN-konventionen til bekæmpelse af finansiering af terrorisme, gennemførelse af FN’s Sikkerhedsråds resolu­tion nr. 1373 (2001) samt øvrige initiativer til bekæmpelse af terrorisme m.v.), som ændret ved § 7 i lov nr. 542 af 8. juni 2006, lov nr. 650 af 15. juni 2010 og lov nr. 573 af 18. juni 2012, foretages følgende ændring:";"378";"2002";"Lov om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige (Gennemførelse af FN-konventionen til bekæmpelse af finansiering af terrorisme, gennemførelse af FN’s Sikkerhedsråds resolu­tion nr. 1373 (2001) samt øvrige initiativer til bekæmpelse af terrorisme m.v.)";"lov"
"I lov nr. 307 af 30. april 2008 om sikkerhed ved bestemte idrætsbegivenheder foretages følgende ændringer:";"307";"2008";"Lov om sikkerhed ved bestemte idrætsbegivenheder";"lov"
"I lov nr. 307 af 30. april 2008 om sikkerhed ved bestemte idrætsbegivenheder, som ændres ved det af Folketinget den 3. juni 2013 vedtagne forslag til lov om ændring af lov om sikkerhed ved bestemte idrætsbegivenheder (Forstærket indsats mod uroligheder i forbindelse med fodboldkampe), foretages følgende ændringer:";"307";"2008";"Lov om sikkerhed ved bestemte idrætsbegivenheder, som ændres ved det af Folketinget den 3. juni 2013 vedtagne forslag til lov om ændring af lov om sikkerhed ved bestemte idrætsbegivenheder (Forstærket indsats mod uroligheder i forbindelse med fodboldkampe),";"lov"
"I lov nr. 429 af 31. maj 2000 om behandling af personoplysninger, som ændret senest ved § 1 i lov nr. 1245 af 18. december 2012, foretages følgende ændring:";"429";"2000";"Lov om behandling af personoplysninger, som ændret senest ved § 1 i lov nr. 1245 af 18. december 2012,";"lov"
"I lov nr. 442 af 9. juni 2004 om retssikkerhed ved forvaltningens anvendelse af tvangsindgreb og oplysningspligter, som ændret ved lov nr. 525 af 6. juni 2007, foretages følgende ændringer:";"442";"2004";"Lov om retssikkerhed ved forvaltningens anvendelse af tvangsindgreb og oplysningspligter";"lov"
"I lov nr. 539 af 24. juni 2005 om visse proceduremæssige spørgsmål i forbindelse med kommunalreformen foretages følgende ændring:";"539";"2005";"Lov om visse proceduremæssige spørgsmål i forbindelse med kommunalreformen";"lov"
"I lov nr. 544 af 24. juni 2005 om kommunale borgerservicecentre, som ændret ved lov nr. 389 af 25. maj 2009, foretages følgende ændring:";"544";"2005";"Lov om kommunale borgerservicecentre";"lov"
"I lov nr. 429 af 6. juni 2005 om opkrævning og inddrivelse af visse fordringer, som ændret senest ved § 112 i lov nr. 1336 af 19. december 2008, foretages følgende ændring:";"429";"2005";"Lov om opkrævning og inddrivelse af visse fordringer, som ændret senest ved § 112 i lov nr. 1336 af 19. december 2008,";"lov"
"I lov nr. 697 af 25. juni 2010 om pantebrevsselskaber, som ændret ved § 42 i lov nr. 1231 af 18. december 2012 og § 13 i lov nr. 1287 af 19. december 2012, foretages følgende ændring:";"697";"2010";"Lov om pantebrevsselskaber";"lov"
"I lov nr. 575 af 18. juni 2012 om ændring af lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Fremme af konkurrencen på elmarkedet m.v.) foretages følgende ændringer:";"575";"2012";"Lov om ændring af lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Fremme af konkurrencen på elmarkedet m.v.)";"lov"
"I lov nr. 576 af 18. juni 2012 om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Støtte til vindmøller på land, biogas og eksisterende industrielle kraftvarmeværker samt forlængelse af puljen til nye VE-teknologier m.v.), som ændret ved § 5 i lov nr. 1390 af 23. december 2012, foretages følgende ændringer:";"576";"2012";"Lov om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Støtte til vindmøller på land, biogas og eksisterende industrielle kraftvarmeværker samt forlængelse af puljen til nye VE-teknologier m.v.)";"lov"
"I lov nr. 1390 af 23. december 2012 om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om afgift af elektricitet og ligningsloven (Støtte til solcelleanlæg og øvrige små vedvarende energi-anlæg m.v.) foretages følgende ændringer:";"1390";"2012";"Lov om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om afgift af elektricitet og ligningsloven (Støtte til solcelleanlæg og øvrige små vedvarende energi-anlæg m.v.)";"lov"
"I lov nr. 542 af 24. juni 2005 om regional statsforvaltning, som ændret ved § 3 i lov nr. 536 af 8. juni 2006, foretages følgende ændringer:";"542";"2005";"Lov om regional statsforvaltning";"lov"
"I lov nr. 550 af 18. juni 2012 om frikommuner, som ændret ved § 1 i lov nr. 1289 af 19. december 2012 og § 14 i lov nr. 1380 af 23. december 2012, foretages følgende ændringer:";"550";"2012";"Lov om frikommuner";"lov"
"I lov nr. 1333 af 19. december 2008 om inddrivelse af gæld til det offentlige, som ændret ved § 2 i lov nr. 252 af 30. marts 2011, § 21 i lov nr. 551 af 18. juni 2012 og § 2 i lov nr. 593 af 18. juni 2012, foretages følgende ændringer:";"1333";"2008";"Lov om inddrivelse af gæld til det offentlige";"lov"
"I lov nr. 1504 af 27. december 2009 om offentligt hasardspil i turneringsform, som ændret ved § 12 i lov nr. 718 af 25. juni 2010, § 70 i lov nr. 848 af 1. juli 2010 og § 10 i lov nr. 277 af 27. marts 2012, foretages følgende ændring:";"1504";"2009";"Lov om offentligt hasardspil i turneringsform";"lov"
"I lov nr. 848 af 1. juli 2010 om spil, som ændret ved § 51 i lov nr. 223 af 22. marts 2011 og § 9 i lov nr. 277 af 27. marts 2012, foretages følgende ændringer:";"848";"2010";"Lov om spil";"lov"
"I lov nr. 516 af 7. juni 2006 om ændring af lov om opkrævning og inddrivelse af visse fordringer og forskellige andre love (Ét fælles inddrivelsessystem m.v.), som ændret ved § 124 i lov nr. 1336 af 19. december 2008, foretages følgende ændring:";"516";"2006";"Lov om ændring af lov om opkrævning og inddrivelse af visse fordringer og forskellige andre love (Ét fælles inddrivelsessystem m.v.)";"lov"
"I lov nr. 1336 af 19. december 2008 om ændring af kildeskatteloven, opkrævningsloven, udpantningsloven og forskellige andre love (Konsekvensændringer som følge af lov om inddrivelse af gæld til det offentlige) foretages følgende ændring:";"1336";"2008";"Lov om ændring af kildeskatteloven, opkrævningsloven, udpantningsloven og forskellige andre love (Konsekvensændringer som følge af lov om inddrivelse af gæld til det offentlige)";"lov"
"I lov nr. 495 af 21. maj 2013 om ændring af lov om social service og lov om retssikkerhed og administration på det sociale område (Kriminalpræventive sociale indsatser) foretages følgende ændringer:";"495";"2013";"Lov om ændring af lov om social service og lov om retssikkerhed og administration på det sociale område (Kriminalpræventive sociale indsatser)";"lov"
"I lov nr. 273 af 1. april 2006 om krav til kvalitet og sikkerhed ved håndtering af humane væv og celler (vævsloven), som ændret ved § 3 i lov nr. 534 af 17. juni 2008 og § 2 i lov nr. 605 af 18. juni 2012, foretages følgende ændring:";"273";"2006";"Lov om krav til kvalitet og sikkerhed ved håndtering af humane væv og celler (vævsloven)";"lov"
