#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov om erhvervsrettet grunduddannelse og videregående uddannelse (videreuddannelsessystemet) for voksne, jf. lovbekendtgørelse nr. 578 af 1. juni 2014, som ændret ved § 6 i lov nr. 634 af 16. juni 2014, foretages følgende ændringer:";"578";"2014";"lov om erhvervsrettet grunduddannelse og videregående uddannelse (videreuddannelsessystemet) for voksne";"lovbekendtgørelse"
"I lov om frikommuner m.v., jf. lovbekendtgørelse nr. 1027 af 20. august 2013, som ændret ved § 7 i lov nr. 555 af 2. juni 2014, foretages følgende ændringer:";"1027";"2013";"lov om frikommuner m.v.";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 990 af 12. september 2014, som ændret ved § 2 i lov nr. 720 af 25. juni 2014, foretages følgende ændringer:";"990";"2014";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om arbejdsløshedsforsikring m.v., jf. lovbekendtgørelse nr. 348 af 8. april 2014, som ændret ved § 5 i lov nr. 720 af 25. juni 2014 og § 6 i lov nr. 722 af 25. juni 2014, foretages følgende ændringer:";"348";"2014";"lov om arbejdsløshedsforsikring m.v.";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 1193 af 13. november 2014, som ændret ved lov nr. 1367 af 16. december 2014, foretages følgende ændringer:";"1193";"2014";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om sygedagpenge, jf. lovbekendtgørelse nr. 833 af 27. juni 2014, som ændret ved § 1 i lov nr. 720 af 25. juni 2014, foretages følgende ændringer:";"833";"2014";"lov om sygedagpenge";"lovbekendtgørelse"
"I barselloven, jf. lovbekendtgørelse nr. 872 af 28. juni 2013, som ændret ved § 12 i lov nr. 1610 af 26. december 2013, foretages følgende ændringer:";"872";"2013";"barselloven";"lovbekendtgørelse"
"I lov om kommunal udligning og generelle tilskud til kommuner, jf. lovbekendtgørelse nr. 798 af 24. juni 2013, som ændret ved § 4 i lov nr. 790 af 28. juni 2013, § 7 i lov nr. 895 af 4. juli 2013, § 8 i lov nr. 1610 af 26. december 2013 og § 11 i lov nr. 720 af 25. juni 2014, foretages følgende ændringer:";"798";"2013";"lov om kommunal udligning og generelle tilskud til kommuner";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1019 af 23. september 2014, foretages følgende ændringer:";"1019";"2014";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 990 af 12. september 2014, som ændret ved § 2 i lov nr. 720 af 25. juni 2014, og som ændres ved det af Folketinget den 18. december 2014 vedtagne forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om arbejdsløshedsforsikring m.v. og forskellige andre love (Reform af beskæftigelsesindsatsen, et fælles og intensiveret kontaktforløb, uddannelsesløft, styrket rådighed og målretning af virksomhedsrettede tilbud m.v.), foretages følgende ændringer:";"990";"2014";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 1193 af 13. november 2014, som ændret ved lov nr. 1367 af 16. december 2014, foretages følgende ændringer:";"1193";"2014";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret ved lov nr. 572 af 31. maj 2010 og lov nr. 1616 af 26. december 2013, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I integrationsloven, jf. lovbekendtgørelse nr. 1094 af 7. oktober 2014, foretages følgende ændringer:";"1094";"2014";"integrationsloven";"lovbekendtgørelse"
"I lov om Det Centrale Personregister, jf. lovbekendtgørelse nr. 5 af 9. januar 2013, som ændret ved § 10 i lov nr. 494 af 21. maj 2013, § 1 i lov nr. 622 af 12. juni 2013, lov nr. 311 af 29. marts 2014, § 15 i lov nr. 552 af 2. juni 2014 og lov nr. 752 af 25. juni 2014, foretages følgende ændring:";"5";"2013";"lov om Det Centrale Personregister";"lovbekendtgørelse"
"I lov om forbud mod forskelsbehandling på arbejdsmarkedet m.v., jf. lovbekendtgørelse nr. 1349 af 16. december 2008, foretages følgende ændringer:";"1349";"2008";"lov om forbud mod forskelsbehandling på arbejdsmarkedet m.v.";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 928 af 4. august 2014, som ændret ved § 2 i lov nr. 512 af 17. juni 2008, § 2 i lov nr. 244 af 19. marts 2014, § 1 i lov nr. 268 af 25. marts 2014 og § 1 i lov nr. 403 af 28. april 2014, foretages følgende ændringer:";"928";"2014";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om værdipapirhandel m.v., jf. lovbekendtgørelse nr. 831 af 12. juni 2014, foretages følgende ændringer:";"831";"2014";"lov om værdipapirhandel m.v.";"lovbekendtgørelse"
"I lov om betalingstjenester og elektroniske penge, jf. lovbekendtgørelse nr. 365 af 26. april 2011, som ændret bl.a. ved lov nr. 1369 af 28. december 2011, § 6 i lov nr. 1383 af 23. december 2012, § 2 i lov nr. 1460 af 17. december 2013 og § 11 i lov nr. 268 af 25. marts 2014 og senest ved § 8 i lov nr. 403 af 28. april 2014, foretages følgende ændringer:";"365";"2011";"lov om betalingstjenester og elektroniske penge";"lovbekendtgørelse"
"I lov om tilsyn med firmapensionskasser, jf. lovbekendtgørelse nr. 1561 af 19. december 2007, som ændret bl.a. ved § 4 i lov nr. 517 af 17. juni 2008, § 8 i lov nr. 579 af 1. juni 2010, § 2 i lov nr. 615 af 12. juni 2013 og § 5 i lov nr. 268 af 25. marts 2014 og senest ved § 10 i lov nr. 403 af 28. april 2014, foretages følgende ændringer:";"1561";"2007";"lov om tilsyn med firmapensionskasser";"lovbekendtgørelse"
"I lov om Lønmodtagernes Dyrtidsfond, jf. lovbekendtgørelse nr. 1109 af 9. oktober 2014, foretages følgende ændringer:";"1109";"2014";"lov om Lønmodtagernes Dyrtidsfond";"lovbekendtgørelse"
"I lov om arbejdsskadesikring, jf. lovbekendtgørelse nr. 278 af 14. marts 2013, som ændret ved § 6 i lov nr. 472 af 13. maj 2013, § 8 i lov nr. 615 af 12. juni 2013, § 5 i lov nr. 639 af 12. juni 2013, § 16 i lov nr. 268 af 25. marts 2014 og § 17 i lov nr. 403 af 28. april 2014, foretages følgende ændringer:";"278";"2013";"lov om arbejdsskadesikring";"lovbekendtgørelse"
"I lov om Arbejdsmarkedets Tillægspension, jf. lovbekendtgørelse nr. 1110 af 10. oktober 2014, foretages følgende ændringer:";"1110";"2014";"lov om Arbejdsmarkedets Tillægspension";"lovbekendtgørelse"
"I revisorloven, lov nr. 468 af 17. juni 2008, som ændret bl.a. ved § 3 i lov nr. 516 af 12. juni 2009, § 2 i lov nr. 1232 af 18. december 2012 og § 11 i lov nr. 634 af 12. juni 2013 og senest ved § 20 i lov nr. 403 af 28. april 2014, foretages følgende ændring:";"468";"2008";"revisorloven";"lov"
"I lov om realkreditlån og realkreditobligationer m.v., jf. lovbekendtgørelse nr. 850 af 25. juni 2014, som ændret ved § 1 i lov nr. 244 af 19. marts 2014, foretages følgende ændringer:";"850";"2014";"lov om realkreditlån og realkreditobligationer m.v.";"lovbekendtgørelse"
"I lov om erstatningsansvar, jf. lovbekendtgørelse nr. 266 af 21. marts 2014, foretages følgende ændring:";"266";"2014";"lov om erstatningsansvar";"lovbekendtgørelse"
"I lov om dansk indfødsret, jf. lovbekendtgørelse nr. 422 af 7. juni 2004, som ændret ved § 30 i lov nr. 542 af 24. juni 2005, § 6 i lov nr. 647 af 12. juni 2013, lov nr. 729 af 25. juni 2014 og lov nr. 730 af 25. juni 2014, foretages følgende ændringer:";"422";"2004";"lov om dansk indfødsret";"lovbekendtgørelse"
"I lov om kuldioxidafgift af visse energiprodukter, jf. lovbekendtgørelse nr. 321 af 4. april 2011, som ændret bl.a. ved § 5 i lov nr. 722 af 25. juni 2010, § 42 i lov nr. 1095 af 28. november 2012 og § 2 i lov nr. 903 af 4. juli 2013 og senest ved § 2 i lov nr. 1174 af 5. november 2014, foretages følgende ændring:";"321";"2011";"lov om kuldioxidafgift af visse energiprodukter";"lovbekendtgørelse"
"I lov om elforsyning, jf. lovbekendtgørelse nr. 1329 af 25. november 2013, som ændret bl.a. ved § 1 i lov nr. 466 af 18. maj 2011, § 2 i lov nr. 576 af 18. juni 2012 og senest ved § 1 i lov nr. 633 af 16. juni 2014, foretages følgende ændringer:";"1329";"2013";"lov om elforsyning";"lovbekendtgørelse"
"I lov om naturgasforsyning, jf. lovbekendtgørelse nr. 1331 af 25. november 2013, som ændret ved § 2 i lov nr. 466 af 18. maj 2011 og § 2 i lov nr. 633 af 16. juni 2014, foretages følgende ændringer:";"1331";"2013";"lov om naturgasforsyning";"lovbekendtgørelse"
"I lov om varmeforsyning, jf. lovbekendtgørelse nr. 1307 af 24. november 2014, foretages følgende ændringer:";"1307";"2014";"lov om varmeforsyning";"lovbekendtgørelse"
"I biobrændstofloven, jf. lovbekendtgørelse nr. 674 af 21. juni 2011, som ændret ved § 1 i lov nr. 276 af 27. marts 2012, foretages følgende ændringer:";"674";"2011";"biobrændstofloven";"lovbekendtgørelse"
"I lov om fremme af besparelser i energiforbruget, jf. lovbekendtgørelse nr. 1065 af 12. november 2012, som ændret ved § 1 i lov nr. 345 af 8. april 2014, foretages følgende ændringer:";"1065";"2012";"lov om fremme af besparelser i energiforbruget";"lovbekendtgørelse"
"I lov om beskyttelse af havmiljøet, jf. lovbekendtgørelse nr. 963 af 3. juli 2013, som ændret ved § 15 i lov nr. 86 af 28. januar 2014, foretages følgende ændringer:";"963";"2013";"lov om beskyttelse af havmiljøet";"lovbekendtgørelse"
"I miljøskadeloven, lov nr. 466 af 17. juni 2008, som ændret bl.a. ved § 11 i lov nr. 1631 af 26. december 2013 og senest ved § 9 i lov nr. 86 af 28. januar 2014, foretages følgende ændringer:";"466";"2008";"miljøskadeloven";"lov"
"I registreringsafgiftsloven, jf. lovbekendtgørelse nr. 29 af 10. januar 2014, foretages følgende ændringer:";"29";"2014";"registreringsafgiftsloven";"lovbekendtgørelse"
"I brændstofforbrugsafgiftsloven, jf. lovbekendtgørelse nr. 40 af 16. januar 2014, foretages følgende ændringer:";"40";"2014";"brændstofforbrugsafgiftsloven";"lovbekendtgørelse"
"I lov om vægtafgift af motorkøretøjer m.v., jf. lovbekendtgørelse nr. 185 af 18. februar 2014, som ændret ved § 2 i lov nr. 745 af 25. juni 2014, foretages følgende ændring:";"185";"2014";"lov om vægtafgift af motorkøretøjer m.v.";"lovbekendtgørelse"
"I kildeskatteloven, jf. lovbekendtgørelse nr. 1403 af 7. december 2010, som ændret bl.a. ved § 1 i lov nr. 1565 af 21. december 2010, § 5 i lov nr. 792 af 28. juni 2013 og § 3 i lov nr. 274 af 26. marts 2014 og senest ved § 2 i lov nr. 1375 af 16. december 2014, foretages følgende ændring:";"1403";"2010";"kildeskatteloven";"lovbekendtgørelse"
"I adoptionsloven, jf. lovbekendtgørelse nr. 1084 af 7. oktober 2014, foretages følgende ændringer:";"1084";"2014";"adoptionsloven";"lovbekendtgørelse"
"I forældreansvarsloven, jf. lovbekendtgørelse nr. 1085 af 7. oktober 2014, foretages følgende ændring:";"1085";"2014";"forældreansvarsloven";"lovbekendtgørelse"
"I lov om dansk indfødsret, jf. lovbekendtgørelse nr. 422 af 7. juni 2004, som ændret ved § 30 i lov nr. 542 af 24. juni 2005, § 6 i lov nr. 647 af 12. juni 2013, lov nr. 729 af 25. juni 2014 og lov nr. 730 af 25. juni 2014, foretages følgende ændringer:";"422";"2004";"lov om dansk indfødsret";"lovbekendtgørelse"
"I pensionsbeskatningsloven, jf. lovbekendtgørelse nr. 586 af 24. maj 2013, som ændret ved § 6 i lov nr. 513 af 7. juni 2006, § 5 i lov nr. 1460 af 17. december 2013 og § 2 i lov nr. 1500 af 18. december 2013, foretages følgende ændringer:";"586";"2013";"pensionsbeskatningsloven";"lovbekendtgørelse"
"I pensionsafkastbeskatningsloven, jf. lovbekendtgørelse nr. 1126 af 10. oktober 2014, foretages følgende ændringer:";"1126";"2014";"pensionsafkastbeskatningsloven";"lovbekendtgørelse"
"I lov om fleksydelse, jf. lovbekendtgørelse nr. 943 af 25. august 2014, foretages følgende ændring:";"943";"2014";"lov om fleksydelse";"lovbekendtgørelse"
"I lov om delpension, jf. lovbekendtgørelse nr. 940 af 25. august 2014, foretages følgende ændring:";"940";"2014";"lov om delpension";"lovbekendtgørelse"
"I lov om afgift af hermetisk forseglede nikkel-cadmium-akkumulatorer, jf. lovbekendtgørelse nr. 1251 af 6. december 2006, som ændret ved § 80 i lov nr. 1336 af 19. december 2008, § 7 i lov nr. 1344 af 19. december 2008 og § 6 i lov nr. 554 af 2. juni 2014, foretages følgende ændring:";"1251";"2006";"lov om afgift af hermetisk forseglede nikkel-cadmium-akkumulatorer";"lovbekendtgørelse"
"I lov om afgift af bekæmpelsesmidler, jf. lovbekendtgørelse nr. 57 af 30. januar 2008, som ændret bl.a. ved lov nr. 594 af 18. juni 2012 og senest ved § 3 i lov nr. 554 af 2. juni 2014, foretages følgende ændringer:";"57";"2008";"lov om afgift af bekæmpelsesmidler";"lovbekendtgørelse"
"I brændstofforbrugsafgiftsloven, jf. lovbekendtgørelse nr. 40 af 16. januar 2014, foretages følgende ændringer:";"40";"2014";"brændstofforbrugsafgiftsloven";"lovbekendtgørelse"
"I lov om afgift af cfc og visse industrielle drivhusgasser, jf. lovbekendtgørelse nr. 599 af 11. juni 2007, som ændret ved § 76 i lov nr. 1336 af 19. december 2008, § 11 i lov nr. 1344 af 19. december 2008, § 2 i lov nr. 522 af 12. juni 2009 og § 7 i lov nr. 1353 af 21. december 2012, foretages følgende ændring:";"599";"2007";"lov om afgift af cfc og visse industrielle drivhusgasser";"lovbekendtgørelse"
"I chokoladeafgiftsloven, jf. lovbekendtgørelse nr. 752 af 10. juni 2013, som ændret ved § 2 i lov nr. 1634 af 26. december 2013 og § 4 i lov nr. 554 af 2. juni 2014, foretages følgende ændringer:";"752";"2013";"chokoladeafgiftsloven";"lovbekendtgørelse"
"I lov om kuldioxidafgift af visse energiprodukter, jf. lovbekendtgørelse nr. 321 af 4. april 2011, som ændret bl.a. ved § 2 i lov nr. 903 af 4. juli 2013 og § 5 i lov nr. 555 af 2. juni 2014 og senest ved § 2 i lov nr. 1174 af 5. november 2014, foretages følgende ændringer:";"321";"2011";"lov om kuldioxidafgift af visse energiprodukter";"lovbekendtgørelse"
"I lov om afgift af elektricitet, jf. lovbekendtgørelse nr. 310 af 1. april 2011, som ændret bl.a. ved § 1 i lov nr. 722 af 25. juni 2010, § 1 i lov nr. 1353 af 21. december 2012, § 1 i lov nr. 70 af 30. januar 2013, § 3 i lov nr. 903 af 4. juli 2013 og § 1 i lov nr. 555 af 2. juni 2014 og senest ved § 3 i lov nr. 1174 af 5. november 2014, foretages følgende ændringer:";"310";"2011";"lov om afgift af elektricitet";"lovbekendtgørelse"
"I emballageafgiftsloven, jf. lovbekendtgørelse nr. 1071 af 15. september 2014, foretages følgende ændringer:";"1071";"2014";"emballageafgiftsloven";"lovbekendtgørelse"
"I lov om afgift af mineralsk fosfor i foderfosfat, jf. lovbekendtgørelse nr. 1142 af 25. september 2014, foretages følgende ændring:";"1142";"2014";"lov om afgift af mineralsk fosfor i foderfosfat";"lovbekendtgørelse"
"I lov om forskellige forbrugsafgifter, jf. lovbekendtgørelse nr. 56 af 29. januar 2008, som ændret senest ved § 4 i lov nr. 1634 af 26. december 2013, foretages følgende ændring:";"56";"2008";"lov om forskellige forbrugsafgifter";"lovbekendtgørelse"
"I lov om fremskyndet tilbagebetaling af visse afgifter, jf. lovbekendtgørelse nr. 675 af 15. september 1998, som ændret senest ved § 106 i lov nr. 1336 af 19. december 2008, foretages følgende ændring:";"675";"1998";"lov om fremskyndet tilbagebetaling af visse afgifter";"lovbekendtgørelse"
"I lov om afgift af naturgas og bygas, jf. lovbekendtgørelse nr. 312 af 1. april 2011, som ændret bl.a. ved § 2 i lov nr. 555 af 2. juni 2014 og senest ved § 4 i lov nr. 1174 af 5. november 2014, foretages følgende ændringer:";"312";"2011";"lov om afgift af naturgas og bygas";"lovbekendtgørelse"
"I lov om afgift af konsum-is, jf. lovbekendtgørelse nr. 115 af 31. januar 2012, som ændret ved § 5 i lov nr. 924 af 18. september 2012, foretages følgende ændringer:";"115";"2012";"lov om afgift af konsum-is";"lovbekendtgørelse"
"I lov om afgift af kvælstof indeholdt i gødninger m.m., jf. lovbekendtgørelse nr. 1034 af 22. august 2013, som ændret ved § 7 i lov nr. 554 af 2. juni 2014, foretages følgende ændringer:";"1034";"2013";"lov om afgift af kvælstof indeholdt i gødninger m.m.";"lovbekendtgørelse"
"I lov om afgift af kvælstofoxider, jf. lovbekendtgørelse nr. 1072 af 26. august 2013, som ændret ved § 1 i lov nr. 1385 af 28. december 2011 og § 6 i lov nr. 555 af 2. juni 2014, foretages følgende ændringer:";"1072";"2013";"lov om afgift af kvælstofoxider";"lovbekendtgørelse"
"I lov om afgift af lønsum m.v., jf. lovbekendtgørelse nr. 1079 af 31. august 2013, som ændret ved § 8 i lov nr. 792 af 28. juni 2013, foretages følgende ændringer:";"1079";"2013";"lov om afgift af lønsum m.v.";"lovbekendtgørelse"
"I lov om energiafgift af mineralolieprodukter m.v., jf. lovbekendtgørelse nr. 1118 af 26. september 2014, som ændret ved § 4 i lov nr. 1564 af 21. december 2010, § 6 i lov nr. 903 af 4. juli 2013, § 4 i lov nr. 555 af 2. juni 2014 og § 7 i lov nr. 1174 af 5. november 2014, foretages følgende ændringer:";"1118";"2014";"lov om energiafgift af mineralolieprodukter m.v.";"lovbekendtgørelse"
"I momsloven, jf. lovbekendtgørelse nr. 106 af 23. januar 2013, som ændret ved § 4 i lov nr. 789 af 28. juni 2013, § 7 i lov nr. 903 af 4. juli 2013, § 2 i lov nr. 1637 af 26. december 2013, § 1 i lov nr. 554 af 2. juni 2014 og § 1 i lov nr. 1376 af 16. december 2014, foretages følgende ændringer:";"106";"2013";"momsloven";"lovbekendtgørelse"
