#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov nr. 555 af 2. juni 2014 om ændring af lov om afgift af elektricitet, lov om afgift af naturgas og bygas, lov om afgift af stenkul, brunkul og koks m.v. og forskellige andre love (Afgiftsnedsættelse for elektricitet fra land til visse erhvervsskibe i havne, mulighed for kraft-varme-værker for at opgøre afgifter på timebasis, ændring af afgiftsregler for biogas m.v. af hensyn til energibeskatningsdirektivet, forsøgsordning med udvidet benyttelse af afgiftsfri institutionsbusser m.v. i frikommuner og forlængelse af forhøjet befordringsfradrag for pendlere i yderkommuner) foretages følgende ændringer:";"555";"2014";"Lov om ændring af lov om afgift af elektricitet, lov om afgift af naturgas og bygas, lov om afgift af stenkul, brunkul og koks m.v. og forskellige andre love (Afgiftsnedsættelse for elektricitet fra land til visse erhvervsskibe i havne, mulighed for kraft-varme-værker for at opgøre afgifter på timebasis, ændring af afgiftsregler for biogas m.v. af hensyn til energibeskatningsdirektivet, forsøgsordning med udvidet benyttelse af afgiftsfri institutionsbusser m.v. i frikommuner og forlængelse af forhøjet befordringsfradrag for pendlere i yderkommuner)";"lov"
"I lov nr. 1385 af 28. december 2011 om ændring af lov om afgift af kvælstofoxider, lov om energiafgift af mineralolieprodukter m.v. og lov om afgift af naturgas og bygas (Højere afgift på luftforurening fra NO x m.v.) foretages følgende ændring:";"1385";"2011";"Lov om ændring af lov om afgift af kvælstofoxider, lov om energiafgift af mineralolieprodukter m.v. og lov om afgift af naturgas og bygas (Højere afgift på luftforurening fra NO x m.v.)";"lov"
"I lov nr. 924 af 18. september 2012 om ændring af lov om forskellige forbrugsafgifter, brændstofforbrugsafgiftsloven, tonnageskatteloven og forskellige andre love (Indeksering af forskellige punktafgifter og de løbende bilafgifter, regulering af tonnageskatten, forhøjelse af udligningsafgiften og forlængelse af afgiftsfritagelsen for brint- og elbiler), som ændret ved § 15 i lov nr. 1353 af 21. december 2012, § 6 i lov nr. 789 af 28. juni 2013 og § 12 i lov nr. 1637 af 26. december 2013, foretages følgende ændring:";"924";"2012";"Lov om ændring af lov om forskellige forbrugsafgifter, brændstofforbrugsafgiftsloven, tonnageskatteloven og forskellige andre love (Indeksering af forskellige punktafgifter og de løbende bilafgifter, regulering af tonnageskatten, forhøjelse af udligningsafgiften og forlængelse af afgiftsfritagelsen for brint- og elbiler)";"lov"
"I lov nr. 551 af 18. juni 2012 om afgift af skadesforsikringer, som ændret ved § 10 i lov nr. 1353 af 21. december 2012, foretages følgende ændring:";"551";"2012";"Lov om afgift af skadesforsikringer";"lov"
"I lov nr. 1398 af 23. december 2012 om ændring af lov om børnetilskud og forskudsvis udbetaling af børnebidrag og lov om en børne- og ungeydelse (Særligt børnetilskud til selvvalgte eneforsørgere og tilpasning af op­tjenings­prin­cip­pet for ret til børne- og ungeydelse og børnetilskud) foretages følgende ændring:";"1398";"2012";"Lov om ændring af lov om børnetilskud og forskudsvis udbetaling af børnebidrag og lov om en børne- og ungeydelse (Særligt børnetilskud til selvvalgte eneforsørgere og tilpasning af op­tjenings­prin­cip­pet for ret til børne- og ungeydelse og børnetilskud)";"lov"
"I lov nr. 631 af 16. juni 2014 om kombineret ungdoms-uddannelse foretages følgende ændring:";"631";"2014";"Lov om kombineret ungdoms-uddannelse";"lov"
"I lov nr. 1605 af 26. december 2013 om folkehøjskoler foretages følgende ændringer:";"1605";"2013";"Lov om folkehøjskoler";"lov"
"I lov nr. 155 af 20. februar 2013 om indretning m.v. af visse produkter foretages følgende ændring:";"155";"2013";"Lov om indretning m.v. af visse produkter";"lov"
"I lov nr. 598 af 12. juni 2013 om forvaltere af alternative investeringsfonde m.v. foretages følgende ændringer:";"598";"2013";"Lov om forvaltere af alternative investeringsfonde m.v.";"lov"
"I lov nr. 597 af 12. juni 2013 om investeringsforeninger m.v. foretages følgende ændringer:";"597";"2013";"Lov om investeringsforeninger m.v.";"lov"
"I lov nr. 599 af 12. juni 2013 om finansielle rådgivere foretages følgende ændringer:";"599";"2013";"Lov om finansielle rådgivere";"lov"
"I lov nr. 697 af 25. juni 2010 om pantebrevsselskaber, som ændret ved § 42 i lov nr. 1231 af 18. december 2012, § 13 i lov nr. 1287 af 19. december 2012 og § 28 i lov nr. 639 af 12. juni 2013, foretages følgende ændringer:";"697";"2010";"Lov om pantebrevsselskaber";"lov"
"I lov nr. 615 af 12. juni 2013 om ændring af lov om finansiel virksomhed og forskellige andre love som følge af forslag til lov om investeringsforeninger m.v. (Konsekvensrettelser i lyset af lov om investeringsforeninger m.v.) foretages følgende ændringer:";"615";"2013";"Lov om ændring af lov om finansiel virksomhed og forskellige andre love som følge af forslag til lov om investeringsforeninger m.v. (Konsekvensrettelser i lyset af lov om investeringsforeninger m.v.)";"lov"
"I lov nr. 465 af 17. juni 2008 om kommunal fjernkøling foretages følgende ændringer:";"465";"2008";"Lov om kommunal fjernkøling";"lov"
"I lov nr. 567 af 30. november 1983 om rettigheder og immuniteter for internationale organisationer m.v. foretages følgende ændringer:";"567";"1983";"Lov om rettigheder og immuniteter for internationale organisationer m.v.";"lov"
"I lov nr. 53 af 31. januar 2001 om visse aspekter af Danmarks Eksportråds virke, som ændret ved lov nr. 468 af 5. maj 2010, foretages følgende ændringer:";"53";"2001";"Lov om visse aspekter af Danmarks Eksportråds virke";"lov"
"I lov nr. 598 af 12. juni 2013 om forvaltere af alternative investeringsfonde m.v., som ændret ved § 4 i lov nr. 268 af 25. marts 2014, foretages følgende ændringer:";"598";"2013";"Lov om forvaltere af alternative investeringsfonde m.v.";"lov"
"I lov nr. 597 af 12. juni 2013 om investeringsforeninger m.v., som ændret ved § 7 i lov nr. 268 af 25. marts 2014, foretages følgende ændringer:";"597";"2013";"Lov om investeringsforeninger m.v.";"lov"
"I lov nr. 697 af 25. juni 2010 om pantebrevsselskaber, som ændret ved § 42 i lov nr. 1231 af 18. december 2012, § 13 i lov nr. 1287 af 19. december 2012, § 28 i lov nr. 639 af 12. juni 2013 og § 13 i lov nr. 268 af 25. marts 2014, foretages følgende ændringer:";"697";"2010";"Lov om pantebrevsselskaber";"lov"
"I lov nr. 599 af 12. juni 2013 om finansielle rådgivere, som ændret ved § 12 i lov nr. 268 af 25. marts 2014, foretages følgende ændringer:";"599";"2013";"Lov om finansielle rådgivere";"lov"
"I lov nr. 1287 af 19. december 2012 om ændring af lov om finansiel virksomhed, lov om værdipapirhandel m.v., lov om betalingstjenester og elektroniske penge og forskellige andre love (Videregivelse af oplysninger til anklagemyndighed og politi, oprettelse af Det Systemiske Risikoråd, sammenlægning af Det Finansielle Virksomhedsråd og Fondsrådet, shortselling, ny tilgang til håndhævelse af solvenskrav og etablering af tilsyn med referencerenter m.v.), som ændret ved § 201 i lov nr. 598 af 12. juni 2013, foretages følgende ændringer:";"1287";"2012";"Lov om ændring af lov om finansiel virksomhed, lov om værdipapirhandel m.v., lov om betalingstjenester og elektroniske penge og forskellige andre love (Videregivelse af oplysninger til anklagemyndighed og politi, oprettelse af Det Systemiske Risikoråd, sammenlægning af Det Finansielle Virksomhedsråd og Fondsrådet, shortselling, ny tilgang til håndhævelse af solvenskrav og etablering af tilsyn med referencerenter m.v.)";"lov"
"I lov nr. 615 af 12. juni 2013 om ændring af lov om finansiel virksomhed og forskellige andre love som følge af forslag til lov om investeringsforeninger m.v. (Konsekvensrettelser i lyset af lov om investeringsforeninger m.v.), som ændret ved § 21 i lov nr. 268 af 25. marts 2014, foretages følgende ændring:";"615";"2013";"Lov om ændring af lov om finansiel virksomhed og forskellige andre love som følge af forslag til lov om investeringsforeninger m.v. (Konsekvensrettelser i lyset af lov om investeringsforeninger m.v.)";"lov"
"I lov nr. 512 af 17. juni 2008 om ændring af lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme og lov om finansiel virksomhed (Pengeoverførsler mellem Danmark og Færøerne), som ændret ved § 10 i lov nr. 155 af 28. februar 2012, foretages følgende ændring:";"512";"2008";"Lov om ændring af lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme og lov om finansiel virksomhed (Pengeoverførsler mellem Danmark og Færøerne)";"lov"
"I lov nr. 1640 af 26. december 2013 om ændring af lov om folkeskolen og forskellige andre love (Indførelse af en længere og mere varieret skoledag) foretages følgende ændringer:";"1640";"2013";"Lov om ændring af lov om folkeskolen og forskellige andre love (Indførelse af en længere og mere varieret skoledag)";"lov"
"I lov nr. 197 af 16. juni 1962 for Grønland om børns retsstilling foretages følgende ændringer:";"197";"1962";"Lov for Grønland om børns retsstilling";"lov"
"I lov nr. 1046 af 17. december 2002 om medicinsk udstyr, som ændret ved § 109 i lov nr. 1180 af 12. december 2005, § 2 i lov nr. lov nr. 464 af 18. maj 2011 og lov nr. 359 af 9. april 2013, foretages følgende ændringer:";"1046";"2002";"Lov om medicinsk udstyr";"lov"
"I lov nr. 326 af 6. maj 2003 om markedsføring af sundhedsydelser, som ændret ved lov nr. 360 af 9. april 2013, foretages følgende ændring:";"326";"2003";"Lov om markedsføring af sundhedsydelser";"lov"
"I lov nr. 324 af 11. april 2012 om Udbetaling Danmark, som ændret ved § 1 i lov nr. 494 af 21. maj 2013, foretages følgende ændring:";"324";"2012";"Lov om Udbetaling Danmark";"lov"
"I lov nr. 1537 af 21. december 2010 om private fællesveje, som ændret ved § 3 i lov nr. 379 af 2. maj 2011, foretages følgende ændring:";"1537";"2010";"Lov om private fællesveje";"lov"
"I lov nr. 596 af 24. juni 2005 om videreanvendelse af den offentlige sektors informationer, som ændret ved lov nr. 551 af 17. juni 2008, foretages følgende ændringer:";"596";"2005";"Lov om videreanvendelse af den offentlige sektors informationer";"lov"
"I lov nr. 416 af 26. juni 1998 om afgift af antibiotika og vækstfremmere anvendt i foderstoffer, som ændret ved § 26 i lov nr. 165 af 15. marts 2000, § 3 i lov nr. 1029 af 22. november 2000, § 83 i lov nr. 428 af 6. juni 2005 og § 74 i lov nr. 1336 af 19. december 2008, foretages følgende ændring:";"416";"1998";"Lov om afgift af antibiotika og vækstfremmere anvendt i foderstoffer";"lov"
"I lov nr. 469 af 9. juni 2004 om afgift af mineralsk fosfor i foderfosfat, som ændret ved § 2 i lov nr. 1433 af 22. december 2004, § 17 i lov nr. 325 af 18. maj 2005, § 25 i lov nr. 428 af 6. juni 2005 og § 85 i lov nr. 1336 af 19. december 2008, foretages følgende ændring:";"469";"2004";"Lov om afgift af mineralsk fosfor i foderfosfat";"lov"
"I lov nr. 575 af 18. juni 2012 om ændring af lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Fremme af konkurrencen på elmarkedet m.v.), som ændret ved § 4 i lov nr. 641 af 12. juni 2013, foretages følgende ændringer:";"575";"2012";"Lov om ændring af lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Fremme af konkurrencen på elmarkedet m.v.)";"lov"
"I lov nr. 578 af 1. juni 2010 om studiekompetencegivende eksamen i forbindelse med erhvervsuddannelse (eux) m.v. foretages følgende ændringer:";"578";"2010";"Lov om studiekompetencegivende eksamen i forbindelse med erhvervsuddannelse (eux) m.v.";"lov"
"I lov nr. 403 af 8. maj 2006 om et indkomstregister, som ændret bl.a. ved § 4 i lov nr. 1534 af 19. december 2007, § 3 i lov nr. 521 af 12. juni 2009, § 2 i lov nr. 702 af 25. juni 2010 og § 6 i lov nr. 599 af 14. juni 2011 og senest ved § 3 i lov nr. 593 af 18. juni 2012, foretages følgende ændringer:";"403";"2006";"Lov om et indkomstregister, som ændret bl.a. ved § 4 i lov nr. 1534 af 19. december 2007, § 3 i lov nr. 521 af 12. juni 2009, § 2 i lov nr. 702 af 25. juni 2010 og § 6 i lov nr. 599 af 14. juni 2011 og senest ved § 3 i lov nr. 593 af 18. juni 2012,";"lov"
"I lov nr. 1374 af 23. december 2012 om uddannelsesordning for ledige, som har opbrugt deres dagpengeret, som ændret ved § 14 i lov nr. 493 af 21. maj 2013, § 1 i lov nr. 790 af 28. juni 2013 og § 13 i lov nr. 1610 af 26. december 2013, foretages følgende ændring:";"1374";"2012";"Lov om uddannelsesordning for ledige, som har opbrugt deres dagpengeret";"lov"
"I lov nr. 495 af 21. maj 2013 om ændring af lov om social service og lov om retssikkerhed og administration på det sociale område (Kriminalpræventive sociale indsatser), som ændret ved § 2 i lov nr. 651 af 12. juni 2013, foretages følgende ændringer:";"495";"2013";"Lov om ændring af lov om social service og lov om retssikkerhed og administration på det sociale område (Kriminalpræventive sociale indsatser)";"lov"
"I lov nr. 457 af 18. maj 2011 om sikkerhedsundersøgelse af ulykker til søs foretages følgende ændring:";"457";"2011";"Lov om sikkerhedsundersøgelse af ulykker til søs";"lov"
"I lov nr. 618 af 12. juni 2013 om ændring af søloven og forskellige andre love (Skærpede sejladssikkerhedsmæssige krav i arktiske farvande, styrkelse af søfarendes retsstilling ved sørøveri, justering af skibsregistreringsreglerne, gennemførelse af konventionen om aftaler for international transport af gods helt eller delvis til søs, gennemførelse af ændringsprotokol til konventionen om ansvar for forureningsskade opstået i forbindelse med søtransport af farlige og forurenende stoffer og nedlæggelse af Dykkerrådet) foretages følgende ændringer:";"618";"2013";"Lov om ændring af søloven og forskellige andre love (Skærpede sejladssikkerhedsmæssige krav i arktiske farvande, styrkelse af søfarendes retsstilling ved sørøveri, justering af skibsregistreringsreglerne, gennemførelse af konventionen om aftaler for international transport af gods helt eller delvis til søs, gennemførelse af ændringsprotokol til konventionen om ansvar for forureningsskade opstået i forbindelse med søtransport af farlige og forurenende stoffer og nedlæggelse af Dykkerrådet)";"lov"
"I lov nr. 600 af 12. juni 2013 om Danpilot, som ændret ved § 6 i lov nr. 1347 af 3. december 2013, foretages følgende ændringer:";"600";"2013";"Lov om Danpilot";"lov"
"I lov nr. 618 af 12. juni 2013 om ændring af søloven og forskellige andre love (Skærpede sejladssikkerhedsmæssige krav i arktiske farvande, styrkelse af søfarendes retsstilling ved sørøveri, justering af skibsregistreringsreglerne, gennemførelse af konventionen om aftaler for international transport af gods helt eller delvis til søs, gennemførelse af ændringsprotokol til konventionen om ansvar for forureningsskade opstået i forbindelse med søtransport af farlige og forurenende stoffer og nedlæggelse af Dykkerrådet) foretages følgende ændring:";"618";"2013";"Lov om ændring af søloven og forskellige andre love (Skærpede sejladssikkerhedsmæssige krav i arktiske farvande, styrkelse af søfarendes retsstilling ved sørøveri, justering af skibsregistreringsreglerne, gennemførelse af konventionen om aftaler for international transport af gods helt eller delvis til søs, gennemførelse af ændringsprotokol til konventionen om ansvar for forureningsskade opstået i forbindelse med søtransport af farlige og forurenende stoffer og nedlæggelse af Dykkerrådet)";"lov"
"I lov nr. 462 af 17. juni 2008 for Færøerne om udlændinges adgang til opholdstilladelse med henblik på visse former for beskæftigelse foretages følgende ændringer:";"462";"2008";"Lov for Færøerne om udlændinges adgang til opholdstilladelse med henblik på visse former for beskæftigelse";"lov"
"I lov nr. 444 af 9. juni 2004 om politiets virksomhed, som ændret ved § 19 i lov nr. 538 af 8. juni 2006, § 4 i lov nr. 501 af 12. juni 2009, § 2 i lov nr. 1107 af 1. december 2009 og § 1 i lov nr. 249 af 30. marts 2011, foretages følgende ændring:";"444";"2004";"Lov om politiets virksomhed";"lov"
"I lov nr. 307 af 30. april 2008 om sikkerhed ved bestemte idrætsbegivenheder, som ændret ved lov nr. 636 af 12. juni 2013 og lov nr. 637 af 12. juni 2013, foretages følgende ændringer:";"307";"2008";"Lov om sikkerhed ved bestemte idrætsbegivenheder";"lov"
"I lov nr. 319 af 14. maj 1997 om inkassovirksomhed, som ændret senest ved § 10 i lov nr. 718 af 25. juni 2010, foretages følgende ændring:";"319";"1997";"Lov om inkassovirksomhed, som ændret senest ved § 10 i lov nr. 718 af 25. juni 2010,";"lov"
"I lov nr. 383 af 22. maj 1996 om skifte af dødsboer, som ændret senest ved § 84 i lov nr. 594 af 14. juni 2011, foretages følgende ændringer:";"383";"1996";"Lov om skifte af dødsboer, som ændret senest ved § 84 i lov nr. 594 af 14. juni 2011,";"lov"
"I lov nr. 293 af 24. april 1996 om visse civilretlige forhold m.v. ved pensionsopsparing i pengeinstitutter, som ændret ved § 2 i lov nr. 516 af 6. juni 2007 og § 9 i lov nr. 922 af 18. september 2012, foretages følgende ændring:";"293";"1996";"Lov om visse civilretlige forhold m.v. ved pensionsopsparing i pengeinstitutter";"lov"
"I lov nr. 181 af 28. februar 2007 om ændring af retsplejeloven og forskellige andre love (Gruppesøgsmål m.v.), som ændret ved § 1 i lov nr. 272 af 4. april 2011, foretages følgende ændring:";"181";"2007";"Lov om ændring af retsplejeloven og forskellige andre love (Gruppesøgsmål m.v.)";"lov"
"I lov nr. 603 af 12. juni 2013 om Offerfonden foretages følgende ændring:";"603";"2013";"Lov om Offerfonden";"lov"
"I lov nr. 552 af 6. juni 2007 om en Cityring, som ændret ved § 1 i lov nr. 526 af 27. maj 2013, foretages følgende ændringer:";"552";"2007";"Lov om en Cityring";"lov"
"I lov nr. 899 af 4. juli 2013 om ændring af SU-loven, lov om befordringsrabat til studerende ved videregående uddannelser og lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v. (Ændring af reglerne om støttetid, begrænsninger i adgangen til Statens Uddannelsesstøtte til ungdomsuddannelser, nye støttesatser for hjemmeboende, ændret satsregulering i perioden 2014-2021, øget støtte til befordringsgodtgørelse m.v.) foretages følgende ændringer:";"899";"2013";"Lov om ændring af SU-loven, lov om befordringsrabat til studerende ved videregående uddannelser og lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v. (Ændring af reglerne om støttetid, begrænsninger i adgangen til Statens Uddannelsesstøtte til ungdomsuddannelser, nye støttesatser for hjemmeboende, ændret satsregulering i perioden 2014-2021, øget støtte til befordringsgodtgørelse m.v.)";"lov"
"I lov nr. 477 af 17. juni 2008 om nedsættelse af statstilskuddet til kommuner ved forhøjelser af den kommunale skatteudskrivning, som ændret ved lov nr. 709 af 25. juni 2010, foretages følgende ændring:";"477";"2008";"Lov om nedsættelse af statstilskuddet til kommuner ved forhøjelser af den kommunale skatteudskrivning";"lov"
"I lov nr. 548 af 8. juni 2006 om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber, som ændret ved lov nr. 620 af 14. juni 2011, § 16 i lov nr. 1231 af 18. december 2012 og § 2 i lov nr. 1234 af 18. december 2012, foretages følgende ændringer:";"548";"2006";"Lov om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber";"lov"
