#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov nr. 1383 af 20. december 2004 om ændring af lov om finansiel virksomhed, lov om en garantifond for skadesforsikringsselskaber, lov om investeringsforeninger og specialforeninger samt andre kollektive investeringsordninger m.v., lov om forebyggende foranstaltninger mod hvidvaskning af penge og finansiering af terrorisme, lov om mærkning og skiltning med pris m.v. med flere love. (Mulighed for anvendelse af internationale regnskabsstandarder, indførelse af regler om solvensbehov, ændring af reglerne om tavshedspligt, harmonisering af ophørsreglerne, elektroniske penge, ændret opkrævningsmetode for en garantifond for skadesforsikringsselskaber, ændrede hæftelsesregler mellem investeringsforeningers afdelinger, overdragelse af kompetence vedrørende prismærkning til økonomi- og erhvervsministeren) foretages følgende ændring:";"1383";"2004";"Lov om ændring af lov om finansiel virksomhed, lov om en garantifond for skadesforsikringsselskaber, lov om investeringsforeninger og specialforeninger samt andre kollektive investeringsordninger m.v., lov om forebyggende foranstaltninger mod hvidvaskning af penge og finansiering af terrorisme, lov om mærkning og skiltning med pris m.v. med flere love. (Mulighed for anvendelse af internationale regnskabsstandarder, indførelse af regler om solvensbehov, ændring af reglerne om tavshedspligt, harmonisering af ophørsreglerne, elektroniske penge, ændret opkrævningsmetode for en garantifond for skadesforsikringsselskaber, ændrede hæftelsesregler mellem investeringsforeningers afdelinger, overdragelse af kompetence vedrørende prismærkning til økonomi- og erhvervsministeren)";"lov"
"I lov nr. 491 af 9. juni 2004 om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om erhvervsdrivende virksomheders aflæggelse af årsregnskab m.v. (årsregnskabsloven) med flere love. (Ændring af Finanstilsynets og Fondsrådets kompetenceområder, Fondsrådets sammensætning, kontrol af visse virksomheders overholdelse af regler for finansiel information, SE-selskaber) foretages følgende ændring:";"491";"2004";"Lov om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om erhvervsdrivende virksomheders aflæggelse af årsregnskab m.v. (årsregnskabsloven) med flere love. (Ændring af Finanstilsynets og Fondsrådets kompetenceområder, Fondsrådets sammensætning, kontrol af visse virksomheders overholdelse af regler for finansiel information, SE-selskaber)";"lov"
"I lov nr. 108 af 7. februar 2007 om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om aktieselskaber, årsregnskabsloven, lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme, lov om en garantifond for skadesforsikringsselskaber, lov om forsikringsformidling og forskellige andre love. (Gennemførelse af direktivet om markeder for finansielle instrumenter (MiFID-direktivet) og gennemsigtighedsdirektivet, oplysningskrav ved pengeoverførsler, indbetaling af bidrag til skadesgarantifonden, forsikringsagenters registrering m.v.) foretages følgende ændring:";"108";"2007";"Lov om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om aktieselskaber, årsregnskabsloven, lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme, lov om en garantifond for skadesforsikringsselskaber, lov om forsikringsformidling og forskellige andre love. (Gennemførelse af direktivet om markeder for finansielle instrumenter (MiFID-direktivet) og gennemsigtighedsdirektivet, oplysningskrav ved pengeoverførsler, indbetaling af bidrag til skadesgarantifonden, forsikringsagenters registrering m.v.)";"lov"
"I lov nr. 392 af 25. maj 2009 om ændring af lov om finansiel virksomhed og forskellige andre love. (Videregivelse af kundeoplysninger, outsourcing, oprettelse af andelsklasser og ændringer i hvidvaskloven m.v.) foretages følgende ændring:";"392";"2009";"Lov om ændring af lov om finansiel virksomhed og forskellige andre love. (Videregivelse af kundeoplysninger, outsourcing, oprettelse af andelsklasser og ændringer i hvidvaskloven m.v.)";"lov"
"I lov nr. 470 af 12. juni 2009 om aktie- og anpartsselskaber (selskabsloven), som ændret ved § 1 i lov nr. 159 af 16. februar 2010, § 20 i lov nr. 718 af 25. juni 2010 og § 2 i lov nr. 720 af 25. juni 2010, foretages følgende ændringer:";"470";"2009";"Lov om aktie- og anpartsselskaber (selskabsloven)";"lov"
"I lov nr. 718 af 25. juni 2010 om ændring af konkursloven og forskellige andre love. (Rekonstruktion m.v.) foretages følgende ændring:";"718";"2010";"Lov om ændring af konkursloven og forskellige andre love. (Rekonstruktion m.v.)";"lov"
"I lov nr. 720 af 25. juni 2010 om ændring af års­regn­skabsloven og selskabsloven. (Lempelse af re­vi­sions­pligten) foretages følgende ændring:";"720";"2010";"Lov om ændring af års­regn­skabsloven og selskabsloven. (Lempelse af re­vi­sions­pligten)";"lov"
"I lov nr. 513 af 7. juni 2006 om ændring af opkrævningsloven, selskabsskatteloven og forskellige andre love. (Opkrævning via én skattekonto), som ændret ved § 7 i lov nr. 1338 af 19. december 2008, foretages følgende ændringer:";"513";"2006";"Lov om ændring af opkrævningsloven, selskabsskatteloven og forskellige andre love. (Opkrævning via én skattekonto)";"lov"
"I lov nr. 527 af 17. juni 2008 om ændring af forskellige skattelove. (Modernisering af skatteadministrationen) foretages følgende ændring:";"527";"2008";"Lov om ændring af forskellige skattelove. (Modernisering af skatteadministrationen)";"lov"
"I lov nr. 625 af 11. juni 2010 om ændring af pensionsbeskatningsloven. (Afskæring af fradragsret for nye indbetalinger til en kapitalpension efter udbetaling af en kapitalpension, undtagelse af indeksordninger fra loftet på 100.000 kr. for fradragsberettigede indbetalinger m.v.) foretages følgende ændring:";"625";"2010";"Lov om ændring af pensionsbeskatningsloven. (Afskæring af fradragsret for nye indbetalinger til en kapitalpension efter udbetaling af en kapitalpension, undtagelse af indeksordninger fra loftet på 100.000 kr. for fradragsberettigede indbetalinger m.v.)";"lov"
"I lov nr. 722 af 25. juni 2010 om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter og forskellige andre love. (Ændringer i elpatronordningen, udvidelse af solcelleordningen i elafgiftsloven og afgift på andre klimagasser end CO 2 m.v.) foretages følgende ændringer:";"722";"2010";"Lov om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter og forskellige andre love. (Ændringer i elpatronordningen, udvidelse af solcelleordningen i elafgiftsloven og afgift på andre klimagasser end CO 2 m.v.)";"lov"
"I lov nr. 475 af 17. juni 2008 om pædagogikum i de gymnasiale uddannelser foretages følgende ændring:";"475";"2008";"Lov om pædagogikum i de gymnasiale uddannelser";"lov"
"I lov nr. 475 af 17. juni 2008 om pædagogikum i de gymnasiale uddannelser foretages følgende ændringer:";"475";"2008";"Lov om pædagogikum i de gymnasiale uddannelser";"lov"
"I lov nr. 470 af 12. juni 2009 om aktie- og anpartsselskaber (selskabsloven) foretages følgende ændringer:";"470";"2009";"Lov om aktie- og anpartsselskaber (selskabsloven)";"lov"
"I lov nr. 516 af 12. juni 2009 om ændring af årsregnskabsloven, lov om finansiel virksomhed og forskellige andre love. (Ændringer som følge af selskabsloven), som ændret ved § 3 i lov nr. 1273 af 16. december 2009 og § 15 i lov nr. 1278 af 16. december 2009, foretages følgende ændring:";"516";"2009";"Lov om ændring af årsregnskabsloven, lov om finansiel virksomhed og forskellige andre love. (Ændringer som følge af selskabsloven)";"lov"
"I lov nr. 563 af 9. juni 2006 om sygedagpenge, som ændret bl.a. ved § 1 i lov nr. 480 af 12. juni 2009 og senest ved § 2 i lov nr. 701 af 25. juni 2010, foretages følgende ændringer:";"563";"2006";"Lov om sygedagpenge, som ændret bl.a. ved § 1 i lov nr. 480 af 12. juni 2009 og senest ved § 2 i lov nr. 701 af 25. juni 2010,";"lov"
"I lov nr. 563 af 9. juni 2006 om sygedagpenge, som ændret bl.a. ved § 1 i lov nr. 1545 af 20. december 2006 og lov nr. 389 af 27. maj 2008 og senest ved § 2 i lov nr. 701 af 25. juni 2010, foretages følgende ændringer:";"563";"2006";"Lov om sygedagpenge, som ændret bl.a. ved § 1 i lov nr. 1545 af 20. december 2006 og lov nr. 389 af 27. maj 2008 og senest ved § 2 i lov nr. 701 af 25. juni 2010,";"lov"
"I lov nr. 482 af 12. juni 2009 om ændring af lov om arbejdsløshedsforsikring m.v., lov om retssikkerhed og administration på det sociale område og forskellige andre love. (Sammenlægning af Arbejdsmarkedets Ankenævn med Ankestyrelsens Beskæftigelsesudvalg, finansiering af arbejdsløshedsdagpenge, arbejdsløshedskassernes vej­led­nings­pligt og tilsyn med kommunerne m.v.) foretages følgende ændring:";"482";"2009";"Lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om retssikkerhed og administration på det sociale område og forskellige andre love. (Sammenlægning af Arbejdsmarkedets Ankenævn med Ankestyrelsens Beskæftigelsesudvalg, finansiering af arbejdsløshedsdagpenge, arbejdsløshedskassernes vej­led­nings­pligt og tilsyn med kommunerne m.v.)";"lov"
"I lov nr. 555 af 6. juni 2007 om et Energiteknologisk Udviklings- og Demonstrationsprogram foretages følgende ændringer:";"555";"2007";"Lov om et Energiteknologisk Udviklings- og Demonstrationsprogram";"lov"
"I lov nr. 468 af 12. juni 2009 om bæredygtige biobrændstoffer foretages følgende ændringer:";"468";"2009";"Lov om bæredygtige biobrændstoffer";"lov"
"I lov nr. 483 af 11. maj 2010 om Natur- og Miljøklagenævnet foretages følgende ændringer:";"483";"2010";"Lov om Natur- og Miljøklagenævnet";"lov"
"I lov nr. 484 af 11. maj 2010 om ændring af lov om naturbeskyttelse, lov om miljøbeskyttelse og forskellige andre love. (Ændringer som følge af lov om Natur- og Miljøklagenævnet m.v.) foretages følgende ændring:";"484";"2010";"Lov om ændring af lov om naturbeskyttelse, lov om miljøbeskyttelse og forskellige andre love. (Ændringer som følge af lov om Natur- og Miljøklagenævnet m.v.)";"lov"
"I lov nr. 403 af 8. maj 2006 om et indkomstregister, som ændret senest ved § 2 i lov nr. 702 af 25. juni 2010, foretages følgende ændring:";"403";"2006";"Lov om et indkomstregister, som ændret senest ved § 2 i lov nr. 702 af 25. juni 2010,";"lov"
"I lov nr. 624 af 11. juni 2010 om ændring af lov om en børnefamilieydelse og forskellige andre love. (Ungeydelse for 15-17-årige, mulighed for at standse ungeydelsen m.v.), som ændret ved § 5 i lov nr. 725 af 25. juni 2010, foretages følgende ændringer:";"624";"2010";"Lov om ændring af lov om en børnefamilieydelse og forskellige andre love. (Ungeydelse for 15-17-årige, mulighed for at standse ungeydelsen m.v.)";"lov"
"I lov nr. 1218 af 14. december 2009 om ændring af lov om Arbejdsgivernes Elevrefusion og lov om erhvervsuddannelser. (Justering af præmie, løntilskud og bonus, adgang til skolepraktik og til skoleundervisning og tilskud til praktikvirksomheder), som ændret ved § 2 i lov nr. 1230 af 2. november 2010, foretages følgende ændring:";"1218";"2009";"Lov om ændring af lov om Arbejdsgivernes Elevrefusion og lov om erhvervsuddannelser. (Justering af præmie, løntilskud og bonus, adgang til skolepraktik og til skoleundervisning og tilskud til praktikvirksomheder)";"lov"
"I lov nr. 526 af 24. juni 2005 om fødevarer, som ændret bl.a. ved § 1 i lov nr. 1549 af 20. december 2006 og lov nr. 96 af 10. februar 2009 og senest ved lov nr. 488 af 12. juni 2009, foretages følgende ændringer:";"526";"2005";"Lov om fødevarer, som ændret bl.a. ved § 1 i lov nr. 1549 af 20. december 2006 og lov nr. 96 af 10. februar 2009 og senest ved lov nr. 488 af 12. juni 2009,";"lov"
"I lov nr. 535 af 24. juni 2005 om jordfordeling og offentligt køb og salg af fast ejendom til jordbrugsmæssige formål m.m. (jordfordelingsloven), som ændret ved § 4 i lov nr. 536 af 24. juni 2005, § 65 i lov nr. 538 af 8. juni 2006, lov nr. 1553 af 20. december 2006 og § 54 i lov nr. 1336 af 19. december 2008, foretages følgende ændringer:";"535";"2005";"Lov om jordfordeling og offentligt køb og salg af fast ejendom til jordbrugsmæssige formål m.m. (jordfordelingsloven)";"lov"
"I lov nr. 563 af 9. juni 2006 om sygedagpenge, som ændret bl.a. ved § 1 i lov nr. 1545 af 20. december 2006, § 17 i lov nr. 523 af 6. juni 2007 og § 1 i lov nr. 480 af 12. juni 2009 og senest ved § 7 i lov nr. 483 af 12. juni 2009, foretages følgende ændringer:";"563";"2006";"Lov om sygedagpenge, som ændret bl.a. ved § 1 i lov nr. 1545 af 20. december 2006, § 17 i lov nr. 523 af 6. juni 2007 og § 1 i lov nr. 480 af 12. juni 2009 og senest ved § 7 i lov nr. 483 af 12. juni 2009,";"lov"
"I lov nr. 225 af 31. maj 1968 om anmeldelse af fødsler og dødsfald, som ændret ved § 12 i lov nr. 279 af 26. maj 1976 og lov nr. 235 af 2. april 1997, foretages følgende ændringer:";"225";"1968";"Lov om anmeldelse af fødsler og dødsfald";"lov"
"I lov nr. 417 af 8. maj 2006 om barseludligning på det private arbejdsmarked (barseludligningsloven) foretages følgende ændring:";"417";"2006";"Lov om barseludligning på det private arbejdsmarked (barseludligningsloven)";"lov"
"I lov nr. 574 af 9. juni 2006 om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser), som ændret ved § 2 i lov nr. 543 af 17. juni 2008, lov nr. 1409 af 27. december 2008 og § 3 i lov nr. 48 af 28. januar 2009, foretages følgende ændringer:";"574";"2006";"Lov om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser)";"lov"
"I lov nr. 574 af 9. juni 2006 om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser), som ændret ved § 2 i lov nr. 543 af 17. juni 2008, lov nr. 1409 af 27. december 2008 og § 3 i lov nr. 48 af 28. januar 2009, og som ændres ved § 2 i det af Folketinget den 23. marts 2010 vedtagne forslag til lov om ændring af lov om friskoler og private grundskoler m.v. og lov om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser). (Krav til antal elever på klassetrin m.v.), foretages følgende ændringer:";"574";"2006";"Lov om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser)";"lov"
"I lov nr. 379 af 25. april 2007 om ændring af udlændingeloven og lov om aktiv socialpolitik. (Ind­vandrings­prøve, integrationseksamen, opholdstilladelse med henblik på at søge beskæftigelse m.v.) foretages følgende ændringer:";"379";"2007";"Lov om ændring af udlændingeloven og lov om aktiv socialpolitik. (Ind­vandrings­prøve, integrationseksamen, opholdstilladelse med henblik på at søge beskæftigelse m.v.)";"lov"
"I lov nr. 433 af 9. juni 2004 om dyrlæger, som ændret senest ved lov nr. 411 af 28. maj 2009, foretages følgende ændringer:";"433";"2004";"Lov om dyrlæger, som ændret senest ved lov nr. 411 af 28. maj 2009,";"lov"
"I lov nr. 432 af 9. juni 2004 om hold af dyr, som ændret ved § 12 i lov nr. 404 af 1. juni 2006, § 30 i lov nr. 431 af 6. juni 2005, § 1 i lov nr. 105 af 20. februar 2006 og § 53 i lov nr. 1336 af 19. december 2008, foretages følgende ændring:";"432";"2004";"Lov om hold af dyr";"lov"
"I lov nr. 433 af 9. juni 2004 om dyrlæger, som ændret senest ved lov nr. 411 af 28. maj 2009, foretages følgende ændringer:";"433";"2004";"Lov om dyrlæger, som ændret senest ved lov nr. 411 af 28. maj 2009,";"lov"
"I lov nr. 432 af 9. juni 2004 om hold af dyr, som ændret ved § 12 i lov nr. 404 af 1. juni 2006, § 30 i lov nr. 431 af 6. juni 2005, § 1 i lov nr. 105 af 20. februar 2006 og § 53 i lov nr. 1336 af 19. december 2008, foretages følgende ændringer:";"432";"2004";"Lov om hold af dyr";"lov"
"I lov nr. 440 af 14. juni 1995 om Blødererstatningsfonden, som ændret ved § 29 i lov nr. 386 af 22. maj 1996 og § 37 i lov nr. 980 af 17. december 1997, foretages følgende ændringer:";"440";"1995";"Lov om Blødererstatningsfonden";"lov"
"I lov nr. 1261 af 16. december 2009 om Den Europæiske Politienhed (Europol) foretages følgende ændring:";"1261";"2009";"Lov om Den Europæiske Politienhed (Europol)";"lov"
"I lov nr. 479 af 17. juni 2008 om ændring af lov om Det Centrale Dna-profil-register, retsplejeloven, lov om registrering af køretøjer og lov om konkurrence- og forbrugerforhold på telemarkedet. (Gennemførelse af Prümafgørelsen om udveksling af oplysninger om dna-profiler, fingeraftryk og køretøjer) foretages følgende ændring:";"479";"2008";"Lov om ændring af lov om Det Centrale Dna-profil-register, retsplejeloven, lov om registrering af køretøjer og lov om konkurrence- og forbrugerforhold på telemarkedet. (Gennemførelse af Prümafgørelsen om udveksling af oplysninger om dna-profiler, fingeraftryk og køretøjer)";"lov"
"I lov nr. 434 af 31. maj 2000 om Det Centrale Dna-profil-register, som ændret bl.a. ved § 1 i lov nr. 369 af 24. maj 2005 og senest ved § 1 i lov nr. 479 af 17. juni 2008, foretages følgende ændringer:";"434";"2000";"Lov om Det Centrale Dna-profil-register, som ændret bl.a. ved § 1 i lov nr. 369 af 24. maj 2005 og senest ved § 1 i lov nr. 479 af 17. juni 2008,";"lov"
"I lov nr. 87 af 30. januar 2007 om Forebyggelsesfonden, som ændret ved lov nr. 345 af 5. maj 2009, foretages følgende ændringer:";"87";"2007";"Lov om Forebyggelsesfonden";"lov"
"I lov nr. 522 af 24. juni 2005 om ansvaret for og styringen af den aktive beskæftigelsesindsats, som ændret bl.a. ved § 1 i lov nr. 404 af 8. maj 2006 og senest ved § 1 i lov nr. 483 af 12. juni 2009, foretages følgende ændringer:";"522";"2005";"Lov om ansvaret for og styringen af den aktive beskæftigelsesindsats, som ændret bl.a. ved § 1 i lov nr. 404 af 8. maj 2006 og senest ved § 1 i lov nr. 483 af 12. juni 2009,";"lov"
"I lov nr. 53 af 31. januar 2001 om visse aspekter af Danmarks Eksportråds virke foretages følgende ændringer:";"53";"2001";"Lov om visse aspekter af Danmarks Eksportråds virke";"lov"
"I lov nr. 533 af 6. juni 2007 om nationalparker, som ændret ved § 30 i lov nr. 1336 af 19. december 2008, foretages følgende ændringer:";"533";"2007";"Lov om nationalparker";"lov"
"I lov nr. 469 af 12. juni 2009 om vandsektorens organisering og økonomiske forhold, som ændret ved § 1 i lov nr. 1518 af 27. december 2009, foretages følgende ændringer:";"469";"2009";"Lov om vandsektorens organisering og økonomiske forhold";"lov"
"I lov nr. 466 af 17. juni 2008 om undersøgelse, forebyggelse og afhjælpning af miljøskader (miljøskadeloven), som ændret ved § 37 i lov nr. 1336 af 19. december 2008, foretages følgende ændringer:";"466";"2008";"Lov om undersøgelse, forebyggelse og afhjælpning af miljøskader (miljøskadeloven)";"lov"
"I lov nr. 1505 af 27. december 2009 om vurdering og styring af oversvømmelsesrisikoen fra vandløb og søer foretages følgende ændringer:";"1505";"2009";"Lov om vurdering og styring af oversvømmelsesrisikoen fra vandløb og søer";"lov"
"I lov nr. 173 af 12. marts 2008 om ændring af lov om miljøbeskyttelse og forskellige andre love. (Strafskærpelse m.v.) foretages følgende ændringer:";"173";"2008";"Lov om ændring af lov om miljøbeskyttelse og forskellige andre love. (Strafskærpelse m.v.)";"lov"
