#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov nr. 1563 af 15. december 2015 om ændring af lov om finansiel virksomhed, lov om investeringsforeninger m.v., lov om værdipapirhandel m.v. og forskellige andre love (Gennemførelse af UCITS V-direktivet, indfasning af nyt likviditetsdækningskrav for penge- og realkreditinstitutter og hjemmel for Finanstilsynet til at indsamle og offentliggøre priser på boliglån) foretages følgende ændringer:";"1563";"2015";"om ændring af lov om finansiel virksomhed, lov om investeringsforeninger m.v., lov om værdipapirhandel m.v. og forskellige andre love (Gennemførelse af UCITS V-direktivet, indfasning af nyt likviditetsdækningskrav for penge- og realkreditinstitutter og hjemmel for Finanstilsynet til at indsamle og offentliggøre priser på boliglån) foretages følgende ændringer";"lov"
"I lov nr. 532 af 29. april 2015 om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om kreditaftaler, lov om finansielle rådgivere, lov om pantebrevsselskaber, lov om realkreditlån og realkreditobligationer m.v. og forskellige andre love (Ret til basal indlånskonto, gennemførelse af ændringer til gennemsigtighedsdirektivet, modernisering af reglerne for indsendelse af årsrapporter, udvidelse af forsikringsselskabers drift af anden virksomhed, præcisering af regulering af refinansieringsrisiko for realkreditobligationer m.v. og gennemførelse af boligkreditdirektivet m.v.) foretages følgende ændringer:";"532";"2015";"om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om kreditaftaler, lov om finansielle rådgivere, lov om pantebrevsselskaber, lov om realkreditlån og realkreditobligationer m.v. og forskellige andre love (Ret til basal indlånskonto, gennemførelse af ændringer til gennemsigtighedsdirektivet, modernisering af reglerne for indsendelse af årsrapporter, udvidelse af forsikringsselskabers drift af anden virksomhed, præcisering af regulering af refinansieringsrisiko for realkreditobligationer m.v. og gennemførelse af boligkreditdirektivet m.v.) foretages følgende ændringer";"lov"
"I lov nr. 631 af 8. juni 2016 om ændring af revisorloven og forskellige andre love (Gennemførelse af ændringer i revisordirektivet og valgmuligheder i forordningen om særlige krav til revision af virksomheder af interesse for offentligheden) foretages følgende ændring:";"631";"2016";"om ændring af revisorloven og forskellige andre love (Gennemførelse af ændringer i revisordirektivet og valgmuligheder i forordningen om særlige krav til revision af virksomheder af interesse for offentligheden) foretages følgende ændring";"lov"
"I lov nr. 1353 af 21. december 2012 om ændring af lov om afgift af elektricitet og forskellige andre love og om ophævelse af lov om ændring af lov om afgift af affald og råstoffer (Godtgørelse af elafgift for el forbrugt til opladning af batterier til registrerede elbiler, lempelse vedrørende komfortkøling, dagsbeviser for varebiler samt teknisk justering af energiafgifter m.v. og ophævelse af reglerne om fritagelse for afgift af visse typer af affald fra egen cementproduktion), som ændret ved § 10 i lov nr. 903 af 4. juni 2013 og § 4 i lov nr. 1889 af 29. december 2015, foretages følgende ændringer:";"1353";"2012";"om ændring af lov om afgift af elektricitet og forskellige andre love og om ophævelse af lov om ændring af lov om afgift af affald og råstoffer (Godtgørelse af elafgift for el forbrugt til opladning af batterier til registrerede elbiler, lempelse vedrørende komfortkøling, dagsbeviser for varebiler samt teknisk justering af energiafgifter m.v. og ophævelse af reglerne om fritagelse for afgift af visse typer af affald fra egen cementproduktion), som ændret ved § 10 i lov nr. 903 af 4. juni 2013 og § 4 i lov nr. 1889 af 29. december 2015, foretages følgende ændringer";"lov"
"I lov nr. 1496 af 23. december 2014 om ændring af lov om dansk indfødsret (Accept af dobbelt statsborgerskab og betaling af gebyr i sager om dansk indfødsret), som ændret ved lov nr. 111 af 8. februar 2016, foretages følgende ændring:";"1496";"2014";"om ændring af lov om dansk indfødsret (Accept af dobbelt statsborgerskab og betaling af gebyr i sager om dansk indfødsret), som ændret ved lov nr. 111 af 8. februar 2016, foretages følgende ændring";"lov"
"I lov nr. 647 af 8. juni 2016 om ændring af lov om social service, lov om socialtilsyn og lov om folkeskolen (Konsekvensændringer som følge af lov om voksenansvar for anbragte børn og unge m.v.) foretages følgende ændring:";"647";"2016";"om ændring af lov om social service, lov om socialtilsyn og lov om folkeskolen (Konsekvensændringer som følge af lov om voksenansvar for anbragte børn og unge m.v.) foretages følgende ændring";"lov"
"I lov nr. 358 af 2. juni 1999 om ændring af adoptionsloven (International adoption) foretages følgende ændring:";"358";"1999";"om ændring af adoptionsloven (International adoption) foretages følgende ændring";"lov"
"I lov nr. 446 af 9. juni 2004 om ændring af lov om ægteskabs indgåelse og opløsning og forskellige andre love (Regelforenkling på det familieretlige område m.v.) foretages følgende ændring:";"446";"2004";"om ændring af lov om ægteskabs indgåelse og opløsning og forskellige andre love (Regelforenkling på det familieretlige område m.v.) foretages følgende ændring";"lov"
"I lov nr. 1743 af 22. december 2015 om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2019 foretages følgende ændringer:";"1743";"2015";"om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2019 foretages følgende ændringer";"lov"
"I lov nr. 641 af 12. juni 2013 om ændring af lov om fremme af vedvarende energi, lov om elforsyning og ligningsloven (Rammer for kystnære havvindmøller og revision af værditabs- og køberetsordningerne m.v.), som ændret ved § 3 i lov nr. 900 af 4. juli 2013 og § 5 i lov nr. 744 af 1. juni 2015, foretages følgende ændring:";"641";"2013";"om ændring af lov om fremme af vedvarende energi, lov om elforsyning og ligningsloven (Rammer for kystnære havvindmøller og revision af værditabs- og køberetsordningerne m.v.), som ændret ved § 3 i lov nr. 900 af 4. juli 2013 og § 5 i lov nr. 744 af 1. juni 2015, foretages følgende ændring";"lov"
"I lov nr. 469 af 12. juni 2009 om vandsektorens organisering og økonomiske forhold, som ændret bl.a. ved § 14 i lov nr. 484 af 11. maj 2010 og § 23 i lov nr. 580 af 18. juni 2012 og senest ved § 1 i lov nr. 132 af 16. februar 2016, foretages følgende ændringer:";"469";"2009";"om vandsektorens organisering og økonomiske forhold, som ændret bl.a. ved § 14 i lov nr. 484 af 11. maj 2010 og § 23 i lov nr. 580 af 18. juni 2012 og senest ved § 1 i lov nr. 132 af 16. februar 2016, foretages følgende ændringer";"lov"
"I lov nr. 427 af 18. maj 2016 om ændring af lov om miljøgodkendelse m.v. af husdyrbrug, lov om planlægning, lov om anvendelse af Danmarks undergrund, lov om fremme af vedvarende energi og forskellige andre love (Konsekvensændringer m.v. som følge af lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM)), foretages følgende ændringer:";"427";"2016";"om ændring af lov om miljøgodkendelse m.v. af husdyrbrug, lov om planlægning, lov om anvendelse af Danmarks undergrund, lov om fremme af vedvarende energi og forskellige andre love (Konsekvensændringer m.v. som følge af lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM)), foretages følgende ændringer";"lov"
"I lov nr. 1360 af 16. december 2014 om Landdistriktsfonden foretages følgende ændringer:";"1360";"2014";"om Landdistriktsfonden foretages følgende ændringer";"lov"
"I lov nr. 1361 af 16. december 2014 om Hav- og Fiskerifonden foretages følgende ændringer:";"1361";"2014";"om Hav- og Fiskerifonden foretages følgende ændringer";"lov"
"I lov nr. 425 af 18. maj 2016 om miljøvurdering af planer og programmer og af konkrete projekter (VVM) foretages følgende ændringer:";"425";"2016";"om miljøvurdering af planer og programmer og af konkrete projekter (VVM) foretages følgende ændringer";"lov"
"I lov nr. 1606 af 26. december 2013 om vandplanlægning foretages følgende ændringer:";"1606";"2013";"om vandplanlægning foretages følgende ændringer";"lov"
"I lov nr. 130 af 10. februar 2015 om Miljøteknologisk Udviklings- og Demonstrationsprogram foretages følgende ændringer:";"130";"2015";"om Miljøteknologisk Udviklings- og Demonstrationsprogram foretages følgende ændringer";"lov"
"I lov nr. 626 af 8. juni 2016 om ændring af lov om udstationering af lønmodtagere m.v., foretages følgende ændring:";"626";"2016";"om ændring af lov om udstationering af lønmodtagere m.v., foretages følgende ændring";"lov"
"I lov nr. 471 af 7. juni 2001 om forbud mod besøgende i bestemte lokaler, som ændret ved § 14 i lov nr. 538 af 8. juni 2006, foretages følgende ændringer:";"471";"2001";"om forbud mod besøgende i bestemte lokaler, som ændret ved § 14 i lov nr. 538 af 8. juni 2006, foretages følgende ændringer";"lov"
"I lov nr. 112 af 3. februar 2012 om tilhold, opholdsforbud og bortvisning, som ændret ved § 3 i lov nr. 434 af 1. maj 2013 og § 3 i lov nr. 633 af 12. juni 2013, foretages følgende ændringer:";"112";"2012";"om tilhold, opholdsforbud og bortvisning, som ændret ved § 3 i lov nr. 434 af 1. maj 2013 og § 3 i lov nr. 633 af 12. juni 2013, foretages følgende ændringer";"lov"
"I lov nr. 512 af 6. juni 2007 om røgfri miljøer, som ændret ved lov nr. 532 af 26. maj 2010 og lov nr. 607 af 18. juni 2012, foretages følgende ændring:";"512";"2007";"om røgfri miljøer, som ændret ved lov nr. 532 af 26. maj 2010 og lov nr. 607 af 18. juni 2012, foretages følgende ændring";"lov"
"I lov nr. 363 af 13. maj 2009 om hæftelse for børns erstatningsansvar foretages følgende ændringer:";"363";"2009";"om hæftelse for børns erstatningsansvar foretages følgende ændringer";"lov"
"I lov nr. 1606 af 26. december 2013 om vandplanlægning foretages følgende ændringer:";"1606";"2013";"om vandplanlægning foretages følgende ændringer";"lov"
"I lov nr. 609 af 12. juni 2013 om elektrificering af jernbanen, som ændret ved § 5 i lov nr. 658 af 8. juni 2016, foretages følgende ændringer:";"609";"2013";"om elektrificering af jernbanen, som ændret ved § 5 i lov nr. 658 af 8. juni 2016, foretages følgende ændringer";"lov"
"I lov nr. 658 af 8. juni 2016 om ændring af lov om offentlige veje m.v., jernbaneloven og forskellige andre love (Implementering af VVM-direktivet for statslige vej- og jernbaneprojekter samt havneprojekter) foretages følgende ændring:";"658";"2016";"om ændring af lov om offentlige veje m.v., jernbaneloven og forskellige andre love (Implementering af VVM-direktivet for statslige vej- og jernbaneprojekter samt havneprojekter) foretages følgende ændring";"lov"
"I lov nr. 588 af 24. juni 2005 om Sund og Bælt Holding A/S, som ændret ved § 1 i lov nr. 581 af 4. maj 2015 og § 126 i lov nr. 686 af 27. maj 2015, foretages følgende ændringer:";"588";"2005";"om Sund og Bælt Holding A/S, som ændret ved § 1 i lov nr. 581 af 4. maj 2015 og § 126 i lov nr. 686 af 27. maj 2015, foretages følgende ændringer";"lov"
"I lov nr. 555 af 18. juni 2012 om internationalt udviklingssamarbejde, som ændret ved § 1 i lov nr. 1464 af 17. december 2013, foretages følgende ændringer:";"555";"2012";"om internationalt udviklingssamarbejde, som ændret ved § 1 i lov nr. 1464 af 17. december 2013, foretages følgende ændringer";"lov"
"I lov nr. 632 af 12. maj 2015 om udbud af ungdomsuddannelser i udlandet foretages følgende ændring:";"632";"2015";"om udbud af ungdomsuddannelser i udlandet foretages følgende ændring";"lov"
"I lov nr. 609 af 6. maj 2015 om kommunale internationale grundskoler foretages følgende ændringer:";"609";"2015";"om kommunale internationale grundskoler foretages følgende ændringer";"lov"
"I lov nr. 614 af 8. juni 2016 om kommunale særlige tilbud om grundskoleundervisning til visse udenlandske børn og unge foretages følgende ændringer:";"614";"2016";"om kommunale særlige tilbud om grundskoleundervisning til visse udenlandske børn og unge foretages følgende ændringer";"lov"
"I lov nr. 454 af 22. maj 2006 om det europæiske andelsselskab (SCE-loven), som ændret ved § 7 i lov nr. 516 af 12. juni 2009 og § 9 i lov nr. 634 af 12. juni 2013, foretages følgende ændringer:";"454";"2006";"om det europæiske andelsselskab (SCE-loven), som ændret ved § 7 i lov nr. 516 af 12. juni 2009 og § 9 i lov nr. 634 af 12. juni 2013, foretages følgende ændringer";"lov"
"I lov nr. 940 af 20. december 1999 om retshjælp til indgivelse og førelse af klagesager for internationale klageorganer i henhold til menneskerettighedskonventioner foretages følgende ændringer:";"940";"1999";"om retshjælp til indgivelse og førelse af klagesager for internationale klageorganer i henhold til menneskerettighedskonventioner foretages følgende ændringer";"lov"
"I lov nr. 994 af 30. august 2015 om kommunernes finansiering af visse offentlige ydelser udbetalt af kommunerne, Udbetaling Danmark og arbejdsløsheds­kasserne, som ændret ved § 15 i lov nr. 1000 af 30. august 2015, foretages følgende ændringer:";"994";"2015";"om kommunernes finansiering af visse offentlige ydelser udbetalt af kommunerne, Udbetaling Danmark og arbejdsløsheds­kasserne, som ændret ved § 15 i lov nr. 1000 af 30. august 2015, foretages følgende ændringer";"lov"
"I lov nr. 1000 af 30. august 2015 om ændring af lov om en aktiv socialpolitik, lov om aktiv beskæftigelsesindsats, integrationsloven og forskellige andre love (Indførelse af en integrationsydelse, ændring af reglerne om ret til uddannelses- og kontanthjælp m.v.) foretages følgende ændring:";"1000";"2015";"om ændring af lov om en aktiv socialpolitik, lov om aktiv beskæftigelsesindsats, integrationsloven og forskellige andre love (Indførelse af en integrationsydelse, ændring af reglerne om ret til uddannelses- og kontanthjælp m.v.) foretages følgende ændring";"lov"
"I lov nr. 336 af 2. april 2014 om erstatning og godtgørelse til tidligere udsendte soldater og andre statsansatte med sent diagnosticeret posttraumatisk belastningsreaktion foretages følgende ændringer:";"336";"2014";"om erstatning og godtgørelse til tidligere udsendte soldater og andre statsansatte med sent diagnosticeret posttraumatisk belastningsreaktion foretages følgende ændringer";"lov"
"I lov nr. 468 af 17. juni 2008 om godkendte revisorer og revisionsvirksomheder (revisorloven), som ændret senest ved § 4 i lov nr. 1563 af 15. december 2015, foretages følgende ændring:";"468";"2008";"om godkendte revisorer og revisionsvirksomheder (revisorloven), som ændret senest ved § 4 i lov nr. 1563 af 15. december 2015, foretages følgende ændring";"lov"
"I lov nr. 240 af 8. april 1992 om ophævelse af lov om erstatning for skader ved LSD-behandling og om ændring af ligningsloven foretages følgende ændring:";"240";"1992";"om ophævelse af lov om erstatning for skader ved LSD-behandling og om ændring af ligningsloven foretages følgende ændring";"lov"
"I lov nr. 1345 af 21. december 2012 om afgift af bidraget til Arbejdsmarkedets Erhvervssygdomssikring og af arbejdsulykkeserstatninger m.v., som ændret ved § 3 i lov nr. 1810 af 23. december 2015, foretages følgende ændringer:";"1345";"2012";"om afgift af bidraget til Arbejdsmarkedets Erhvervssygdomssikring og af arbejdsulykkeserstatninger m.v., som ændret ved § 3 i lov nr. 1810 af 23. december 2015, foretages følgende ændringer";"lov"
"I lov nr. 179 af 24. februar 2015 om ændring af lov om planlægning og lov om naturbeskyttelse (Opfølgning på dele af Naturplan Danmark om etablering af et Grønt Danmarkskort, forbud mod gødskning og sprøjtning på § 3-beskyttede arealer og indførelse af et vejlende bødeniveau for overtrædelse af naturbeskyttelsesloven m.v.) foretages følgende ændring:";"179";"2015";"om ændring af lov om planlægning og lov om naturbeskyttelse (Opfølgning på dele af Naturplan Danmark om etablering af et Grønt Danmarkskort, forbud mod gødskning og sprøjtning på § 3-beskyttede arealer og indførelse af et vejlende bødeniveau for overtrædelse af naturbeskyttelsesloven m.v.) foretages følgende ændring";"lov"
"I lov nr. 1362 af 16. december 2014 om videregående kunstneriske uddannelsesinstitutioner under Kulturministeriet foretages følgende ændringer:";"1362";"2014";"om videregående kunstneriske uddannelsesinstitutioner under Kulturministeriet foretages følgende ændringer";"lov"
"I lov nr. 1482 af 23. december 2014 om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret ved § 3 i lov nr. 1868 af 29. december 2015, foretages følgende ændring:";"1482";"2014";"om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret ved § 3 i lov nr. 1868 af 29. december 2015, foretages følgende ændring";"lov"
"I lov nr. 574 af 4. maj 2015 om statstilskud til elintensive virksomheder foretages følgende ændringer:";"574";"2015";"om statstilskud til elintensive virksomheder foretages følgende ændringer";"lov"
"I lov nr. 593 af 14. juni 2011 om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter, som ændret ved lov nr. 604 af 18. juni 2012 og § 6 i lov nr. 310 af 29. marts 2014, foretages følgende ændringer:";"593";"2011";"om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter, som ændret ved lov nr. 604 af 18. juni 2012 og § 6 i lov nr. 310 af 29. marts 2014, foretages følgende ændringer";"lov"
"I lov nr. 440 af 9. juni 2004 om Det Etiske Råd, som ændret ved § 16 i lov nr. 545 af 24. juni 2005, § 45 i lov nr. 593 af 14. juni 2011, § 2 i lov nr. 559 af 18. juni 2012 og § 2 i lov nr. 601 af 18. juni 2012, foretages følgende ændring:";"440";"2004";"om Det Etiske Råd, som ændret ved § 16 i lov nr. 545 af 24. juni 2005, § 45 i lov nr. 593 af 14. juni 2011, § 2 i lov nr. 559 af 18. juni 2012 og § 2 i lov nr. 601 af 18. juni 2012, foretages følgende ændring";"lov"
"I lov nr. 1482 af 23. december 2014 om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret ved § 3 i lov nr. 1868 af 29. december 2015 og § 2 i lov nr. 456 af 25. maj 2016, foretages følgende ændringer:";"1482";"2014";"om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret ved § 3 i lov nr. 1868 af 29. december 2015 og § 2 i lov nr. 456 af 25. maj 2016, foretages følgende ændringer";"lov"
"I lov nr. 1482 af 23. december 2014 om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret senest ved § 2 i lov nr. 456 af 25. maj 2016, foretages følgende ændringer:";"1482";"2014";"om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret senest ved § 2 i lov nr. 456 af 25. maj 2016, foretages følgende ændringer";"lov"
"I lov nr. 1528 af 21. december 2010 om arbejdsskadesikring i Grønland, som ændret ved lov nr. 1568 af 15. december 2015, foretages følgende ændringer:";"1528";"2010";"om arbejdsskadesikring i Grønland, som ændret ved lov nr. 1568 af 15. december 2015, foretages følgende ændringer";"lov"
"I lov nr. 324 af 11. april 2012 om Udbetaling Danmark, som ændret ved § 1 i lov nr. 494 af 21. maj 2013, § 12 i lov nr. 552 af 2. juni 2014, § 1 i lov nr. 523 af 29. april 2015 og § 36 i lov nr. 994 af 30. august 2015, foretages følgende ændringer:";"324";"2012";"om Udbetaling Danmark, som ændret ved § 1 i lov nr. 494 af 21. maj 2013, § 12 i lov nr. 552 af 2. juni 2014, § 1 i lov nr. 523 af 29. april 2015 og § 36 i lov nr. 994 af 30. august 2015, foretages følgende ændringer";"lov"
"I lov nr. 1499 af 27. december 2009 om forhøjelse af hædersgaver foretages følgende ændring:";"1499";"2009";"om forhøjelse af hædersgaver foretages følgende ændring";"lov"
"I lov nr. 994 af 30. august 2015 om kommunernes finansiering af visse offentlige ydelser udbetalt af kommunerne, Udbetaling Danmark og arbejdsløshedskasserne, som ændret ved § 15 i lov nr. 1000 af 30. august 2015 og § 3 i lov nr. 296 af 22. marts 2016, foretages følgende ændring:";"994";"2015";"om kommunernes finansiering af visse offentlige ydelser udbetalt af kommunerne, Udbetaling Danmark og arbejdsløshedskasserne, som ændret ved § 15 i lov nr. 1000 af 30. august 2015 og § 3 i lov nr. 296 af 22. marts 2016, foretages følgende ændring";"lov"
"I lov nr. 178 af 29. april 1970 om pensioner efter tidligere love om vederlag og pension m.v. for ministre, som ændret ved § 4 i lov nr. 447 af 30. juni 1993, foretages følgende ændring:";"178";"1970";"om pensioner efter tidligere love om vederlag og pension m.v. for ministre, som ændret ved § 4 i lov nr. 447 af 30. juni 1993, foretages følgende ændring";"lov"
"I lov nr. 903 af 16. december 1998 om afvikling af Kongeriget Danmarks Hypotekbank og Finansforvaltning foretages følgende ændring:";"903";"1998";"om afvikling af Kongeriget Danmarks Hypotekbank og Finansforvaltning foretages følgende ændring";"lov"
"I lov nr. 255 af 12. april 2000 om statstilskud til zoologiske anlæg, som ændret ved § 15 i lov nr. 1531 af 21. december 2010, foretages følgende ændring:";"255";"2000";"om statstilskud til zoologiske anlæg, som ændret ved § 15 i lov nr. 1531 af 21. december 2010, foretages følgende ændring";"lov"
"I lov nr. 458 af 8. maj 2013 om Statens Kunstfonds virksomhed foretages følgende ændring:";"458";"2013";"om Statens Kunstfonds virksomhed foretages følgende ændring";"lov"
"I lov nr. 580 af 4. maj 2015 om ændring af lov om apoteksvirksomhed og lov om tinglysning (Friere adgang til oprettelse m.v. af apoteksfilialer, veterinærafdelinger og apoteksudsalg, ændret procedure for Sundhedsstyrelsens meddelelse af apotekerbevilling og bidrag ved ansættelse af sygehusapotekere, ophævelse af apotekeres adgang til statsgaranti ved lånoptagelse m.v.) foretages følgende ændringer:";"580";"2015";"om ændring af lov om apoteksvirksomhed og lov om tinglysning (Friere adgang til oprettelse m.v. af apoteksfilialer, veterinærafdelinger og apoteksudsalg, ændret procedure for Sundhedsstyrelsens meddelelse af apotekerbevilling og bidrag ved ansættelse af sygehusapotekere, ophævelse af apotekeres adgang til statsgaranti ved lånoptagelse m.v.) foretages følgende ændringer";"lov"
"I lov nr. 248 af 6. juni 1985 om omprioritering m.m. af visse almennyttige boligafdelinger og om ændring af lov om realkreditinstitutter og lov om boligbyggeri, som ændret ved § 2 i lov nr. 192 af 29. marts 1989, foretages følgende ændring:";"248";"1985";"om omprioritering m.m. af visse almennyttige boligafdelinger og om ændring af lov om realkreditinstitutter og lov om boligbyggeri, som ændret ved § 2 i lov nr. 192 af 29. marts 1989, foretages følgende ændring";"lov"
"I lov nr. 900 af 4. juli 2013 om ændring af lov om fremme af vedvarende energi (Ændring af støtte til visse solcelleanlæg) foretages følgende ændring:";"900";"2013";"om ændring af lov om fremme af vedvarende energi (Ændring af støtte til visse solcelleanlæg) foretages følgende ændring";"lov"
"I lov nr. 468 af 17. juni 2008 om godkendte revisorer og revisionsvirksomheder, som ændret bl.a. ved § 3 i lov nr. 516 af 12. juni 2009, § 8 i lov nr. 1231 af 18. december 2012, § 2 i lov nr. 1232 af 18. december 2012, § 1 i lov nr. 617 af 12. juni 2013, § 11 i lov nr. 634 af 12. juni 2013, § 20 i lov nr. 403 af 28. april 2014, § 10 i lov nr. 1490 af 23. december 2014 og § 4 i lov nr. 1563 af 15. december 2015 og senest ved § 14 i lov nr. 395 af 2. maj 2016, foretages følgende ændringer:";"468";"2008";"om godkendte revisorer og revisionsvirksomheder, som ændret bl.a. ved § 3 i lov nr. 516 af 12. juni 2009, § 8 i lov nr. 1231 af 18. december 2012, § 2 i lov nr. 1232 af 18. december 2012, § 1 i lov nr. 617 af 12. juni 2013, § 11 i lov nr. 634 af 12. juni 2013, § 20 i lov nr. 403 af 28. april 2014, § 10 i lov nr. 1490 af 23. december 2014 og § 4 i lov nr. 1563 af 15. december 2015 og senest ved § 14 i lov nr. 395 af 2. maj 2016, foretages følgende ændringer";"lov"
"I lov nr. 712 af 25. juni 2014 om erhvervsdrivende fonde, som ændret ved § 3 i lov nr. 738 af 1. juni 2015 og § 3 i lov nr. 262 af 16. marts 2016, foretages følgende ændringer:";"712";"2014";"om erhvervsdrivende fonde, som ændret ved § 3 i lov nr. 738 af 1. juni 2015 og § 3 i lov nr. 262 af 16. marts 2016, foretages følgende ændringer";"lov"
"I lov nr. 1284 af 9. december 2014 om med­ar­bej­der­investeringsselskaber foretages følgende ændring:";"1284";"2014";"om med­ar­bej­der­investeringsselskaber foretages følgende ændring";"lov"
"I lov nr. 617 af 12. juni 2013 om ændring af revisorloven og lov om finansiel virksomhed (Revisors uddannelse og certificering af revisorer i finansielle virksomheder m.v.) foretages følgende ændringer:";"617";"2013";"om ændring af revisorloven og lov om finansiel virksomhed (Revisors uddannelse og certificering af revisorer i finansielle virksomheder m.v.) foretages følgende ændringer";"lov"
"I lov nr. 598 af 12. juni 2013 om forvaltere af alternative investeringsfonde m.v., som ændret bl.a. ved § 4 i lov nr. 268 af 25. marts 2014, § 4 i lov nr. 403 af 28. april 2014, § 5 i lov nr. 1490 af 23. december 2014 og § 6 i lov nr. 1563 af 15. december 2015 og senest ved § 9 i lov nr. 262 af 16. marts 2016, foretages følgende ændringer:";"598";"2013";"om forvaltere af alternative investeringsfonde m.v., som ændret bl.a. ved § 4 i lov nr. 268 af 25. marts 2014, § 4 i lov nr. 403 af 28. april 2014, § 5 i lov nr. 1490 af 23. december 2014 og § 6 i lov nr. 1563 af 15. december 2015 og senest ved § 9 i lov nr. 262 af 16. marts 2016, foretages følgende ændringer";"lov"
"I lov nr. 528 af 11. juni 2012 om Offentlig Digital Post foretages følgende ændringer:";"528";"2012";"om Offentlig Digital Post foretages følgende ændringer";"lov"
