#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov nr. 546 af 18. juni 2012 om mæglings- og klageinstitutionen for ansvarlig virksomhedsadfærd foretages følgende ændring:";"546";"2012";"Lov om mæglings- og klageinstitutionen for ansvarlig virksomhedsadfærd";"lov"
"I lov nr. 492 af 12. maj 2010 om håndhævelse af udbudsreglerne m.v., som ændret ved § 13 i lov nr. 1556 af 21. december 2010 og § 1 i lov nr. 618 af 14. juni 2011, foretages følgende ændring:";"492";"2010";"Lov om håndhævelse af udbudsreglerne m.v.";"lov"
"I lov nr. 349 af 17. maj 2000 om stormflod og stormfald, som ændret senest ved lov nr. 544 af 26. maj 2010, foretages følgende ændring:";"349";"2000";"Lov om stormflod og stormfald, som ændret senest ved lov nr. 544 af 26. maj 2010,";"lov"
"I lov nr. 697 af 25. juni 2010 om pantebrevsselskaber foretages følgende ændring:";"697";"2010";"Lov om pantebrevsselskaber";"lov"
"I lov nr. 1262 af 16. december 2009 om produktsikkerhed foretages følgende ændringer:";"1262";"2009";"Lov om produktsikkerhed";"lov"
"I lov nr. 308 af 17. maj 1995 om kontrol med arbejder af ædle metaller m.v., som ændret ved lov nr. 1051 af 11. december 1996, foretages følgende ændring:";"308";"1995";"Lov om kontrol med arbejder af ædle metaller m.v.";"lov"
"I lov nr. 193 af 24. maj 1972 om fyrværkeri og andre pyrotekniske artikler, som ændret bl.a. ved § 1 i lov nr. 1060 af 9. november 2005 og senest ved § 4 i lov nr. 375 af 27. maj 2008, foretages følgende ændring:";"193";"1972";"Lov om fyrværkeri og andre pyrotekniske artikler, som ændret bl.a. ved § 1 i lov nr. 1060 af 9. november 2005 og senest ved § 4 i lov nr. 375 af 27. maj 2008,";"lov"
"I lov nr. 253 af 25. april 1990 om Handelsflådens Velfærdsråd, som ændret ved lov nr. 212 af 28. marts 2001, lov nr. 304 af 30. april 2003 og § 4 i lov nr. 622 af 14. juni 2011, foretages følgende ændring:";"253";"1990";"Lov om Handelsflådens Velfærdsråd";"lov"
"I lov nr. 858 af 23. december 1987 om Erhvervsankenævnet, som ændret ved § 27 i lov nr. 315 af 14. maj 1997, § 3 i lov nr. 1052 af 23. december 1998 og § 2 i lov nr. 427 af 6. juni 2002, foretages følgende ændring:";"858";"1987";"Lov om Erhvervsankenævnet";"lov"
"I lov nr. 548 af 8. juni 2006 om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber, som ændret ved lov nr. 620 af 14. juni 2011, foretages følgende ændringer:";"548";"2006";"Lov om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber";"lov"
"I lov nr. 169 af 3. marts 2011 om elektroniske kommunikationsnet og -tjenester, som ændret ved lov nr. 250 af 21. marts 2012, foretages følgende ændring:";"169";"2011";"Lov om elektroniske kommunikationsnet og -tjenester";"lov"
"I lov nr. 447 af 9. juni 2004 om ændring af retsplejeloven, konkursloven, lov om skifte af dødsboer og lov om skifte af fællesbo m.v. (Digital kommunikation i retsplejen, kendelser med begrænset sagsfremstilling, regler om vidneforvarede m.v.) foretages følgende ændring:";"447";"2004";"Lov om ændring af retsplejeloven, konkursloven, lov om skifte af dødsboer og lov om skifte af fællesbo m.v. (Digital kommunikation i retsplejen, kendelser med begrænset sagsfremstilling, regler om vidneforvarede m.v.)";"lov"
"I lov nr. 429 af 31. maj 2000 om behandling af personoplysninger, som ændret senest ved § 2 i lov nr. 422 af 10. maj 2011, foretages følgende ændringer:";"429";"2000";"Lov om behandling af personoplysninger, som ændret senest ved § 2 i lov nr. 422 af 10. maj 2011,";"lov"
"I lov nr. 29 af 16. februar 1932 om skyldneres ret til at frigøre sig ved deponering foretages følgende ændringer:";"29";"1932";"Lov om skyldneres ret til at frigøre sig ved deponering";"lov"
"I lov nr. 624 af 14. juni 2011 om ændring af aktieavancebeskatningsloven, kursgevinstloven, lig­nings­loven og selskabsskatteloven (Skattefritagelse for gevinst og udbytte af iværksætteraktier m.v.) foretages følgende ændring:";"624";"2011";"Lov om ændring af aktieavancebeskatningsloven, kursgevinstloven, lig­nings­loven og selskabsskatteloven (Skattefritagelse for gevinst og udbytte af iværksætteraktier m.v.)";"lov"
"I lov nr. 1180 af 12. december 2005 om lægemidler, som ændret bl.a. ved § 1 i lov nr. 1557 af 20. december 2006, § 1 i lov nr. 534 af 17. juni 2008 og § 1 i lov nr. 464 af 18. maj 2011 og senest ved § 1 i lov nr. 605 af 18. juni 2012, foretages følgende ændringer:";"1180";"2005";"Lov om lægemidler, som ændret bl.a. ved § 1 i lov nr. 1557 af 20. december 2006, § 1 i lov nr. 534 af 17. juni 2008 og § 1 i lov nr. 464 af 18. maj 2011 og senest ved § 1 i lov nr. 605 af 18. juni 2012,";"lov"
"I lov nr. 697 af 25. juni 2010 om pantebrevsselskaber foretages følgende ændringer:";"697";"2010";"Lov om pantebrevsselskaber";"lov"
"I lov nr. 484 af 12. juni 2009 om ændring af lov om ligestilling af kvinder og mænd (Kønssammensætning i offentlige udvalg m.v.) foretages følgende ændring:";"484";"2009";"Lov om ændring af lov om ligestilling af kvinder og mænd (Kønssammensætning i offentlige udvalg m.v.)";"lov"
"I lov nr. 550 af 18. juni 2012 om frikommuner foretages følgende ændringer:";"550";"2012";"Lov om frikommuner";"lov"
"I lov nr. 269 af 21. april 2004 om forbud mod slagtning og aflivning af drægtige produktionsdyr og heste i den sidste tiendedel af drægtighedsperioden foretages følgende ændring:";"269";"2004";"Lov om forbud mod slagtning og aflivning af drægtige produktionsdyr og heste i den sidste tiendedel af drægtighedsperioden";"lov"
"I lov nr. 551 af 18. juni 2012 om afgift af skadesforsikringer foretages følgende ændring:";"551";"2012";"Lov om afgift af skadesforsikringer";"lov"
"I lov nr. 924 af 18. september 2012 om ændring af lov om forskellige forbrugsafgifter, brændstofforbrugsafgiftsloven, tonnageskatteloven og forskellige andre love (Indeksering af forskellige punktafgifter og de løbende bilafgifter, re­gu­le­ring af tonnageskatten, forhøjelse af ud­lig­nings­af­giften og forlængelse af afgiftsfritagelsen for brint- og elbiler) foretages følgende ændringer:";"924";"2012";"Lov om ændring af lov om forskellige forbrugsafgifter, brændstofforbrugsafgiftsloven, tonnageskatteloven og forskellige andre love (Indeksering af forskellige punktafgifter og de løbende bilafgifter, re­gu­le­ring af tonnageskatten, forhøjelse af ud­lig­nings­af­giften og forlængelse af afgiftsfritagelsen for brint- og elbiler)";"lov"
"I lov nr. 590 af 18. juni 2012 om ændring af ligningsloven og forskellige andre love (Initiativer rettet mod sort arbejde) foretages følgende ændring:";"590";"2012";"Lov om ændring af ligningsloven og forskellige andre love (Initiativer rettet mod sort arbejde)";"lov"
"I lov nr. 1337 af 19. december 2008 om ændring af ligningsloven, lov om vægtafgift af motorkøretøjer m.v. og registreringsafgiftsloven (Smidiggørelse af 60-dages-reglen, dagsafgift for privat benyttelse af varebiler og afgiftsfritagelse for visse ledsagebiler) foretages følgende ændring:";"1337";"2008";"Lov om ændring af ligningsloven, lov om vægtafgift af motorkøretøjer m.v. og registreringsafgiftsloven (Smidiggørelse af 60-dages-reglen, dagsafgift for privat benyttelse af varebiler og afgiftsfritagelse for visse ledsagebiler)";"lov"
"I lov nr. 1386 af 21. december 2009 om ændring af lov om afgift efter brændstofforbrug for visse personbiler, registreringsafgiftsloven og forskellige andre love (Brændstofforbrugsafgift af nye varebiler, ændret registreringsafgift af taxaer og harmonisering af satsreguleringsbestemmelser) foretages følgende ændring:";"1386";"2009";"Lov om ændring af lov om afgift efter brændstofforbrug for visse personbiler, registreringsafgiftsloven og forskellige andre love (Brændstofforbrugsafgift af nye varebiler, ændret registreringsafgift af taxaer og harmonisering af satsreguleringsbestemmelser)";"lov"
"I lov nr. 625 af 14. juni 2011 om ændring af lov om afgift af elektricitet og forskellige andre love (Ændring af afgift på erhvervenes energiforbrug m.v.) foretages følgende ændring:";"625";"2011";"Lov om ændring af lov om afgift af elektricitet og forskellige andre love (Ændring af afgift på erhvervenes energiforbrug m.v.)";"lov"
"I lov nr. 1361 af 8. december 2010 om ændring af lønsumsafgiftsloven, momsloven, registreringsafgiftsloven og forskellige andre love (Fremrykning af forhøjelse af lønsumsafgift for finansielle virksomheder, løn­sums­afgifts­fri­tag­else for undervisning på profes­sions­høj­skoler, ændring af reglerne om renten af registreringsafgift ved bl.a. forholdsmæssig betaling i forbindelse med leasing), som ændret ved § 6 i lov nr. 1383 af 28. december 2011, foretages følgende ændring:";"1361";"2010";"Lov om ændring af lønsumsafgiftsloven, momsloven, registreringsafgiftsloven og forskellige andre love (Fremrykning af forhøjelse af lønsumsafgift for finansielle virksomheder, løn­sums­afgifts­fri­tag­else for undervisning på profes­sions­høj­skoler, ændring af reglerne om renten af registreringsafgift ved bl.a. forholdsmæssig betaling i forbindelse med leasing)";"lov"
"I lov nr. 433 af 16. maj 2012 om ændring af aktieavancebeskatningsloven, ligningsloven, per­son­skat­te­loven og forskellige andre love og om ophævelse af lov om boligopsparing (Enklere beskatning af udlodninger fra investeringsforeninger og udvidet adgang til udnyttelse af tab ved fraflytning m.v.) foretages følgende ændringer:";"433";"2012";"Lov om ændring af aktieavancebeskatningsloven, ligningsloven, per­son­skat­te­loven og forskellige andre love og om ophævelse af lov om boligopsparing (Enklere beskatning af udlodninger fra investeringsforeninger og udvidet adgang til udnyttelse af tab ved fraflytning m.v.)";"lov"
"I lov nr. 922 af 18. september 2012 om ændring af pensionsbeskatningsloven og forskellige andre love (Afskaffelse af fradragsret m.v. for indbetalinger til kapitalpension) foretages følgende ændringer:";"922";"2012";"Lov om ændring af pensionsbeskatningsloven og forskellige andre love (Afskaffelse af fradragsret m.v. for indbetalinger til kapitalpension)";"lov"
"I lov nr. 928 af 18. september 2012 om ændring af lov om arbejdsløshedsforsikring m.v., lov om aktiv socialpolitik, lov om social pension og andre love (Ændret regulering af forskellige indkomstoverførsler i årene 2016-2023 samt forhøjelse af den supplerende pensionsydelse og pensionstillæg til folkepensionister) foretages følgende ændring:";"928";"2012";"Lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om aktiv socialpolitik, lov om social pension og andre love (Ændret regulering af forskellige indkomstoverførsler i årene 2016-2023 samt forhøjelse af den supplerende pensionsydelse og pensionstillæg til folkepensionister)";"lov"
"I lov nr. 473 af 30. maj 2012 om en 2-årig forsøgsordning om jobpræmie til kontanthjælpsmodtagere med langvarig ledighed m.v. foretages følgende ændringer:";"473";"2012";"Lov om en 2-årig forsøgsordning om jobpræmie til kontanthjælpsmodtagere med langvarig ledighed m.v.";"lov"
"I lov nr. 550 af 18. juni 2012 om frikommuner foretages følgende ændring:";"550";"2012";"Lov om frikommuner";"lov"
"I lov nr. 1386 af 28. december 2011 om ændring af lov om social pension (Forhøjelse af folkepensionsalder, indførelse af seniorførtidspension m.v.), foretages følgende ændring:";"1386";"2011";"Lov om ændring af lov om social pension (Forhøjelse af folkepensionsalder, indførelse af seniorførtidspension m.v.),";"lov"
"I lov nr. 928 af 18. september 2012 om ændring af lov om arbejdsløshedsforsikring m.v., lov om aktiv socialpolitik, lov om social pension og andre love (Ændret regulering af forskellige indkomstoverførsler i årene 2016-2023 samt forhøjelse af den supplerende pensionsydelse og pensionstillæg til folkepensionister), foretages følgende ændring:";"928";"2012";"Lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om aktiv socialpolitik, lov om social pension og andre love (Ændret regulering af forskellige indkomstoverførsler i årene 2016-2023 samt forhøjelse af den supplerende pensionsydelse og pensionstillæg til folkepensionister),";"lov"
"I lov nr. 87 af 30. januar 2007 om Forebyggelsesfonden, som ændret ved lov nr. 345 af 5. maj 2009 og lov nr. 430 af 28. april 2010, foretages følgende ændringer:";"87";"2007";"Lov om Forebyggelsesfonden";"lov"
"I lov nr. 249 af 21. marts 2012 om ændring af søloven og lov om sikkerhed til søs (Tilpasninger som følge af Athenforordningen, gennemførelse af 2002-Athen-konventionen og registrering af skibe med frist) foretages følgende ændring:";"249";"2012";"Lov om ændring af søloven og lov om sikkerhed til søs (Tilpasninger som følge af Athenforordningen, gennemførelse af 2002-Athen-konventionen og registrering af skibe med frist)";"lov"
"I lov nr. 901 af 16. december 1998 om ændring af søloven og ophævelse af lov om skibsregistrering (Overførsel af registreringsregler m.v.) foretages følgende ændring:";"901";"1998";"Lov om ændring af søloven og ophævelse af lov om skibsregistrering (Overførsel af registreringsregler m.v.)";"lov"
"I lov nr. 106 af 13. februar 2001 om ændring af søloven og retsplejeloven (Søforklaring og erstatning i forbindelse med transport af olie til søs) foretages følgende ændring:";"106";"2001";"Lov om ændring af søloven og retsplejeloven (Søforklaring og erstatning i forbindelse med transport af olie til søs)";"lov"
"I lov nr. 1257 af 20. december 2000 om forbud til beskyttelse af forbrugernes interesser foretages følgende ændring:";"1257";"2000";"Lov om forbud til beskyttelse af forbrugernes interesser";"lov"
"I lov nr. 576 af 18. juni 2012 om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Støtte til vindmøller på land, biogas og eksisterende industrielle kraftvarmeværker samt forlængelse af puljen til nye VE-teknologier m.v.) foretages følgende ændring:";"576";"2012";"Lov om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Støtte til vindmøller på land, biogas og eksisterende industrielle kraftvarmeværker samt forlængelse af puljen til nye VE-teknologier m.v.)";"lov"
"I lov nr. 506 af 12. juni 2009 om ændring af lov om folkekirkens økonomi (Etablering af permanente stiftsråd) foretages følgende ændring:";"506";"2009";"Lov om ændring af lov om folkekirkens økonomi (Etablering af permanente stiftsråd)";"lov"
"I lov nr. 921 af 18. september 2012 om ændring af ligningsloven, kildeskatteloven og personskatteloven (Nedsættelse af loft over rejsefradrag, øget beskatning af fri bil, beskatning af fuldt skattepligtiges udenlandske lønindkomst, beskatning ved arbejdsudleje og udvidet beskatning af lønarbejde i Danmark) foretages følgende ændringer:";"921";"2012";"Lov om ændring af ligningsloven, kildeskatteloven og personskatteloven (Nedsættelse af loft over rejsefradrag, øget beskatning af fri bil, beskatning af fuldt skattepligtiges udenlandske lønindkomst, beskatning ved arbejdsudleje og udvidet beskatning af lønarbejde i Danmark)";"lov"
"I lov nr. 1503 af 27. december 2009 om tolkning til personer med hørehandicap foretages følgende ændringer:";"1503";"2009";"Lov om tolkning til personer med hørehandicap";"lov"
"I lov nr. 456 af 18. maj 2011 om investeringsforeninger m.v. foretages følgende ændring:";"456";"2011";"Lov om investeringsforeninger m.v.";"lov"
"I lov nr. 517 af 17. juni 2008 om ændring af lov om finansiel virksomhed og forskellige andre love (Direktionens og bestyrelsesmedlemmers egnethed og hæderlighed, gennemførelse af direktiv om ligebehandling, m.v.), som ændret ved § 14 i lov nr. 392 af 25. maj 2009, foretages følgende ændring:";"517";"2008";"Lov om ændring af lov om finansiel virksomhed og forskellige andre love (Direktionens og bestyrelsesmedlemmers egnethed og hæderlighed, gennemførelse af direktiv om ligebehandling, m.v.)";"lov"
"I lov nr. 512 af 17. juni 2008 om ændring af lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme og lov om finansiel virksomhed (Pengeoverførsler mellem Danmark og Færøerne) foretages følgende ændring:";"512";"2008";"Lov om ændring af lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme og lov om finansiel virksomhed (Pengeoverførsler mellem Danmark og Færøerne)";"lov"
"I lov nr. 251 af 30. marts 2011 om ændring af søloven, lov om sikkerhed til søs og sømandsloven (Pligt til forsikring for søretlige krav, gennemførelse af konventionen om arbejdsforhold i fiskerisektoren m.v.) foretages følgende ændring:";"251";"2011";"Lov om ændring af søloven, lov om sikkerhed til søs og sømandsloven (Pligt til forsikring for søretlige krav, gennemførelse af konventionen om arbejdsforhold i fiskerisektoren m.v.)";"lov"
"I lov nr. 169 af 3. marts 2011 om elektroniske kommunikationsnet og -tjenester foretages følgende ændring:";"169";"2011";"Lov om elektroniske kommunikationsnet og -tjenester";"lov"
"I lov nr. 703 af 25. juni 2010 om ændring af lov om arbejdsløshedsforsikring m.v. (Nedsættelse af dagpenge­perioden) foretages følgende ændringer:";"703";"2010";"Lov om ændring af lov om arbejdsløshedsforsikring m.v. (Nedsættelse af dagpenge­perioden)";"lov"
"I lov nr. 848 af 1. juli 2010 om spil, som ændret ved § 51 i lov nr. 223 af 22. marts 2011, foretages følgende ændringer:";"848";"2010";"Lov om spil";"lov"
"I lov nr. 1504 af 27. december 2009 om offentligt hasardspil i turneringsform, som ændret ved § 12 i lov nr. 718 af 25. juni 2010 og § 70 i lov nr. 848 af 1. juli 2010, foretages følgende ændringer:";"1504";"2009";"Lov om offentligt hasardspil i turneringsform";"lov"
"I lov nr. 606 af 24. juni 2005 om detailsalg fra butikker m.v., som ændret ved § 4 i lov nr. 391 af 25. maj 2009, lov nr. 543 af 26. maj 2010 og § 11 i lov nr. 595 af 14. juni 2011, foretages følgende ændring:";"606";"2005";"Lov om detailsalg fra butikker m.v.";"lov"
"I lov nr. 434 af 8. maj 2006 om Haagerbørnebeskyttelses­konventionen foretages følgende ændring:";"434";"2006";"Lov om Haagerbørnebeskyttelses­konventionen";"lov"
"I lov nr. 1594 af 22. december 2010 om etablering af den selvejende institution Udbetaling Danmark foretages følgende ændringer:";"1594";"2010";"Lov om etablering af den selvejende institution Udbetaling Danmark";"lov"
"I lov nr. 283 af 15. april 2009 om digital indberetningsløsning til brug for anmeldelse af sygefravær samt anmodning om refusion af sygedagpenge og dagpenge efter barselloven foretages følgende ændringer:";"283";"2009";"Lov om digital indberetningsløsning til brug for anmeldelse af sygefravær samt anmodning om refusion af sygedagpenge og dagpenge efter barselloven";"lov"
"I lov nr. 417 af 8. maj 2006 om barseludligning på det private arbejdsmarked (barseludligningsloven), som ændret ved lov nr. 288 af 29. marts 2010 og lov nr. 598 af 14. juni 2011, foretages følgende ændring:";"417";"2006";"Lov om barseludligning på det private arbejdsmarked (barseludligningsloven)";"lov"
"I lov nr. 106 af 26. februar 2008 om Arbejdsretten og faglige voldgiftsretter foretages følgende ændringer:";"106";"2008";"Lov om Arbejdsretten og faglige voldgiftsretter";"lov"
"I lov nr. 403 af 8. maj 2006 om et indkomstregister, som ændret bl.a. ved § 4 i lov nr. 1534 af 19. december 2007, § 3 i lov nr. 521 af 12. juni 2009 og § 2 i lov nr. 702 af 25. juni 2010 og senest ved § 6 i lov nr. 599 af 14. juni 2011, foretages følgende ændring:";"403";"2006";"Lov om et indkomstregister, som ændret bl.a. ved § 4 i lov nr. 1534 af 19. december 2007, § 3 i lov nr. 521 af 12. juni 2009 og § 2 i lov nr. 702 af 25. juni 2010 og senest ved § 6 i lov nr. 599 af 14. juni 2011,";"lov"
"I lov nr. 431 af 9. juni 2004 om ændring af lov om anvendelse af Christianiaområdet (Ændret formål og ejerskab til området m.v.), som ændret ved § 2 i lov nr. 1541 af 21. december 2010, foretages følgende ændring:";"431";"2004";"Lov om ændring af lov om anvendelse af Christianiaområdet (Ændret formål og ejerskab til området m.v.)";"lov"
"I lov nr. 1378 af 28. december 2011 om ændring af pensionsafkastbeskatningsloven og pensions­be­skat­nings­loven (Beskatning af en standardiseret sats for formueforvaltningsomkostninger udmøntet ved en forhøjelse af skattesatsen for pensionsafkast, nedsættelse af loftet for indbetalinger til ratepension og ophørende alderspension m.v.) foretages følgende ændring:";"1378";"2011";"Lov om ændring af pensionsafkastbeskatningsloven og pensions­be­skat­nings­loven (Beskatning af en standardiseret sats for formueforvaltningsomkostninger udmøntet ved en forhøjelse af skattesatsen for pensionsafkast, nedsættelse af loftet for indbetalinger til ratepension og ophørende alderspension m.v.)";"lov"
"I lov nr. 520 af 21. juni 2005 om indhentelse af børneattest i forbindelse med ansættelse af personale m.v., som ændret ved lov nr. 429 af 29. maj 2008, foretages følgende ændring:";"520";"2005";"Lov om indhentelse af børneattest i forbindelse med ansættelse af personale m.v.";"lov"
"I lov nr. 218 af 28. april 1993 om udbygning af banestrækningen mellem Vamdrup og Padborg foretages følgende ændringer:";"218";"1993";"Lov om udbygning af banestrækningen mellem Vamdrup og Padborg";"lov"
"I lov nr. 564 af 6. juni 2007 om ungdomsuddannelse for unge med særlige behov foretages følgende ændring:";"564";"2007";"Lov om ungdomsuddannelse for unge med særlige behov";"lov"
"I lov nr. 566 af 6. juni 2007 om ændring af lov om betaling for visse uddannelsesaktiviteter i forbindelse med lov om en aktiv beskæftigelsesindsats m.m. (Andre aktørers inddragelse i beskæftigelsesindsatsen), som ændret ved § 16 i lov nr. 483 af 12. juni 2009, foretages følgende ændring:";"566";"2007";"Lov om ændring af lov om betaling for visse uddannelsesaktiviteter i forbindelse med lov om en aktiv beskæftigelsesindsats m.m. (Andre aktørers inddragelse i beskæftigelsesindsatsen)";"lov"
"I lov nr. 493 af 12. maj 2010 om ændring af lov om sikkerhed til søs, sømandsloven og forskellige andre love og om ophævelse af lov om forhyring af skibsmandskab (Gennemførelse af konventionen om søfarendes arbejdsforhold, modernisering af bestemmelser om tilsyn, forbud mod spiritussejlads i grønlandsk farvand m.v.), som ændret ved § 4 i lov nr. 251 af 30. marts 2011, foretages følgende ændring:";"493";"2010";"Lov om ændring af lov om sikkerhed til søs, sømandsloven og forskellige andre love og om ophævelse af lov om forhyring af skibsmandskab (Gennemførelse af konventionen om søfarendes arbejdsforhold, modernisering af bestemmelser om tilsyn, forbud mod spiritussejlads i grønlandsk farvand m.v.)";"lov"
"I lov nr. 480 af 12. juni 2009 om ændring af lov om sygedagpenge, lov om en aktiv beskæftigelsesindsats, lov om aktiv socialpolitik og lov om integration af udlændinge i Danmark (En styrket beskæftigelsesrettet indsats over for sygemeldte m.fl.) foretages følgende ændring:";"480";"2009";"Lov om ændring af lov om sygedagpenge, lov om en aktiv beskæftigelsesindsats, lov om aktiv socialpolitik og lov om integration af udlændinge i Danmark (En styrket beskæftigelsesrettet indsats over for sygemeldte m.fl.)";"lov"
"I lov nr. 335 af 18. maj 2005 om ændring af lov om folkeskolen (Mere frit skolevalg inden for og over kommunegrænser), som ændret ved lov nr. 476 af 17. juni 2008, foretages følgende ændring:";"335";"2005";"Lov om ændring af lov om folkeskolen (Mere frit skolevalg inden for og over kommunegrænser)";"lov"
"I lov nr. 417 af 8. maj 2006 om barseludligning på det private arbejdsmarked (barseludligningsloven), som ændret ved lov nr. 288 af 29. marts 2010, lov nr. 598 af 14. juni 2011 og § 16 i lov nr. 326 af 11. april 2012, foretages følgende ændringer:";"417";"2006";"Lov om barseludligning på det private arbejdsmarked (barseludligningsloven)";"lov"
"I lov nr. 387 af 27. maj 2008 om Ligebehandlingsnævnet foretages følgende ændringer:";"387";"2008";"Lov om Ligebehandlingsnævnet";"lov"
"I lov nr. 456 af 18. maj 2011 om investeringsforeninger m.v., som ændret ved § 8 i lov nr. 155 af 28. februar 2012, foretages følgende ændringer:";"456";"2011";"Lov om investeringsforeninger m.v.";"lov"
"I lov nr. 440 af 9. juni 2004 om Det Etiske Råd, som ændret ved § 16 i lov nr. 545 af 24. juni 2005 og § 45 i lov nr. 593 af 14. juni 2011, foretages følgende ændring:";"440";"2004";"Lov om Det Etiske Råd";"lov"
"I lov nr. 319 af 16. maj 1990 om adgangsregulering ved videregående uddannelser foretages følgende ændringer:";"319";"1990";"Lov om adgangsregulering ved videregående uddannelser";"lov"
"I lov nr. 173 af 19. marts 2001 om udendørs hold af svin, som ændret ved § 1 i lov nr. 1562 af 20. december 2006, lov nr. 496 af 12. juni 2009, § 6 i lov nr. 500 af 12. juni 2009 og lov nr. 649 af 15. juni 2010, foretages følgende ændring:";"173";"2001";"Lov om udendørs hold af svin";"lov"
"I lov nr. 432 af 9. juni 2004 om hold af dyr, som ændret bl.a. ved § 12 i lov nr. 404 af 1. juni 2005, § 1 i lov nr. 105 af 20. februar 2006 og § 2 i lov nr. 402 af 21. april 2010 og senest ved lov nr. 603 af 14. juni 2011, foretages følgende ændringer:";"432";"2004";"Lov om hold af dyr, som ændret bl.a. ved § 12 i lov nr. 404 af 1. juni 2005, § 1 i lov nr. 105 af 20. februar 2006 og § 2 i lov nr. 402 af 21. april 2010 og senest ved lov nr. 603 af 14. juni 2011,";"lov"
"I lov nr. 591 af 14. juni 2011 om randzoner foretages følgende ændringer:";"591";"2011";"Lov om randzoner";"lov"
"I lov nr. 413 af 9. maj 2011 om ændring af våbenloven og lov om krigsmateriel m.v. (Forenkling af fremgangsmåden ved meddelelse af udførselstilladelse m.v.) foretages følgende ændringer:";"413";"2011";"Lov om ændring af våbenloven og lov om krigsmateriel m.v. (Forenkling af fremgangsmåden ved meddelelse af udførselstilladelse m.v.)";"lov"
"I lov nr. 479 af 23. maj 2011 om ændring af færdselsloven og lov om ungdomsskoler (Knallertkørekort og sanktioner ved ulovlig kørsel på knallert m.v.) foretages følgende ændringer:";"479";"2011";"Lov om ændring af færdselsloven og lov om ungdomsskoler (Knallertkørekort og sanktioner ved ulovlig kørsel på knallert m.v.)";"lov"
