#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov om inddrivelse af gæld til det offentlige, jf. lovbekendtgørelse nr. 29 af 12. januar 2015, foretages følgende ændring:";"29";"2015";"lov om inddrivelse af gæld til det offentlige";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret senest ved § 1 i lov nr. 685 af 27. maj 2015, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I lov om elforsyning, jf. lovbekendtgørelse nr. 1329 af 25. november 2013, som ændret bl.a. ved § 2 i lov nr. 576 af 18. juni 2012, § 8 i lov nr. 903 af 4. juli 2013, § 1 i lov nr. 633 af 16. juni 2014 og § 1 i lov nr. 577 af 4. maj 2015 og senest ved § 3 i lov nr. 744 af 1. juni 2015, foretages følgende ændringer:";"1329";"2013";"lov om elforsyning";"lovbekendtgørelse"
"I lov om Energinet.dk, jf. lovbekendtgørelse nr. 1097 af 8. november 2011, som ændret ved § 3 i lov nr. 575 af 18. juni 2012, § 4 i lov nr. 576 af 18. juni 2012 og § 3 i lov nr. 633 af 16. juni 2014, foretages følgende ændring:";"1097";"2011";"lov om Energinet.dk";"lovbekendtgørelse"
"I lov om betalingstjenester og elektroniske penge, jf. lovbekendtgørelse nr. 613 af 24. april 2015, foretages følgende ændringer:";"613";"2015";"lov om betalingstjenester og elektroniske penge";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret senest ved lov nr. 1273 af 20. november 2015, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I straffeloven, jf. lovbekendtgørelse nr. 871 af 4. juli 2014, foretages følgende ændringer:";"871";"2014";"straffeloven";"lovbekendtgørelse"
"I lov om fuldbyrdelse af straf m.v., jf. lovbekendtgørelse nr. 435 af 15. maj 2012, som ændret bl.a. ved § 5 i lov nr. 733 af 25. juni 2014 og senest ved § 2 i lov nr. 739 af 25. juni 2014, foretages følgende ændringer:";"435";"2012";"lov om fuldbyrdelse af straf m.v.";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret ved lov nr. 572 af 31. maj 2010, lov nr. 1616 af 26. december 2013, § 1 i lov nr. 1488 af 23. december 2014, § 8 i lov nr. 1539 af 27. december 2014 og § 6 i lov nr. 1500 af 23. december 2014, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I færdselsloven, jf. lovbekendtgørelse nr. 1386 af 11. december 2013, som ændret bl.a. ved lov nr. 373 af 14. april 2014 og lov nr. 457 af 14. maj 2014 og senest ved § 158 i lov nr. 1520 af 27. december 2014, foretages følgende ændringer:";"1386";"2013";"færdselsloven";"lovbekendtgørelse"
"I lov om trafikselskaber, jf. lovbekendtgørelse nr. 412 af 11. april 2010, som ændret ved § 26 i lov nr. 432 af 16. maj 2012, § 1 i lov nr. 745 af 25. juni 2014 og lov nr. 746 af 25. juni 2014, foretages følgende ændring:";"412";"2010";"lov om trafikselskaber";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret bl.a. ved § 1 i lov nr. 403 af 28. april 2014, § 1 i lov nr. 1490 af 23. december 2014, § 1 i lov nr. 308 af 28. marts 2015 og § 1 i lov nr. 334 af 31. marts 2015 og senest ved § 2 i lov nr. 532 af 29. april 2015, foretages følgende ændringer:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om investeringsforeninger m.v., jf. lovbekendtgørelse nr. 1051 af 25. august 2015, som ændret ved § 8 i lov nr. 532 af 29. april 2015, foretages følgende ændringer:";"1051";"2015";"lov om investeringsforeninger m.v.";"lovbekendtgørelse"
"I lov om værdipapirhandel m.v., jf. lovbekendtgørelse nr. 831 af 12. juni 2014, som ændret ved § 2 i lov nr. 1490 af 23. december 2014, § 4 i lov nr. 334 af 31. marts 2015, § 1 i lov nr. 532 af 29. april 2015 og § 5 i lov nr. 738 af 1. juni 2015, foretages følgende ændringer:";"831";"2014";"lov om værdipapirhandel m.v.";"lovbekendtgørelse"
"I revisorloven, lov nr. 468 af 17. juni 2008, som ændret bl.a. ved § 2 i lov nr. 1232 af 18. december 2012 og § 20 i lov nr. 403 af 28. april 2014 og senest ved § 10 i lov nr. 1490 af 23. december 2014, foretages følgende ændring:";"468";"2008";"revisorloven";"lov"
"I lov om restrukturering og afvikling af visse finansielle virksomheder, jf. lov nr. 333 af 31. marts 2015, foretages følgende ændring:";"333";"2015";"lov om restrukturering og afvikling af visse finansielle virksomheder";"lov"
"I lov om forvaltere af alternative investeringsfonde m.v., jf. lov nr. 598 af 12. juni 2013, som ændret bl.a. ved § 4 i lov nr. 403 af 28. april 2014 og § 5 i lov nr. 1490 af 23. december 2014 og senest ved § 7 i lov nr. 532 af 29. april 2015, foretages følgende ændringer:";"598";"2013";"lov om forvaltere af alternative investeringsfonde m.v.";"lov"
"I lov om en indskyder- og investorgarantiordning, jf. lovbekendtgørelse nr. 917 af 8. juli 2015, foretages følgende ændringer:";"917";"2015";"lov om en indskyder- og investorgarantiordning";"lovbekendtgørelse"
"I lov om realkreditlån og realkreditobligationer m.v., jf. lovbekendtgørelse nr. 959 af 21. august 2015, foretages følgende ændring:";"959";"2015";"lov om realkreditlån og realkreditobligationer m.v.";"lovbekendtgørelse"
"I lov om indhentning af tilbud på visse offentlige og offentligt støttede kontrakter, jf. lovbekendtgørelse nr. 1410 af 7. december 2007, som ændret ved § 2 i lov nr. 618 af 14. juni 2011 og § 1 i lov nr. 1234 af 18. december 2012, foretages følgende ændringer:";"1410";"2007";"lov om indhentning af tilbud på visse offentlige og offentligt støttede kontrakter";"lovbekendtgørelse"
"I lov om retsforholdet mellem arbejdsgivere og funktionærer, jf. lovbekendtgørelse nr. 81 af 3. februar 2009, som ændret ved § 5 i lov nr. 647 af 12. juni 2013 og lov nr. 52 af 27. januar 2015, foretages følgende ændringer:";"81";"2009";"lov om retsforholdet mellem arbejdsgivere og funktionærer";"lovbekendtgørelse"
"I lov om aftaler og andre retshandler på formuerettens område, jf. lovbekendtgørelse nr. 781 af 26. august 1996, som ændret ved § 2 i lov nr. 1376 af 28. december 2011, foretages følgende ændring:";"781";"1996";"lov om aftaler og andre retshandler på formuerettens område";"lovbekendtgørelse"
"I lov om elektroniske kommunikationsnet og -tjenester, jf. lovbekendtgørelse nr. 128 af 7. februar 2014, som ændret ved § 2 i lov nr. 741 af 1. juni 2015, foretages følgende ændringer:";"128";"2014";"lov om elektroniske kommunikationsnet og -tjenester";"lovbekendtgørelse"
"I lov om Arbejdsmarkedets Tillægspension, jf. lovbekendtgørelse nr. 1110 af 10. oktober 2014, som ændret ved § 9 i lov nr. 1490 af 23. december 2014, foretages følgende ændringer:";"1110";"2014";"lov om Arbejdsmarkedets Tillægspension";"lovbekendtgørelse"
"I lov om Lønmodtagernes Dyrtidsfond, jf. lovbekendtgørelse nr. 1109 af 9. oktober 2014, som ændret ved § 7 i lov nr. 1490 af 23. december 2014 og § 3 i lov nr. 1531 af 27. december 2014, foretages følgende ændringer:";"1109";"2014";"lov om Lønmodtagernes Dyrtidsfond";"lovbekendtgørelse"
"I tinglysningsafgiftsloven, jf. lovbekendtgørelse nr. 462 af 14. maj 2007, som ændret senest ved § 7 i lov nr. 1637 af 26. december 2013, foretages følgende ændringer:";"462";"2007";"tinglysningsafgiftsloven";"lovbekendtgørelse"
"I lov om sygedagpenge, jf. lovbekendtgørelse nr. 938 af 12. august 2015, som ændret ved § 1 i lov nr. 742 af 1. juni 2015 og § 34 i lov nr. 994 af 30. august 2015, foretages følgende ændringer:";"938";"2015";"lov om sygedagpenge";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 806 af 1. juli 2015, som ændret ved § 33 i lov nr. 994 af 30. august 2015 og § 1 i lov nr. 1000 af 30. august 2015, foretages følgende ændringer:";"806";"2015";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse, jf. lovbekendtgørelse nr. 860 af 24. august 2012, foretages følgende ændringer:";"860";"2012";"lov om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse";"lovbekendtgørelse"
"I lov om Ligebehandlingsnævnet, jf. lovbekendtgørelse nr. 905 af 3. september 2012, foretages følgende ændringer:";"905";"2012";"lov om Ligebehandlingsnævnet";"lovbekendtgørelse"
"I lov om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union, jf. lovbekendtgørelse nr. 213 af 22. februar 2013, foretages følgende ændring:";"213";"2013";"lov om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1081 af 7. september 2015, som ændret ved lov nr. 997 af 30. august 2015, foretages følgende ændring:";"1081";"2015";"ligningsloven";"lovbekendtgørelse"
"I personskatteloven, jf. lovbekendtgørelse nr. 1163 af 8. oktober 2015, foretages følgende ændring:";"1163";"2015";"personskatteloven";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret senest ved lov nr. 1273 af 20. november 2015, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 1284 af 17. november 2015, som ændret ved § 1 i lov nr. 495 af 21. maj 2013 og § 1 i lov nr. 722 af 25. juni 2014, foretages følgende ændring:";"1284";"2015";"lov om social service";"lovbekendtgørelse"
"I integrationsloven, jf. lovbekendtgørelse nr. 1094 af 7. oktober 2014, som ændret ved § 66 i lov nr. 1482 af 23. december 2014, § 2 i lov nr. 1488 af 23. december 2014 og § 3 i lov nr. 1000 af 30. august 2015, foretages følgende ændring:";"1094";"2014";"integrationsloven";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 1529 af 23. november 2015, som ændret ved § 8 i lov nr. 1631 af 26. december 2013 og § 1 i lov nr. 179 af 24. februar 2015, foretages følgende ændringer:";"1529";"2015";"lov om planlægning";"lovbekendtgørelse"
"I adoptionsloven, jf. lovbekendtgørelse nr. 1084 af 7. oktober 2014, som ændret ved § 1 i lov nr. 1525 af 27. december 2014 og § 1 i lov nr. 530 af 29. april 2015, foretages følgende ændringer:";"1084";"2014";"adoptionsloven";"lovbekendtgørelse"
"I adoptionsloven, jf. lovbekendtgørelse nr. 1084 af 7. oktober 2014, som ændret ved § 1 i lov nr. 1525 af 27. december 2014 og § 1 i lov nr. 530 af 29. april 2015, foretages følgende ændringer:";"1084";"2014";"adoptionsloven";"lovbekendtgørelse"
"I børneloven, jf. lovbekendtgørelse nr. 1097 af 7. oktober 2014, foretages følgende ændringer:";"1097";"2014";"børneloven";"lovbekendtgørelse"
"I forældreansvarsloven, jf. lovbekendtgørelse nr. 1085 af 7. oktober 2014, som ændret ved § 2 i lov nr. 1525 af 27. december 2014, § 1 i lov nr. 270 af 25. marts 2015 og § 3 i lov nr. 530 af 29. april 2015, foretages følgende ændringer:";"1085";"2014";"forældreansvarsloven";"lovbekendtgørelse"
"I lov om børns forsørgelse, jf. lovbekendtgørelse nr. 1100 af 7. oktober 2014, foretages følgende ændringer:";"1100";"2014";"lov om børns forsørgelse";"lovbekendtgørelse"
"I lov om opkrævning af underholdsbidrag, jf. lovbekendtgørelse nr. 1086 af 7. oktober 2014, foretages følgende ændringer:";"1086";"2014";"lov om opkrævning af underholdsbidrag";"lovbekendtgørelse"
"I lov om ægteskabets retsvirkninger, jf. lovbekendtgørelse nr. 1135 af 20. oktober 2014, foretages følgende ændringer:";"1135";"2014";"lov om ægteskabets retsvirkninger";"lovbekendtgørelse"
"I lov om ægteskabs indgåelse og opløsning, jf. lovbekendtgørelse nr. 1096 af 7. oktober 2014, foretages følgende ændringer:";"1096";"2014";"lov om ægteskabs indgåelse og opløsning";"lovbekendtgørelse"
"I navneloven, jf. lovbekendtgørelse nr. 1098 af 7. oktober 2014, foretages følgende ændringer:";"1098";"2014";"navneloven";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1052 af 8. september 2015, som ændret ved § 37 i lov nr. 994 af 30. august 2015, foretages følgende ændringer:";"1052";"2015";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1255 af 16. november 2015, foretages følgende ændringer:";"1255";"2015";"retsplejeloven";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret senest ved § 1 i lov nr. 1499 af 11. december 2015, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I lov om valg til Folketinget, jf. lovbekendtgørelse nr. 369 af 10. april 2014, som ændret ved § 1 i lov nr. 312 af 29. marts 2014, foretages følgende ændringer:";"369";"2014";"lov om valg til Folketinget";"lovbekendtgørelse"
"I lov om valg af danske medlemmer til Europa-Parlamentet, jf. lovbekendtgørelse nr. 368 af 10. april 2014, som ændret ved § 2 i lov nr. 312 af 29. marts 2014, foretages følgende ændringer:";"368";"2014";"lov om valg af danske medlemmer til Europa-Parlamentet";"lovbekendtgørelse"
"I lov om kommunale og regionale valg, jf. lovbekendtgørelse nr. 363 af 2. april 2014, foretages følgende ændringer:";"363";"2014";"lov om kommunale og regionale valg";"lovbekendtgørelse"
"I lov om økonomisk støtte til politiske partier m.v., jf. lovbekendtgørelse nr. 1291 af 8. december 2006, foretages følgende ændringer:";"1291";"2006";"lov om økonomisk støtte til politiske partier m.v.";"lovbekendtgørelse"
"I lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v., jf. lovbekendtgørelse nr. 777 af 10. juni 2015, foretages følgende ændringer:";"777";"2015";"lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v.";"lovbekendtgørelse"
"I lov om institutioner for erhvervsrettet uddannelse, jf. lovbekendtgørelse nr. 776 af 10. juni 2015, foretages følgende ændringer:";"776";"2015";"lov om institutioner for erhvervsrettet uddannelse";"lovbekendtgørelse"
"I lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx), jf. lovbekendtgørelse nr. 768 af 9. juni 2015, foretages følgende ændring:";"768";"2015";"lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx)";"lovbekendtgørelse"
"I lov om erhvervsuddannelser, jf. lovbekendtgørelse nr. 789 af 16. juni 2015, foretages følgende ændringer:";"789";"2015";"lov om erhvervsuddannelser";"lovbekendtgørelse"
"I lov om åben uddannelse (erhvervsrettet voksenuddannelse) m.v., jf. lovbekendtgørelse nr. 64 af 26. januar 2015, foretages følgende ændring:";"64";"2015";"lov om åben uddannelse (erhvervsrettet voksenuddannelse) m.v.";"lovbekendtgørelse"
"I lov om udstationering af lønmodtagere m.v., jf. lovbekendtgørelse nr. 342 af 3. april 2014, foretages følgende ændring:";"342";"2014";"lov om udstationering af lønmodtagere m.v.";"lovbekendtgørelse"
"I lov om pas til danske statsborgere m.v., jf. lovbekendtgørelse nr. 900 af 8. september 2008, som ændret ved § 1 i lov nr. 613 af 14. juni 2011 og § 14 i lov nr. 622 af 12. juni 2013, foretages følgende ændringer:";"900";"2008";"lov om pas til danske statsborgere m.v.";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret ved lov nr. 572 af 31. maj 2010, lov nr. 1616 af 26. december 2013, § 1 i lov nr. 1488 af 23. december 2014, § 6 i lov nr. 1500 af 23. december 2014 og § 8 i lov nr. 1539 af 27. december 2014, og som ændres ved det af Folketinget den 3. februar 2015 vedtagne forslag til lov om ændring af udlændingeloven (Midlertidig beskyttelsesstatus for visse udlændinge samt afvisning af realitetsbehandling af asylansøgninger, når ansøgeren har opnået beskyttelse i et andet EU-land m.v.), foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1308 af 9. december 2014, som ændret ved § 1 i lov nr. 1242 af 18. december 2012, foretages følgende ændring:";"1308";"2014";"retsplejeloven";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret bl.a. ved § 1 i lov nr. 1273 af 21. december 2011, lov nr. 1274 af 21. december 2011, § 1 i lov nr. 446 af 23. maj 2012 og lov nr. 87 af 28. januar 2014 og senest ved § 2 i lov nr. 56 af 27. januar 2015, foretages følgende ændringer:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om råstoffer, jf. lovbekendtgørelse nr. 657 af 27. maj 2013, som ændret ved § 6 i lov nr. 1631 af 26. december 2013, § 5 i lov nr. 80 af 28. januar 2014, § 12 i lov nr. 86 af 28. januar 2014, § 1 i lov nr. 380 af 23. april 2014 og § 143 i lov nr. 1520 af 27. december 2014, foretages følgende ændringer:";"657";"2013";"lov om råstoffer";"lovbekendtgørelse"
"I lov om kystbeskyttelse, jf. lovbekendtgørelse nr. 267 af 11. marts 2009, som ændret ved § 159 i lov nr. 1520 af 27. december 2014, foretages følgende ændringer:";"267";"2009";"lov om kystbeskyttelse";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 587 af 27. maj 2013, som ændret bl.a. ved § 3 i lov nr. 1630 af 26. december 2013 og § 8 i lov nr. 1631 af 26. december 2013 og senest ved § 1 i lov nr. 1530 af 27. december 2014, foretages følgende ændringer:";"587";"2013";"lov om planlægning";"lovbekendtgørelse"
"I lov om naturbeskyttelse, jf. lovbekendtgørelse nr. 951 af 3. juli 2013, som ændret ved § 2 i lov nr. 1630 af 26. december 2013, § 7 i lov nr. 1631 af 26. december 2013, § 3 i lov nr. 80 af 28. januar 2014, § 19 i lov nr. 86 af 28. januar 2014 og § 2 i lov nr. 1529 af 27. december 2014, foretages følgende ændringer:";"951";"2013";"lov om naturbeskyttelse";"lovbekendtgørelse"
"I lov om kommunernes styrelse, jf. lovbekendtgørelse nr. 186 af 19. februar 2014, foretages følgende ændringer:";"186";"2014";"lov om kommunernes styrelse";"lovbekendtgørelse"
"I regionsloven, jf. lovbekendtgørelse nr. 187 af 27. februar 2014, som ændret ved § 16 i lov nr. 1631 af 26. december 2013, foretages følgende ændringer:";"187";"2014";"regionsloven";"lovbekendtgørelse"
"I lov om social pension, jf. lovbekendtgørelse nr. 10 af 12. januar 2015, som ændret senest ved § 8 i lov nr. 1000 af 30. august 2015, foretages følgende ændringer:";"10";"2015";"lov om social pension";"lovbekendtgørelse"
"I lov om arbejdsskadesikring, jf. lovbekendtgørelse nr. 278 af 14. marts 2013, som ændret senest ved § 8 i lov nr. 1490 af 23. december 2014, foretages følgende ændring:";"278";"2013";"lov om arbejdsskadesikring";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1255 af 16. november 2015, foretages følgende ændringer:";"1255";"2015";"retsplejeloven";"lovbekendtgørelse"
"I lov om retsafgifter, jf. lovbekendtgørelse nr. 1252 af 27. november 2014, foretages følgende ændring:";"1252";"2014";"lov om retsafgifter";"lovbekendtgørelse"
"I lov om sygedagpenge, jf. lovbekendtgørelse nr. 938 af 12. august 2015, som ændret ved § 1 i lov nr. 742 af 1. juni 2015, § 34 i lov nr. 994 af 30. august 2015 og § 5 i lov nr. 1569 af 15. december 2015, foretages følgende ændringer:";"938";"2015";"lov om sygedagpenge";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 807 af 1. juli 2015, som ændret ved § 35 i lov nr. 994 af 30. august 2015 og § 2 i lov nr. 1000 af 30. august 2015, foretages følgende ændringer:";"807";"2015";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 806 af 1. juli 2015, som ændret ved § 33 i lov nr. 994 af 30. august 2015, § 1 i lov nr. 1000 af 30. august 2015 og § 6 i lov nr. 1569 af 15. december 2015, foretages følgende ændringer:";"806";"2015";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om ferie, jf. lovbekendtgørelse nr. 1177 af 9. oktober 2015, foretages følgende ændring:";"1177";"2015";"lov om ferie";"lovbekendtgørelse"
"I lov om arbejdsmiljø, jf. lovbekendtgørelse nr. 1072 af 7. september 2010, som ændret bl.a. ved lov nr. 597 af 14. juni 2011 og § 1 i lov nr. 356 af 9. april 2013 og senest ved lov nr. 54 af 27. januar 2015, foretages følgende ændringer:";"1072";"2010";"lov om arbejdsmiljø";"lovbekendtgørelse"
"I sundhedsloven, jf. lovbekendtgørelse nr. 1202 af 14. november 2014, som ændret ved § 1 i lov nr. 1536 af 27. december 2014, lov nr. 1537 af 27. december 2014, § 6 i lov nr. 523 af 29. april 2015, § 1 i lov nr. 542 af 29. april 2015 og § 7 i lov nr. 742 af 1. juni 2015, foretages følgende ændring:";"1202";"2014";"sundhedsloven";"lovbekendtgørelse"
"I lov om socialtilsyn, jf. lovbekendtgørelse nr. 1054 af 8. september 2015, foretages følgende ændringer:";"1054";"2015";"lov om socialtilsyn";"lovbekendtgørelse"
"I lov om landinspektørvirksomhed, jf. lovbekendtgørelse nr. 680 af 17. juni 2013, foretages følgende ændringer:";"680";"2013";"lov om landinspektørvirksomhed";"lovbekendtgørelse"
"I lov om danskuddannelse til voksne udlændinge m.fl., jf. lovbekendtgørelse nr. 772 af 10. juni 2015, foretages følgende ændring:";"772";"2015";"lov om danskuddannelse til voksne udlændinge m.fl.";"lovbekendtgørelse"
"I lov om registrering af køretøjer, jf. lovbekendtgørelse nr. 16 af 9. januar 2013, foretages følgende ændringer:";"16";"2013";"lov om registrering af køretøjer";"lovbekendtgørelse"
"I lov om Fonden for Forebyggelse og Fastholdelse, jf. lovbekendtgørelse nr. 1022 af 23. september 2014, som ændret ved § 67 i lov nr. 1482 af 23. december 2014, foretages følgende ændringer:";"1022";"2014";"lov om Fonden for Forebyggelse og Fastholdelse";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 807 af 1. juli 2015, som ændret ved § 35 i lov nr. 994 af 30. august 2015 og § 2 i lov nr. 1000 af 30. august 2015, foretages følgende ændringer:";"807";"2015";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om kommunal udligning og generelle tilskud til kommuner, jf. lovbekendtgørelse nr. 798 af 24. juni 2013, som ændret bl.a. ved § 4 i lov nr. 790 af 28. juni 2013, § 7 i lov nr. 895 af 4. juli 2013, § 8 i lov nr. 1610 af 26. december 2013, § 11 i lov nr. 720 af 25. juni 2014, § 6 i lov nr. 1486 af 23. december 2014 og § 30 i lov nr. 174 af 24. februar 2015 og senest ved § 14 i lov nr. 1000 af 30. august 2015, foretages følgende ændring:";"798";"2013";"lov om kommunal udligning og generelle tilskud til kommuner";"lovbekendtgørelse"
"I lov om miljøvenligt design af energirelaterede produkter, jf. lovbekendtgørelse nr. 1068 af 15. september 2010, som ændret ved § 29 i lov nr. 455 af 18. maj 2011, § 27 i lov nr. 580 af 18. juni 2012 og § 25 i lov nr. 86 af 28. januar 2014, foretages følgende ændringer:";"1068";"2010";"lov om miljøvenligt design af energirelaterede produkter";"lovbekendtgørelse"
