#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov nr. 408 af 1. juni 2005 om ændring af skattekontrolloven, skattestyrelsesloven, ligningsloven og tonnageskatteloven. (Ændring af oplysnings- og dokumentationspligt vedrørende transfer pricing), som ændret ved § 91 i lov nr. 428 af 6. juni 2005 og § 10 i lov nr. 308 af 19. april 2006, foretages følgende ændringer:";"408";"2005";"Lov om ændring af skattekontrolloven, skattestyrelsesloven, ligningsloven og tonnageskatteloven. (Ændring af oplysnings- og dokumentationspligt vedrørende transfer pricing)";"lov"
"I lov nr. 308 af 19. april 2006 om ændring af ligningsloven, selskabsskatteloven og andre skattelove. (Justering af erhvervsbeskatningen) foretages følgende ændring:";"308";"2006";"Lov om ændring af ligningsloven, selskabsskatteloven og andre skattelove. (Justering af erhvervsbeskatningen)";"lov"
"I lov nr. 724 af 25. juni 2010 om ændring af kursgevinstloven og forskellige andre love. (Harmonisering af beskatningen af fordringer i danske kroner og fremmed valuta og nedsættelse af beskatningen af kapitalindkomst m.v.) foretages følgende ændringer:";"724";"2010";"Lov om ændring af kursgevinstloven og forskellige andre love. (Harmonisering af beskatningen af fordringer i danske kroner og fremmed valuta og nedsættelse af beskatningen af kapitalindkomst m.v.)";"lov"
"I lov nr. 473 af 9. juni 2004 om godkendelse og syn af køretøjer foretages følgende ændringer:";"473";"2004";"Lov om godkendelse og syn af køretøjer";"lov"
"I lov nr. 1434 af 22. december 2004 om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union, som ændret ved § 1 i lov nr. 347 af 14. maj 2008, foretages følgende ændringer:";"1434";"2004";"Lov om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union";"lov"
"I lov nr. 181 af 28. februar 2007 om ændring af retsplejeloven og forskellige andre love. (Gruppesøgsmål m.v.) foretages følgende ændring:";"181";"2007";"Lov om ændring af retsplejeloven og forskellige andre love. (Gruppesøgsmål m.v.)";"lov"
"I lov nr. 501 af 6. juni 2007 om dag-, fritids- og klubtilbud m.v. til børn og unge (dagtilbudsloven), som ændret senest ved § 1 i lov nr. 630 af 11. juni 2010 og § 1 i lov nr. 631 af 11. juni 2010, foretages følgende ændringer:";"501";"2007";"Lov om dag-, fritids- og klubtilbud m.v. til børn og unge (dagtilbudsloven), som ændret senest ved § 1 i lov nr. 630 af 11. juni 2010 og § 1 i lov nr. 631 af 11. juni 2010,";"lov"
"I lov nr. 311 af 30. april 2008 om almen voksenuddannelse og om anerkendelse af realkompetence i forhold til fag i almen voksenuddannelse, i hf-uddannelsen og i uddannelsen til studentereksamen (avu-loven), som ændret ved § 5 i lov nr. 140 af 9. februar 2010 og § 7 ved lov nr. 641 af 14. juni 2010, foretages følgende ændring:";"311";"2008";"Lov om almen voksenuddannelse og om anerkendelse af realkompetence i forhold til fag i almen voksenuddannelse, i hf-uddannelsen og i uddannelsen til studentereksamen (avu-loven)";"lov"
"I lov nr. 506 af 7. juni 2006 om et kvalitetsstyringssystem for den kommunale sagsbehandling på natur- og miljøområdet, som ændret ved § 100 i lov nr. 1572 af 20. december 2006 og § 2 i lov nr. 513 af 12. juni 2009, foretages følgende ændring:";"506";"2006";"Lov om et kvalitetsstyringssystem for den kommunale sagsbehandling på natur- og miljøområdet";"lov"
"I lov nr. 432 af 9. juni 2004 om hold af dyr, som ændret bl.a. ved § 6 i lov nr. 1272 af 16. december 2009 og senest ved lov nr. 1544 af 21. december 2010, foretages følgende ændringer:";"432";"2004";"Lov om hold af dyr, som ændret bl.a. ved § 6 i lov nr. 1272 af 16. december 2009 og senest ved lov nr. 1544 af 21. december 2010,";"lov"
"I lov nr. 316 af 31. marts 2007 om udvikling af landdistrikterne (landdistriktsloven), som ændret ved § 33 i lov nr. 523 af 6. juni 2007 og § 68 i lov nr. 1336 af 19. december 2008, foretages følgende ændring:";"316";"2007";"Lov om udvikling af landdistrikterne (landdistriktsloven)";"lov"
"I lov nr. 1537 af 21. december 2010 om private fællesveje foretages følgende ændringer:";"1537";"2010";"Lov om private fællesveje";"lov"
"I lov nr. 522 af 6. juni 2007 om forældelse af fordringer (forældelsesloven), som ændret ved § 11 i lov nr. 1336 af 19. december 2008 og § 6 i lov nr. 718 af 25. juni 2010, foretages følgende ændringer:";"522";"2007";"Lov om forældelse af fordringer (forældelsesloven)";"lov"
"I lov nr. 429 af 31. maj 2000 om behandling af personoplysninger, som ændret senest ved § 2 i lov nr. 503 af 12. juni 2009, foretages følgende ændring:";"429";"2000";"Lov om behandling af personoplysninger, som ændret senest ved § 2 i lov nr. 503 af 12. juni 2009,";"lov"
"I lov nr. 1180 af 12. december 2005 om lægemidler, som ændret ved § 81 i lov nr. 538 af 8. juni 2006, § 1 i lov nr. 1557 af 20. december 2006 og § 1 i lov nr. 534 af 17. juni 2008, foretages følgende ændringer:";"1180";"2005";"Lov om lægemidler";"lov"
"I lov nr. 1046 af 17. december 2002 om medicinsk udstyr, som ændret ved § 109 i lov nr. 1180 af 12. december 2005, foretages følgende ændring:";"1046";"2002";"Lov om medicinsk udstyr";"lov"
"I lov nr. 1392 af 27. december 2008 om fremme af vedvarende energi, som ændret ved lov nr. 509 af 12. juni 2009, § 2 i lov nr. 1267 af 16. december 2009, § 13 i lov nr. 1384 af 21. december 2009 og § 6 i lov nr. 622 af 11. juni 2010, foretages følgende ændringer:";"1392";"2008";"Lov om fremme af vedvarende energi";"lov"
"I lov nr. 722 af 25. juni 2010 om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter og forskellige andre love. (Ændringer i elpatronordningen, udvidelse af solcelleordningen i elafgiftsloven og afgift på andre klimagasser end CO 2 m.v.) foretages følgende ændring:";"722";"2010";"Lov om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter og forskellige andre love. (Ændringer i elpatronordningen, udvidelse af solcelleordningen i elafgiftsloven og afgift på andre klimagasser end CO 2 m.v.)";"lov"
"I lov nr. 1424 af 21. december 2005 om sikkerhed m.v. for offshoreanlæg til efterforskning, produktion og transport af kulbrinter (offshoresikkerhedslov), som ændret ved lov nr. 107 af 7. februar 2007, § 32 i lov nr. 512 af 6. juni 2007, § 1 i lov nr. 1400 af 27. december 2008 og lov nr. 287 af 15. april 2009, foretages følgende ændringer:";"1424";"2005";"Lov om sikkerhed m.v. for offshoreanlæg til efterforskning, produktion og transport af kulbrinter (offshoresikkerhedslov)";"lov"
"I lov nr. 473 af 9. juni 2004 om godkendelse og syn af køretøjer, som ændret ved lov nr. 255 af 30. marts 2011, foretages følgende ændringer:";"473";"2004";"Lov om godkendelse og syn af køretøjer";"lov"
"I lov nr. 716 af 25. juni 2010 om ændring af færdselsloven og straffeloven. (Skærpet indsats mod vanvidskørsel, indførelse af alkolåsordning og udvidet mulighed for udenretlig vedtagelse af førerretsfrakendelse m.v.) foretages følgende ændring:";"716";"2010";"Lov om ændring af færdselsloven og straffeloven. (Skærpet indsats mod vanvidskørsel, indførelse af alkolåsordning og udvidet mulighed for udenretlig vedtagelse af førerretsfrakendelse m.v.)";"lov"
"I lov nr. 443 af 14. juni 1995 om inspektioner, erklæringsafgivelse og kontrol i medfør af De Forenede Nationers konvention om forbud mod kemiske våben, som ændret ved lov nr. 470 af 10. juni 1997 og lov nr. 228 af 23. april 2002, foretages følgende ændringer:";"443";"1995";"Lov om inspektioner, erklæringsafgivelse og kontrol i medfør af De Forenede Nationers konvention om forbud mod kemiske våben";"lov"
"I lov nr. 472 af 12. juni 2009 om skattefri kompensation for forhøjede energi- og miljøafgifter, som ændret ved § 14 i lov nr. 1278 af 16. december 2009, § 2 i lov nr. 624 af 11. juni 2010 og § 11 i lov nr. 724 af 25. juni 2010, foretages følgende ændringer:";"472";"2009";"Lov om skattefri kompensation for forhøjede energi- og miljøafgifter";"lov"
"I lov nr. 639 af 14. juni 2010 om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse foretages følgende ændringer:";"639";"2010";"Lov om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse";"lov"
"I lov nr. 417 af 8. maj 2006 om barseludligning på det private arbejdsmarked (barseludligningsloven), som ændret ved lov nr. 288 af 29. marts 2010, foretages følgende ændring:";"417";"2006";"Lov om barseludligning på det private arbejdsmarked (barseludligningsloven)";"lov"
"I lov nr. 1262 af 20. december 2000 om et indberetningssystem for oplysning om løn m.v. (Letløn), som ændret ved § 22 i lov nr. 404 af 8. maj 2006 og § 3 i lov nr. 702 af 25. juni 2010, foretages følgende ændring:";"1262";"2000";"Lov om et indberetningssystem for oplysning om løn m.v. (Letløn)";"lov"
"I lov nr. 403 af 8. maj 2006 om et indkomstregister, som ændret bl.a. ved § 4 i lov nr. 1534 af 19. december 2007, § 3 i lov nr. 521 af 12. juni 2009 og § 2 i lov nr. 702 af 25. juni 2010 og senest ved § 3 i lov nr. 1609 af 22. december 2010, foretages følgende ændringer:";"403";"2006";"Lov om et indkomstregister, som ændret bl.a. ved § 4 i lov nr. 1534 af 19. december 2007, § 3 i lov nr. 521 af 12. juni 2009 og § 2 i lov nr. 702 af 25. juni 2010 og senest ved § 3 i lov nr. 1609 af 22. december 2010,";"lov"
"I lov nr. 432 af 9. juni 2004 om hold af dyr, som ændret bl.a. ved § 2 i lov nr. 401 af 21. april 2010 og lov nr. 1544 af 21. december 2010 og senest ved § 9 i lov nr. 341 af 27. april 2011, foretages følgende ændringer:";"432";"2004";"Lov om hold af dyr, som ændret bl.a. ved § 2 i lov nr. 401 af 21. april 2010 og lov nr. 1544 af 21. december 2010 og senest ved § 9 i lov nr. 341 af 27. april 2011,";"lov"
"I lov nr. 526 af 24. juni 2005 om fødevarer, som ændret bl.a. ved § 50 i lov nr. 1336 af 19. december 2008 og senest ved lov nr. 163 af 17. februar 2010, foretages følgende ændringer:";"526";"2005";"Lov om fødevarer, som ændret bl.a. ved § 50 i lov nr. 1336 af 19. december 2008 og senest ved lov nr. 163 af 17. februar 2010,";"lov"
"I lov nr. 486 af 9. juni 2004 om næringsbrev til visse fødevarevirksomheder, som ændret ved § 10 i lov nr. 408 af 8. maj 2006, § 2 i lov nr. 1549 af 20. december 2006 og § 1 i lov nr. 391 af 25. maj 2009, foretages følgende ændringer:";"486";"2004";"Lov om næringsbrev til visse fødevarevirksomheder";"lov"
"I lov nr. 550 af 24. juni 2005 om kloning og genmodificering af dyr m.v. foretages følgende ændringer:";"550";"2005";"Lov om kloning og genmodificering af dyr m.v.";"lov"
"I lov nr. 1439 af 22. december 2004 om pligtaflevering af offentliggjort materiale, som ændret ved lov nr. 89 af 20. februar 2008, foretages følgende ændring:";"1439";"2004";"Lov om pligtaflevering af offentliggjort materiale";"lov"
"I lov nr. 492 af 12. maj 2010 om håndhævelse af udbudsreglerne m.v., som ændret ved § 13 i lov nr. 1556 af 21. december 2010, foretages følgende ændringer:";"492";"2010";"Lov om håndhævelse af udbudsreglerne m.v.";"lov"
"I lov nr. 548 af 8. juni 2006 om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber foretages følgende ændringer:";"548";"2006";"Lov om kommuners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber";"lov"
"I lov nr. 15 af 13. januar 1997 om skibes besætning, som ændret bl.a. ved § 2 i lov nr. 902 af 16. december 1998 og § 2 i lov nr. 1462 af 22. december 2004 og senest ved § 3 i lov nr. 493 af 12. maj 2010, foretages følgende ændring:";"15";"1997";"Lov om skibes besætning, som ændret bl.a. ved § 2 i lov nr. 902 af 16. december 1998 og § 2 i lov nr. 1462 af 22. december 2004 og senest ved § 3 i lov nr. 493 af 12. maj 2010,";"lov"
"I lov nr. 386 af 27. maj 2005 om beskatning af søfolk (sømandsbeskatningsloven), som ændret senest ved § 12 i lov nr. 521 af 12. juni 2009, foretages følgende ændringer:";"386";"2005";"Lov om beskatning af søfolk (sømandsbeskatningsloven), som ændret senest ved § 12 i lov nr. 521 af 12. juni 2009,";"lov"
"I lov nr. 253 af 25. april 1990 om Handelsflådens Velfærdsråd, som ændret ved lov nr. 212 af 28. marts 2001 og lov nr. 304 af 30. april 2003, foretages følgende ændringer:";"253";"1990";"Lov om Handelsflådens Velfærdsråd";"lov"
"I lov nr. 722 af 25. juni 2010 om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter og forskellige andre love. (Ændringer i elpatronordningen, udvidelse af solcelleordningen i elafgiftsloven og afgift på andre klimagasser end CO 2 m.v.), som ændret ved § 6 i lov nr. 466 af 18. maj 2011, foretages følgende ændringer:";"722";"2010";"Lov om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter og forskellige andre love. (Ændringer i elpatronordningen, udvidelse af solcelleordningen i elafgiftsloven og afgift på andre klimagasser end CO 2 m.v.)";"lov"
"I lov nr. 1564 af 21. december 2010 om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter, registreringsafgiftsloven, momsloven og forskellige andre love. (Ændrede fordelingsregler på kraft-varme-området, forøgelse af fradrag for moms på hotelovernatning og færdselsskadede køretøjer) foretages følgende ændring:";"1564";"2010";"Lov om ændring af lov om afgift af elektricitet, lov om kuldioxidafgift af visse energiprodukter, registreringsafgiftsloven, momsloven og forskellige andre love. (Ændrede fordelingsregler på kraft-varme-området, forøgelse af fradrag for moms på hotelovernatning og færdselsskadede køretøjer)";"lov"
"I lov nr. 466 af 18. maj 2011 om ændring af lov om elforsyning, lov om naturgasforsyning, lov om varmeforsyning, lov om Energinet.dk og lov om fremme af vedvarende energi. (Gennemførelse af el- og gasdirektiverne m.v.) foretages følgende ændring:";"466";"2011";"Lov om ændring af lov om elforsyning, lov om naturgasforsyning, lov om varmeforsyning, lov om Energinet.dk og lov om fremme af vedvarende energi. (Gennemførelse af el- og gasdirektiverne m.v.)";"lov"
"I lov nr. 551 af 6. juni 2007 om Metroselskabet I/S og Arealudviklingsselskabet I/S foretages følgende ændringer:";"551";"2007";"Lov om Metroselskabet I/S og Arealudviklingsselskabet I/S";"lov"
"I lov nr. 141 af 31. marts 1960 om Københavns frihavn, som ændret ved § 12 i lov nr. 504 af 24. juni 1992, § 13 i lov nr. 474 af 31. maj 2000 og § 29 lov nr. 551 af 6. juni 2007, foretages følgende ændring:";"141";"1960";"Lov om Københavns frihavn";"lov"
